^SAMPLE = GSM901096
!Sample_title = UT-SCC-29
!Sample_geo_accession = GSM901096
!Sample_status = Public on Dec 01 2012
!Sample_submission_date = Mar 26 2012
!Sample_last_update_date = Dec 01 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = HNSCC
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell line: HNSCC
!Sample_characteristics_ch1 = cetuximab response: cetuximab resistant
!Sample_treatment_protocol_ch1 = Cells were seeded and allowed to attach for 24h, then treated with 30 nM cetuximab for 48h, supplemented with fresh medium and grown for another 7 days
!Sample_growth_protocol_ch1 = Cells were grown in DMEM supplemented with 10% FBS, 2 mM glutamine, 1% NE amino acids, and penicillin and streptomycin
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = DNA was extracted with Maxwell 16 Cell purification kit
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = DNA fragments were biotin labelled using terminal deoxynucleotidyl transferase
!Sample_hyb_protocol = Hybridized in GeneChip Hybrydization oven 16-18h, stained with R-phycoerythrin streptavidin and biotinylated goat-anti-streptavidin antibodies
!Sample_scan_protocol = GeneChip scanner 3000 7G
!Sample_data_processing = Genotyping console, CN5 algorithm
!Sample_platform_id = GPL6801
!Sample_contact_name = Fredrik,,Jerhammar
!Sample_contact_email = fredrik.jerhammar@liu.se
!Sample_contact_phone = +4613221500
!Sample_contact_institute = Linkoping University
!Sample_contact_address = -
!Sample_contact_city = Linkoping
!Sample_contact_zip/postal_code = 58183
!Sample_contact_country = Sweden
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM901nnn/GSM901096/suppl/GSM901096_UTSCC-29_GenomeWideSNP_6_.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM901nnn/GSM901096/suppl/GSM901096_UTSCC-29_GenomeWideSNP_6_.CN5.CNCHP.gz
!Sample_series_id = GSE36790
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	1.000000	-0.992444	1.076899	nan	nan
CN_473964	1.000000	-0.287927	1.076881	nan	nan
CN_473965	1.000000	-0.436767	1.076878	nan	nan
CN_473981	1.000000	-0.487568	1.076610	nan	nan
CN_473982	1.000000	0.001991	1.076606	nan	nan
CN_497981	1.000000	-0.579720	1.074232	nan	nan
CN_502615	1.000000	-0.039203	1.071157	nan	nan
CN_502613	1.000000	-0.262602	1.071143	nan	nan
CN_502614	1.000000	-1.087069	1.071069	nan	nan
CN_502616	1.000000	-0.885538	1.071065	nan	nan
CN_502843	1.000000	-0.423287	1.068345	nan	nan
CN_466171	2.000000	0.052545	1.942007	nan	nan
CN_468414	2.000000	-0.223543	1.941797	nan	nan
CN_468412	2.000000	0.427259	1.941750	nan	nan
CN_468413	2.000000	0.423708	1.941741	nan	nan
CN_470565	2.000000	-0.183817	1.941488	nan	nan
CN_468424	2.000000	-0.457386	1.938038	nan	nan
CN_468425	2.000000	-0.209945	1.938005	nan	nan
CN_460512	2.000000	1.803338	14.670835	nan	nan
CN_460513	2.000000	1.392492	14.670829	nan	nan
!sample_table_end
