^SAMPLE = GSM901101
!Sample_title = UT-SCC-47
!Sample_geo_accession = GSM901101
!Sample_status = Public on Dec 01 2012
!Sample_submission_date = Mar 26 2012
!Sample_last_update_date = Dec 01 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = HNSCC
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell line: HNSCC
!Sample_characteristics_ch1 = cetuximab response: cetuximab sensitive
!Sample_treatment_protocol_ch1 = Cells were seeded and allowed to attach for 24h, then treated with 30 nM cetuximab for 48h, supplemented with fresh medium and grown for another 7 days
!Sample_growth_protocol_ch1 = Cells were grown in DMEM supplemented with 10% FBS, 2 mM glutamine, 1% NE amino acids, and penicillin and streptomycin
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = DNA was extracted with Maxwell 16 Cell purification kit
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = DNA fragments were biotin labelled using terminal deoxynucleotidyl transferase
!Sample_hyb_protocol = Hybridized in GeneChip Hybrydization oven 16-18h, stained with R-phycoerythrin streptavidin and biotinylated goat-anti-streptavidin antibodies
!Sample_scan_protocol = GeneChip scanner 3000 7G
!Sample_data_processing = Genotyping console, CN5 algorithm
!Sample_platform_id = GPL6801
!Sample_contact_name = Fredrik,,Jerhammar
!Sample_contact_email = fredrik.jerhammar@liu.se
!Sample_contact_phone = +4613221500
!Sample_contact_institute = Linkoping University
!Sample_contact_address = -
!Sample_contact_city = Linkoping
!Sample_contact_zip/postal_code = 58183
!Sample_contact_country = Sweden
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM901nnn/GSM901101/suppl/GSM901101_UTSCC-47_GenomeWideSNP_6_.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM901nnn/GSM901101/suppl/GSM901101_UTSCC-47_GenomeWideSNP_6_.CN5.CNCHP.gz
!Sample_series_id = GSE36790
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	2.000000	-0.247021	1.442954	nan	nan
CN_473964	2.000000	-0.554589	1.442986	nan	nan
CN_473965	2.000000	-0.406450	1.442992	nan	nan
CN_473981	2.000000	-0.453265	1.443473	nan	nan
CN_473982	2.000000	-0.069636	1.443480	nan	nan
CN_497981	2.000000	-0.047395	1.447669	nan	nan
CN_502615	2.000000	-0.091154	1.452894	nan	nan
CN_502613	2.000000	-0.366088	1.452918	nan	nan
CN_502614	2.000000	-0.134591	1.453041	nan	nan
CN_502616	2.000000	-0.103961	1.453047	nan	nan
CN_502843	2.000000	-0.391306	1.457448	nan	nan
CN_466171	2.000000	-0.355135	2.343293	nan	nan
CN_468414	2.000000	0.486756	2.342939	nan	nan
CN_468412	2.000000	0.525754	2.342859	nan	nan
CN_468413	2.000000	0.632329	2.342845	nan	nan
CN_470565	2.000000	0.260369	2.342417	nan	nan
CN_468424	2.000000	-0.329158	2.336594	nan	nan
CN_468425	2.000000	-0.340657	2.336538	nan	nan
CN_460512	2.000000	1.518201	10.265853	nan	nan
CN_460513	2.000000	1.105026	10.265848	nan	nan
!sample_table_end
