^SAMPLE = GSM901094
!Sample_title = UT-SCC-16
!Sample_geo_accession = GSM901094
!Sample_status = Public on Dec 01 2012
!Sample_submission_date = Mar 26 2012
!Sample_last_update_date = Dec 01 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = HNSCC
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell line: HNSCC
!Sample_characteristics_ch1 = cetuximab response: cetuximab resistant
!Sample_treatment_protocol_ch1 = Cells were seeded and allowed to attach for 24h, then treated with 30 nM cetuximab for 48h, supplemented with fresh medium and grown for another 7 days
!Sample_growth_protocol_ch1 = Cells were grown in DMEM supplemented with 10% FBS, 2 mM glutamine, 1% NE amino acids, and penicillin and streptomycin
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = DNA was extracted with Maxwell 16 Cell purification kit
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = DNA fragments were biotin labelled using terminal deoxynucleotidyl transferase
!Sample_hyb_protocol = Hybridized in GeneChip Hybrydization oven 16-18h, stained with R-phycoerythrin streptavidin and biotinylated goat-anti-streptavidin antibodies
!Sample_scan_protocol = GeneChip scanner 3000 7G
!Sample_data_processing = Genotyping console, CN5 algorithm
!Sample_platform_id = GPL6801
!Sample_contact_name = Fredrik,,Jerhammar
!Sample_contact_email = fredrik.jerhammar@liu.se
!Sample_contact_phone = +4613221500
!Sample_contact_institute = Linkoping University
!Sample_contact_address = -
!Sample_contact_city = Linkoping
!Sample_contact_zip/postal_code = 58183
!Sample_contact_country = Sweden
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM901nnn/GSM901094/suppl/GSM901094_UTSCC-16_GenomeWideSNP_6_.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM901nnn/GSM901094/suppl/GSM901094_UTSCC-16_GenomeWideSNP_6_.CN5.CNCHP.gz
!Sample_series_id = GSE36790
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	1.000000	-0.388711	1.323452	nan	nan
CN_473964	1.000000	-0.396091	1.323500	nan	nan
CN_473965	1.000000	-0.146984	1.323510	nan	nan
CN_473981	1.000000	-0.394815	1.324230	nan	nan
CN_473982	1.000000	-0.347191	1.324241	nan	nan
CN_497981	1.000000	-1.075191	1.330858	nan	nan
CN_502615	2.000000	0.212208	1.340116	nan	nan
CN_502613	2.000000	-0.322595	1.340161	nan	nan
CN_502614	2.000000	-0.319289	1.340395	nan	nan
CN_502616	2.000000	-0.072759	1.340408	nan	nan
CN_502843	2.000000	-0.312336	1.349387	nan	nan
CN_466171	2.000000	-0.281097	2.349106	nan	nan
CN_468414	2.000000	0.433969	2.348822	nan	nan
CN_468412	2.000000	1.384640	2.348758	nan	nan
CN_468413	2.000000	-0.166325	2.348746	nan	nan
CN_470565	2.000000	-0.009193	2.348402	nan	nan
CN_468424	2.000000	-0.285299	2.343719	nan	nan
CN_468425	2.000000	-0.180620	2.343674	nan	nan
CN_460512	2.000000	0.329026	2.217044	nan	nan
CN_460513	2.000000	-0.163795	2.217043	nan	nan
!sample_table_end
