^SAMPLE = GSM40863
!Sample_title = 2M6 Cy3
!Sample_geo_accession = GSM40863
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 02 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	4	19	1	0.057	4321	4290	825	160	165	54	52	420	4121	4031	930	121	124	36	52	420
G000001-2	4	20	1	0.045	3971	4034	880	161	167	56	52	420	3814	3719	980	120	123	36	52	420
G000001-3	4	21	1	0.126	4176	4071	925	172	179	57	52	420	3790	3764	1091	122	126	31	52	420
G000002-1	12	19	1	-0.087	10888	11083	1780	168	175	73	52	414	11509	11363	1671	119	126	40	52	414
G000002-2	12	20	1	-0.039	11461	11400	1697	164	170	61	52	420	11725	11694	1736	117	123	39	52	420
G000002-3	12	21	1	-0.017	10808	10756	1589	153	165	59	52	420	10898	10844	1719	120	126	43	52	420
G000003-1	20	19	1	-0.14	4520	4434	942	181	201	93	52	420	4913	4864	957	132	139	50	52	420
G000003-2	20	20	1	-0.154	3818	3762	1002	192	207	101	52	420	4163	4176	1024	129	137	59	52	420
G000003-3	20	21	1	-0.135	3882	3822	828	200	212	91	52	420	4175	4164	969	131	139	49	52	420
G000004-1	28	19	1	-0.1	13032	12420	2113	419	446	150	52	420	13780	13660	2067	260	272	79	52	420
G000004-2	28	20	1	-0.182	11612	11796	1439	445	479	337	52	420	12928	12648	1584	262	281	132	52	420
G000004-3	28	21	1	-0.033	10681	10647	1837	402	443	288	52	420	10762	10861	1715	244	257	103	52	420
G000005-1	36	19	1	-0.046	20471	20360	5314	428	440	128	52	340	20958	21140	5288	270	275	71	52	340
G000005-2	36	20	1	-0.039	19398	19141	3820	418	443	172	52	340	19759	19194	4137	254	266	75	52	340
G000005-3	36	21	1	0.08	19530	18865	3516	394	427	180	52	340	18349	17916	3835	241	247	66	52	340
G000006-1	44	19	1	-0.16	11281	11429	2415	360	372	95	52	420	12450	12427	2635	244	258	76	52	420
G000006-2	44	20	1	-0.219	9713	9927	2292	332	348	95	52	420	11138	11066	2883	222	231	70	52	420
G000006-3	44	21	1	-0.127	10938	11062	2159	370	381	110	52	420	11778	11749	2450	234	242	75	52	420
G000007-1	4	16	1	0.075	8787	8631	1115	157	163	53	52	420	8319	8230	1215	124	133	137	52	420
G000007-2	4	17	1	0.065	8941	8895	1565	161	168	57	52	420	8515	8492	1760	120	127	40	52	420
!sample_table_end
