^SAMPLE = GSM40586
!Sample_title = M25 Cy3
!Sample_geo_accession = GSM40586
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 01 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	-0.1	4690	4634	1787	225	235	95	80	464	4975	4678	1603	190	206	90	80	464
G000001-2	29	2	1	0.075	4433	4177	1842	216	237	116	80	428	4201	4300	1797	198	208	85	80	428
G000001-3	29	3	1	0	5887	5787	979	226	240	120	52	360	5856	5923	985	195	207	89	52	360
G000002-1	21	1	1	-0.222	8462	8572	2328	209	222	85	52	385	9815	9740	3181	186	192	58	52	385
G000002-2	21	2	1	-0.246	9859	9698	3626	207	224	104	80	452	11642	11183	4276	192	202	138	80	452
G000002-3	21	3	1	-0.22	9743	9974	3493	219	229	82	80	452	11290	11088	3941	196	201	68	80	452
G000003-1	13	1	1	-0.137	5884	6050	2839	228	240	103	80	464	6414	6788	3082	195	203	66	80	464
G000003-2	13	2	1	-0.271	5579	5666	2334	218	236	113	80	428	6656	6433	2634	187	196	66	80	428
G000003-3	13	3	1	-0.169	6195	6298	1584	227	238	102	52	353	6897	7044	1845	186	195	67	52	353
G000004-1	5	1	1	-0.255	7874	7797	2566	232	240	89	80	476	9316	8743	3390	194	199	63	80	476
G000004-2	5	2	1	-0.113	9230	8927	3154	233	241	100	80	414	9924	9819	3658	194	210	135	80	414
G000004-3	5	3	1	-0.155	9111	8677	2406	229	233	100	52	352	10084	9557	2445	195	211	146	52	352
G000005-1	29	4	1	-0.261	22835	23694	6925	223	237	89	52	378	27284	26038	8025	191	199	64	52	378
G000005-2	29	5	1	-0.123	26574	26054	5846	230	238	92	52	360	28879	28329	5982	198	202	62	52	360
G000005-3	29	6	1	-0.253	21702	22288	5007	232	238	85	52	352	25772	25055	4997	194	199	60	52	352
G000006-1	21	4	1	-0.23	12341	12405	2490	217	221	81	52	370	14414	14497	2606	191	201	67	52	370
G000006-2	21	5	1	-0.162	12598	12150	2386	223	223	79	52	362	14031	14005	2857	189	198	62	52	362
G000006-3	21	6	1	-0.18	13058	12754	2821	221	223	73	52	362	14722	14663	3141	182	194	62	52	362
G000007-1	13	4	1	-0.099	8469	7744	2490	223	233	102	52	371	9015	8605	2996	186	196	68	52	371
G000007-2	13	5	1	-0.14	8379	8684	2106	218	229	97	52	360	9176	9348	2420	182	191	62	52	360
!sample_table_end
