^SAMPLE = GSM40104
!Sample_title = M10 Cy3
!Sample_geo_accession = GSM40104
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Jan 28 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	-0.041	4887	4668	780	120	126	48	52	385	5057	4900	846	151	153	42	52	385
G000001-2	29	2	1	-0.028	4787	4331	1446	120	125	47	80	427	4909	4511	1453	149	150	41	80	427
G000001-3	29	3	1	-0.102	4581	4030	1412	115	121	44	80	428	4932	4282	1385	140	143	39	80	428
G000002-1	21	1	1	-0.049	10926	9834	3380	112	118	45	80	450	11344	10103	3261	154	156	41	80	450
G000002-2	21	2	1	-0.038	10382	9123	3125	114	117	46	80	401	10703	9292	3296	158	160	40	80	401
G000002-3	21	3	1	-0.01	10555	8970	3170	116	119	45	80	428	10672	9074	3290	157	160	45	80	428
G000003-1	13	1	1	-0.088	7724	7267	1583	109	111	42	52	320	8246	7760	1455	151	152	40	52	320
G000003-2	13	2	1	-0.015	7820	7449	1436	110	115	43	52	362	7931	7727	1210	141	145	42	52	362
G000003-3	13	3	1	-0.075	7350	7113	1417	114	115	44	52	362	7765	7406	1404	143	152	93	52	362
G000004-1	5	1	1	0.116	8789	8108	2311	111	117	42	80	476	8164	7479	2106	156	156	39	80	476
G000004-2	5	2	1	0.197	9938	9514	1652	111	115	44	52	353	8731	8567	1343	156	165	102	52	353
G000004-3	5	3	1	0.177	10510	10376	941	108	111	41	52	362	9361	9353	1187	158	158	36	52	362
G000005-1	29	4	1	0.069	17378	15004	5209	113	121	46	80	428	16597	14636	4791	144	146	38	80	428
G000005-2	29	5	1	0.042	16715	16096	3933	118	128	69	52	353	16267	15611	3536	145	151	50	52	353
G000005-3	29	6	1	0.054	16767	14082	5375	115	123	57	80	464	16185	13822	5111	146	149	44	80	464
G000006-1	21	4	1	0.015	13169	12578	2125	113	119	43	52	362	13077	12425	2108	153	154	39	52	362
G000006-2	21	5	1	0.051	12498	12205	1734	108	113	42	52	362	12111	11668	1574	152	153	37	52	362
G000006-3	21	6	1	0.034	12257	11999	1878	110	113	41	52	362	12025	11454	2128	158	160	42	52	362
G000007-1	13	4	1	-0.004	8988	8658	1095	110	114	42	52	362	9047	8637	1301	144	150	43	52	362
G000007-2	13	5	1	-0.001	8595	8340	1119	112	116	41	52	362	8633	8307	1061	144	149	38	52	362
!sample_table_end
