^SAMPLE = GSM40588
!Sample_title = M26 Cy3
!Sample_geo_accession = GSM40588
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 01 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	0.475	5893	5352	1788	255	265	96	52	401	4245	4224	1241	189	196	63	52	401
G000001-2	29	2	1	0.38	7140	6937	1059	243	250	75	52	363	5482	5334	837	183	249	1204	52	363
G000001-3	29	3	1	0.374	5439	5168	1489	237	262	273	52	362	4192	4137	1336	179	188	68	52	362
G000002-1	21	1	1	0.108	13437	13244	4145	254	266	118	52	393	12418	11583	4182	187	193	57	52	393
G000002-2	21	2	1	0.148	16066	15675	2234	240	249	81	52	307	14465	13826	2248	184	190	57	52	307
G000002-3	21	3	1	0.151	14073	13737	3314	233	242	78	52	370	12642	12068	3248	181	188	54	52	370
G000003-1	13	1	1	0.124	10870	10448	3135	273	287	82	52	320	9921	9562	3255	195	203	53	52	320
G000003-2	13	2	1	0.114	11560	11138	2707	266	286	115	52	315	10631	10412	2291	193	214	239	52	315
G000003-3	13	3	1	0.052	11228	10799	3141	277	297	152	52	363	10759	10366	2381	195	215	231	52	363
G000004-1	5	1	1	0.156	16272	15989	2651	265	278	146	52	392	14563	14313	2310	192	196	54	52	392
G000004-2	5	2	1	0.114	13729	13501	2854	259	277	143	52	353	12644	12031	3418	194	206	76	52	353
G000004-3	5	3	1	0.192	15627	14750	3103	263	271	87	52	371	13642	13196	2650	188	196	63	52	371
G000005-1	29	4	1	0.381	45148	41773	8091	242	254	89	52	323	34652	32038	6360	176	189	88	52	323
G000005-2	29	5	1	0.348	44138	39475	10962	243	265	188	52	381	34667	31802	6471	181	192	78	52	381
G000005-3	29	6	1	0.437	31611	30807	7807	239	267	149	52	372	23360	24227	6197	181	197	87	52	372
G000006-1	21	4	1	-0.065	14071	14274	3545	222	231	72	52	379	14665	13683	3139	173	182	70	52	379
G000006-2	21	5	1	0.104	17143	17195	2497	236	241	81	52	307	15910	15482	2556	180	189	60	52	307
G000006-3	21	6	1	0.088	16950	16528	2600	248	260	116	52	322	15896	15159	2297	186	193	59	52	322
G000007-1	13	4	1	0.116	12001	10682	3151	278	296	126	52	314	11009	10186	2642	193	199	55	52	314
G000007-2	13	5	1	0.098	12549	11830	2591	274	285	100	52	314	11659	11300	1697	189	196	81	52	314
!sample_table_end
