^SAMPLE = GSM40930
!Sample_title = 2M9 Cy5
!Sample_geo_accession = GSM40930
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 02 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	4	19	1	0.137	4733	4639	986	404	411	93	52	340	4299	4249	971	363	371	93	52	340
G000001-2	4	20	1	0.087	4042	4165	823	413	415	91	52	420	3786	3839	754	370	378	97	52	420
G000001-3	4	21	1	0.088	4288	4096	968	411	438	295	52	340	4017	3793	1004	369	374	101	52	340
G000002-1	12	19	1	-0.023	14751	14763	2275	419	436	120	52	420	14948	14264	2832	386	390	103	52	420
G000002-2	12	20	1	-0.005	16054	16256	1496	421	435	138	52	420	16065	15995	1836	377	385	102	52	420
G000002-3	12	21	1	0.03	14956	13240	5234	410	418	112	80	554	14613	12995	5427	362	372	99	80	554
G000003-1	20	19	1	0.01	9775	9522	1973	396	404	112	52	420	9678	9151	1775	366	372	95	52	420
G000003-2	20	20	1	0.088	8282	8218	2018	385	399	159	52	420	7784	7732	1765	355	371	111	52	420
G000003-3	20	21	1	0.127	8294	7924	2523	370	374	95	52	420	7587	7370	2214	330	337	87	52	420
G000004-1	28	19	1	0.051	16999	16551	2272	340	352	97	52	340	16400	16044	2304	318	327	88	52	340
G000004-2	28	20	1	0.066	16880	16546	2348	323	337	84	52	340	16127	15774	2292	305	307	85	52	340
G000004-3	28	21	1	0.066	16507	15618	3590	315	329	134	52	420	15765	14402	3865	292	295	80	52	420
G000005-1	36	19	1	0.288	26298	26612	4806	303	316	126	52	340	21568	21041	4483	280	295	141	52	340
G000005-2	36	20	1	0.331	29464	29022	7241	294	312	147	52	420	23459	22684	7017	267	289	178	52	420
G000005-3	36	21	1	0.36	27019	26021	7477	289	307	106	52	340	21095	21248	5310	268	276	71	52	340
G000006-1	44	19	1	0.175	14747	14072	2862	313	357	455	52	420	13077	12893	2919	295	309	117	52	420
G000006-2	44	20	1	0.116	14882	14648	2603	309	334	252	52	420	13720	13051	3406	277	291	88	52	420
G000006-3	44	21	1	0.123	15297	14962	3385	315	345	311	52	420	14021	13152	3957	268	292	204	52	420
G000007-1	4	16	1	0.083	10353	10060	2219	410	416	113	52	420	9744	9478	2114	359	365	86	52	420
G000007-2	4	17	1	0.132	10393	10151	1493	399	408	87	52	420	9481	9456	1258	359	369	94	52	420
!sample_table_end
