^SAMPLE = GSM40590
!Sample_title = M28 Cy3
!Sample_geo_accession = GSM40590
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 01 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	0.31	3508	3460	1145	220	231	140	52	359	2814	2801	1071	161	172	124	52	359
G000001-2	29	2	1	-0.66	3569	4306	3714	221	227	125	120	526	5462	23800	26763	173	184	107	120	526
G000001-3	29	3	1	0.34	3314	3298	1499	200	206	71	80	447	2616	2678	1279	156	160	41	80	447
G000002-1	21	1	1	0.037	10581	10589	2961	197	201	60	52	328	10267	10008	3273	149	151	41	52	328
G000002-2	21	2	1	0.053	12942	11946	3339	198	202	62	52	370	12429	11464	3492	147	151	41	52	370
G000002-3	21	3	1	0.018	11849	11759	2156	202	208	76	52	314	11655	11068	2212	152	155	45	52	314
G000003-1	13	1	1	0.07	8809	8373	2753	200	211	78	52	322	8345	8180	2660	146	150	43	52	322
G000003-2	13	2	1	0.007	7928	8164	2303	208	222	106	52	306	7829	7624	2574	147	153	48	52	306
G000003-3	13	3	1	0.032	8619	8349	2810	204	212	87	52	307	8382	8240	2363	153	156	49	52	307
G000004-1	5	1	1	0.111	13359	12957	3251	226	229	76	52	384	12324	12455	3633	163	168	51	52	384
G000004-2	5	2	1	0.064	11801	11591	3303	216	225	73	52	372	11239	10780	3147	154	164	59	52	372
G000004-3	5	3	1	0.091	12655	11941	3386	210	213	61	52	361	11836	11113	3749	152	159	46	52	361
G000005-1	29	4	1	0.303	24963	24667	7513	197	206	72	52	362	20229	20251	6491	150	155	50	52	362
G000005-2	29	5	1	0.266	23947	24655	6248	194	204	65	52	314	19908	19983	5616	151	156	49	52	314
G000005-3	29	6	1	0.243	25304	24595	7018	192	202	60	52	370	21364	20134	6290	147	152	39	52	370
G000006-1	21	4	1	0.048	13964	13244	3156	208	216	75	52	370	13453	13037	3563	150	154	45	52	370
G000006-2	21	5	1	0.004	14234	14219	2584	198	210	68	52	307	14145	14201	2332	149	153	40	52	307
G000006-3	21	6	1	0.09	13827	13331	2861	196	207	73	52	312	12951	12433	3244	148	154	51	52	312
G000007-1	13	4	1	-0.009	8671	8751	2015	203	215	148	52	306	8670	8646	2113	148	153	52	52	306
G000007-2	13	5	1	0.027	9083	8545	2518	205	219	97	52	315	8866	8515	2259	152	160	95	52	315
!sample_table_end
