^SAMPLE = GSM40531
!Sample_title = M21 Cy3
!Sample_geo_accession = GSM40531
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Jan 31 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	0.028	5753	5592	822	198	210	83	52	384	5625	5554	835	177	184	64	52	384
G000001-2	29	2	1	0.107	5142	4884	1272	203	214	77	52	362	4762	4676	1399	176	182	58	52	362
G000001-3	29	3	1	0.028	5342	5256	1045	204	219	79	52	370	5209	5088	1231	169	179	61	52	370
G000002-1	21	1	1	-0.094	10210	10184	2452	214	234	130	52	321	10857	10498	2778	187	211	154	52	321
G000002-2	21	2	1	-0.133	11028	10823	1548	200	208	70	52	360	12059	11548	1931	185	194	64	52	360
G000002-3	21	3	1	-0.12	9913	9789	2285	199	206	70	52	371	10730	10245	2543	171	180	48	52	371
G000003-1	13	1	1	-0.191	5915	5515	1766	191	205	105	52	313	6721	6435	1832	185	194	80	52	313
G000003-2	13	2	1	-0.241	6556	6385	1970	196	213	230	52	312	7702	7228	2309	186	218	318	52	312
G000003-3	13	3	1	-0.11	5835	5850	2276	199	215	153	32	236	6266	6430	2443	185	200	102	32	236
G000004-1	5	1	1	-0.075	12389	11206	4222	174	188	75	52	384	13049	12177	3526	179	190	85	52	384
G000004-2	5	2	1	-0.094	10300	9935	2571	170	185	81	52	296	10995	10925	2329	182	196	94	52	296
G000004-3	5	3	1	-0.102	8291	8157	3153	173	219	618	52	322	8895	8991	2860	183	244	901	52	322
G000005-1	29	4	1	-0.184	21312	21317	4342	205	217	81	52	378	24157	23351	5725	181	187	59	52	378
G000005-2	29	5	1	-0.066	22176	22135	4054	222	232	91	52	306	23166	23124	4398	190	200	72	52	306
G000005-3	29	6	1	-0.172	21563	21644	5143	218	236	150	52	370	24236	23683	6716	187	200	104	52	370
G000006-1	21	4	1	-0.114	12600	12582	3100	200	208	71	52	371	13594	13549	2541	177	182	49	52	371
G000006-2	21	5	1	-0.088	8778	8760	2598	216	222	71	52	371	9279	9084	3016	181	188	59	52	371
G000006-3	21	6	1	-0.085	11278	11278	1960	213	221	73	52	307	11919	11673	2002	181	187	54	52	307
G000007-1	13	4	1	-0.163	7263	6951	1851	200	209	65	52	320	8090	7746	1907	180	189	51	52	320
G000007-2	13	5	1	-0.217	6803	6545	2445	201	313	1530	52	306	7864	7301	2382	190	324	1597	52	306
!sample_table_end
