^SAMPLE = GSM40529
!Sample_title = M20 Cy3
!Sample_geo_accession = GSM40529
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Jan 31 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	0.078	5679	5509	906	204	229	193	52	384	5372	5146	971	184	193	73	52	384
G000001-2	29	2	1	0.135	5168	5109	1109	200	223	195	52	362	4701	4893	1361	177	184	59	52	362
G000001-3	29	3	1	-0.054	5582	5505	1104	207	245	366	52	370	5759	5506	1268	179	197	161	52	370
G000002-1	21	1	1	0.064	15763	14846	3556	210	232	121	52	374	15062	14676	3102	181	190	54	52	374
G000002-2	21	2	1	0.062	14579	14351	3189	204	228	137	52	352	13944	13011	3368	178	189	59	52	352
G000002-3	21	3	1	0.005	13558	13690	2020	210	227	106	52	370	13480	13023	2337	176	183	51	52	370
G000003-1	13	1	1	0.03	9454	9183	2281	218	223	72	52	376	9226	9003	2463	182	187	50	52	376
G000003-2	13	2	1	0.045	8418	8478	2063	215	226	82	52	362	8132	8189	1990	179	180	44	52	362
G000003-3	13	3	1	-0.023	7863	7691	2898	221	231	97	52	307	7943	7709	2650	179	189	133	52	307
G000004-1	5	1	1	0.127	10070	9696	3934	210	217	70	80	476	9214	8979	4332	185	190	57	80	476
G000004-2	5	2	1	0.007	9275	9323	4427	212	221	78	80	440	9207	9059	4088	186	191	50	80	440
G000004-3	5	3	1	0.085	12505	12514	1731	212	222	86	52	362	11770	11936	2179	184	187	46	52	362
G000005-1	29	4	1	0.074	24660	22848	5234	211	248	370	52	362	23399	21968	4847	178	198	166	52	362
G000005-2	29	5	1	0.083	24641	24957	4425	205	217	69	52	307	23241	23509	4011	174	180	49	52	307
G000005-3	29	6	1	0.056	24142	23847	5142	207	224	132	52	314	23198	22298	5292	181	183	48	52	314
G000006-1	21	4	1	-0.014	15254	15122	3486	209	226	122	52	362	15368	14828	3732	181	184	52	52	362
G000006-2	21	5	1	0.032	15659	15442	2375	212	232	136	52	364	15287	14858	2619	182	189	54	52	364
G000006-3	21	6	1	0	11641	11454	3879	216	232	114	52	380	11608	11534	3934	181	185	47	52	380
G000007-1	13	4	1	0.077	10322	9983	2394	220	228	77	52	298	9752	9500	2944	174	188	67	52	298
G000007-2	13	5	1	-0.013	9716	9630	1780	212	220	86	52	370	9765	9385	2159	175	181	46	52	370
!sample_table_end
