^SAMPLE = GSM40977
!Sample_title = 2M21 Cy5
!Sample_geo_accession = GSM40977
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 03 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	4	19	1	0.072	4502	4464	1278	333	361	165	52	340	4274	4383	1218	307	318	91	52	340
G000001-2	4	20	1	-0.479	2652	3899	2539	742	1055	1109	12	68	3754	4250	2117	1091	1326	986	12	68
G000001-3	4	21	1	-2.826	749	717	367	793	831	311	120	750	1084	1022	388	1396	1539	913	120	750
G000002-1	12	19	1	0.119	16913	16249	2967	272	275	80	52	414	15607	15402	3145	286	294	97	52	414
G000002-2	12	20	1	-0.633	2900	4228	3945	561	957	1771	120	683	4109	4612	4264	481	1696	7431	120	683
G000002-3	12	21	1		1212	1304	647	1180	1914	3199	120	716	1604	1710	851	1689	4813	12430	120	716
G000003-1	20	19	1	0.178	10823	10975	2433	246	253	71	52	340	9616	9985	2256	268	272	76	52	340
G000003-2	20	20	1	-0.185	5630	5661	1328	391	433	209	52	340	6350	6406	1270	393	449	219	52	340
G000003-3	20	21	1	-1.232	443	518	328	598	661	355	120	721	633	912	1063	997	1339	1668	120	721
G000004-1	28	19	1	0.078	17266	17876	2381	252	264	78	52	340	16393	17058	2496	278	285	80	52	340
G000004-2	28	20	1	-0.045	13072	12409	3358	334	820	3225	52	414	13478	12830	3544	336	1309	6506	52	414
G000004-3	28	21	1	0.09	1303	1520	989	773	1149	2926	120	710	1722	2332	2265	1224	1996	5010	120	710
G000005-1	36	19	1	0.449	27570	25855	6494	249	260	83	52	340	20271	18703	5847	257	268	81	52	340
G000005-2	36	20	1	0.169	25872	25449	8202	227	231	64	52	420	23066	22944	5771	253	256	65	52	420
G000005-3	36	21	1	0.278	22591	20775	7343	368	583	548	52	400	18725	17624	5567	394	651	603	52	400
G000006-1	44	19	1	0.037	20643	20441	3082	238	248	81	52	340	20144	19820	2856	253	259	74	52	340
G000006-2	44	20	1	0.09	22849	21995	3997	230	235	67	52	420	21491	21076	3035	243	248	66	52	420
G000006-3	44	21	1	-0.152	17892	18079	3252	215	229	82	52	420	19873	19329	4439	237	247	136	52	420
G000007-1	4	16	1	0.096	12542	11820	2732	300	303	80	52	340	11757	10917	3122	302	310	84	52	340
G000007-2	4	17	1	0.19	14380	13426	3279	299	304	79	52	340	12635	12198	2154	292	303	89	52	340
!sample_table_end
