^SAMPLE = GSM40878
!Sample_title = 2M7 Cy5
!Sample_geo_accession = GSM40878
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 02 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	4	19	1	-0.069	5594	5379	1157	486	493	148	52	340	5860	6010	1278	501	508	120	52	340
G000001-2	4	20	1	-0.124	5395	5391	999	454	469	158	52	340	5852	5775	1024	469	481	123	52	340
G000001-3	4	21	1	-0.103	5195	5160	1185	442	453	141	52	420	5541	5529	1369	435	451	117	52	420
G000002-1	12	19	1	-0.159	15083	14693	2146	439	453	135	52	420	16809	16357	2791	457	463	128	52	420
G000002-2	12	20	1	-0.163	14800	13579	3980	428	453	193	80	540	16495	14787	4788	407	418	120	80	540
G000002-3	12	21	1	-0.021	14515	12350	4714	405	418	113	80	540	14701	13003	5162	388	394	103	80	540
G000003-1	20	19	1	-0.064	8961	8846	1824	426	447	156	52	420	9344	9173	1838	421	435	139	52	420
G000003-2	20	20	1	-0.091	8267	8140	2002	403	433	184	52	420	8781	8404	2469	404	424	185	52	420
G000003-3	20	21	1	-0.037	7933	7872	2164	391	426	239	52	420	8107	8115	2142	367	383	161	52	420
G000004-1	28	19	1	-0.116	17890	17727	2364	418	443	259	52	420	19368	18976	2783	428	447	137	52	420
G000004-2	28	20	1	-0.103	17210	16305	3762	393	412	148	52	420	18453	17542	3843	394	410	131	52	420
G000004-3	28	21	1	-0.095	16838	15874	3452	365	390	167	52	340	17963	16702	3685	363	370	101	52	340
G000005-1	36	19	1	0.127	33519	32628	4323	421	439	122	52	340	30755	30297	5002	453	462	126	52	340
G000005-2	36	20	1	0.107	29566	27907	7173	440	463	205	52	420	27488	25402	8100	447	456	132	52	420
G000005-3	36	21	1	0.092	31859	31374	5915	449	463	153	52	340	29899	29977	5699	430	450	146	52	340
G000006-1	44	19	1	-0.231	13688	13928	2261	373	395	234	52	420	16046	15615	2609	417	426	112	52	420
G000006-2	44	20	1	-0.17	13256	12394	3668	379	429	616	52	420	14924	14492	3331	439	471	329	52	420
G000006-3	44	21	1	-0.139	15742	15236	3358	400	439	444	52	420	17347	16670	3980	454	469	129	52	420
G000007-1	4	16	1	-0.092	10894	10301	2402	479	486	117	52	420	11590	11139	2900	486	492	119	52	420
G000007-2	4	17	1	-0.161	11281	11161	2115	475	476	114	52	420	12566	12158	2511	484	494	129	52	420
!sample_table_end
