^SAMPLE = GSM40978
!Sample_title = 2M22 Cy3
!Sample_geo_accession = GSM40978
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 03 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	4	19	1	0.403	4389	4065	1544	364	376	118	52	340	3239	3042	1146	196	199	52	52	340
G000001-2	4	20	1	0.456	4818	4893	788	371	392	144	32	236	3434	3485	720	192	197	55	32	236
G000001-3	4	21	1	0.423	4273	4124	1750	376	464	1291	52	340	3102	2991	1366	196	219	300	52	340
G000002-1	12	19	1	0.104	14304	12478	6091	360	390	175	80	541	13175	11518	5484	200	223	174	80	541
G000002-2	12	20	1	0.151	15857	15176	4226	363	407	222	52	420	14154	14110	3201	196	230	181	52	420
G000002-3	12	21	1	0.14	15897	15596	3452	350	376	137	52	420	14301	13631	3719	189	213	150	52	420
G000003-1	20	19	1	0.137	9523	9367	2750	377	392	155	52	340	8530	8627	2201	213	231	218	52	340
G000003-2	20	20	1	0.168	9351	9036	2833	387	398	120	52	340	8185	8059	2519	206	213	60	52	340
G000003-3	20	21	1	0.159	9415	8903	2591	366	375	90	52	340	8307	7831	2467	204	209	67	52	340
G000004-1	28	19	1	0.064	10050	8315	4828	380	403	162	80	554	9508	7706	4428	255	327	249	80	554
G000004-2	28	20	1	0.063	15377	14920	2455	354	379	258	52	420	14613	14166	2445	229	229	67	52	420
G000004-3	28	21	1	0.031	16625	16395	4548	357	368	104	52	420	16123	15868	3324	196	203	51	52	420
G000005-1	36	19	1	0.097	28572	28383	5193	359	368	86	52	340	26593	26773	4754	219	225	57	52	340
G000005-2	36	20	1	0.122	28086	26822	5768	366	377	97	52	340	25704	25117	5390	231	237	65	52	340
G000005-3	36	21	1	0.132	29466	28072	7251	356	363	106	52	420	26775	26104	5073	204	212	66	52	420
G000006-1	44	19	1	0.136	12542	12386	2212	345	357	112	52	420	11288	11245	1899	192	202	79	52	420
G000006-2	44	20	1	0.091	12868	13147	2766	324	338	125	52	420	11963	12056	2631	186	201	109	52	420
G000006-3	44	21	1	0.092	13485	13662	2800	308	318	93	52	420	12547	12662	2594	181	184	40	52	420
G000007-1	4	16	1	0.137	11328	10644	2869	343	373	228	52	340	10174	9701	1992	184	193	64	52	340
G000007-2	4	17	1	0.152	11065	10531	2697	348	392	335	52	340	9835	9385	2304	193	201	66	52	340
!sample_table_end
