^SAMPLE = GSM40929
!Sample_title = 2M9 Cy3
!Sample_geo_accession = GSM40929
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 02 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	4	19	1	0.09	3819	3629	758	269	303	289	52	340	3507	3353	775	172	177	48	52	340
G000001-2	4	20	1	0.08	3851	3773	769	271	279	79	52	420	3560	3452	752	173	178	46	52	420
G000001-3	4	21	1	0.108	4326	4103	934	279	286	84	52	420	3938	3857	782	184	185	45	52	420
G000002-1	12	19	1	0.079	16093	15563	2866	331	349	127	52	420	15130	14839	3015	212	221	69	52	420
G000002-2	12	20	1	0.056	14393	11998	5141	333	339	102	80	540	13742	11502	4767	215	223	67	80	540
G000002-3	12	21	1	0.109	16665	15745	2874	336	343	101	52	420	15348	14374	3000	206	213	62	52	420
G000003-1	20	19	1	-0.043	9376	9037	2174	398	425	160	52	340	9521	9205	2190	269	269	62	52	340
G000003-2	20	20	1	-0.018	9394	9075	2536	371	390	142	52	340	9368	9105	2355	231	238	63	52	340
G000003-3	20	21	1	0.064	8218	7820	2616	380	395	135	52	420	7724	7523	2719	227	234	69	52	420
G000004-1	28	19	1	-0.027	19734	18886	3517	441	456	131	52	420	19929	18940	3540	266	270	64	52	420
G000004-2	28	20	1	-0.028	18722	18357	3099	427	461	247	52	420	18904	17928	3399	252	259	73	52	420
G000004-3	28	21	1	0.072	15424	13422	6142	437	701	1490	80	549	14506	13123	6254	250	283	252	80	549
G000005-1	36	19	1	-0.154	31876	30420	7360	489	511	147	52	420	35211	32676	8694	292	303	82	52	420
G000005-2	36	20	1	-0.078	33429	32439	6306	466	488	154	52	420	35074	34090	6956	282	288	102	52	420
G000005-3	36	21	1	-0.097	22705	20451	13307	501	799	1303	80	554	24035	21525	13726	280	315	193	80	554
G000006-1	44	19	1	-0.048	18929	18613	2605	488	506	169	52	420	19382	18606	3395	312	319	73	52	420
G000006-2	44	20	1	-0.039	17649	17005	3560	493	500	129	52	420	17940	16728	3851	308	318	75	52	420
G000006-3	44	21	1	-0.107	18212	17934	4093	449	471	120	52	420	19421	18086	4348	291	302	84	52	420
G000007-1	4	16	1	-0.028	6323	6307	2434	218	225	69	80	554	6382	5922	2569	159	163	46	80	554
G000007-2	4	17	1	0.138	8029	7622	1904	241	289	407	52	420	7240	6921	2241	164	179	112	52	420
!sample_table_end
