^SAMPLE = GSM777262
!Sample_title = MM_1105
!Sample_geo_accession = GSM777262
!Sample_status = Public on Apr 01 2012
!Sample_submission_date = Aug 11 2011
!Sample_last_update_date = Apr 01 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Bone Marrow MM patient
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell type: Bone Marrow MM
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = DNA from purified bone marrow plasma cells was extracted using commercially available kits (Allprep kit,Qiagen, Valencia, CA)
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = According to manufacturerâs instructions
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The Arrays were then washed using Affymetrix fluidics stations, and scanned using the Gene Chip Scanner 3000 7G and AGCC
!Sample_description = Hybridized to Affymetrix 6.0
!Sample_data_processing = The complete dataset was analyzed by visual inspection using the Genotyping Console 4.0 (Affymetrix) and Chromosome Analysis Suite (ChAS) software (Affymetrix).
!Sample_platform_id = GPL6801
!Sample_contact_name = Maria,Eugenia,Sarasquete
!Sample_contact_email = sarasquete@hotmail.com
!Sample_contact_phone = 0034-923-291629
!Sample_contact_fax = 0034-923-269066
!Sample_contact_laboratory = Molecular Biology
!Sample_contact_department = Hematology
!Sample_contact_institute = Hospital Universitario de Salamanca
!Sample_contact_address = Paseo San Vicente 58-182
!Sample_contact_city = salamanca
!Sample_contact_state = salamanca
!Sample_contact_zip/postal_code = 37007
!Sample_contact_country = Spain
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM777nnn/GSM777262/suppl/GSM777262_1105_GenomeWideSNP_6_2.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM777nnn/GSM777262/suppl/GSM777262_1105_GenomeWideSNP_6_2.vsHapMap.CN5.CNCHP.gz
!Sample_series_id = GSE31339
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#CHROMOSOME = 
#POSITION = 
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	CHROMOSOME	POSITION	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	3.000000	1	51586	0.213609	2.527252	nan	nan
CN_473964	3.000000	1	51659	0.479826	2.527228	nan	nan
CN_473965	3.000000	1	51674	0.338080	2.527223	nan	nan
CN_473981	3.000000	1	52771	0.233596	2.526866	nan	nan
CN_473982	3.000000	1	52788	0.170016	2.526861	nan	nan
CN_497981	3.000000	1	62627	-0.455731	2.524006	nan	nan
CN_502615	3.000000	1	75787	0.190321	2.521192	nan	nan
CN_502613	3.000000	1	75849	0.167649	2.521181	nan	nan
CN_502614	3.000000	1	76175	0.123512	2.521127	nan	nan
CN_502616	3.000000	1	76192	0.329518	2.521124	nan	nan
CN_502843	3.000000	1	88453	0.289147	2.519603	nan	nan
CN_466171	3.000000	1	218557	0.929504	3.629877	nan	nan
CN_468414	3.000000	1	218926	0.788183	3.629334	nan	nan
CN_468412	3.000000	1	219009	0.664139	3.629212	nan	nan
CN_468413	3.000000	1	219024	0.303580	3.629190	nan	nan
CN_470565	3.000000	1	219470	0.536961	3.628533	nan	nan
CN_468424	3.000000	1	225521	0.402794	3.619610	nan	nan
CN_468425	3.000000	1	225579	-0.287655	3.619524	nan	nan
CN_460512	2.000000	1	346294	-1.081280	1.617081	nan	nan
CN_460513	2.000000	1	346393	0.740444	1.617085	nan	nan
!sample_table_end
