^SAMPLE = GSM417858
!Sample_title = MR2622 (T20S1-A)
!Sample_geo_accession = GSM417858
!Sample_status = Public on Jul 10 2009
!Sample_submission_date = Jun 17 2009
!Sample_last_update_date = Jul 09 2009
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = T20S1-A
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Ductal Breast Carcinoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen Genomic DNA Isolation Kit (cat# 51306).
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = Briefly, complexity-reduced representations consisting of small (200-1200 bp) fragments were amplified by adapter-mediated PCR of genomic DNA. DNA samples (2 ug) were labeled either with Cy5-dCTP or Cy3-dCTP using Amersham-Pharmacia MegaPrime labeling kit (Amersham Biosciences, Piscataway, NJ), and competitively hybridized to each other on the same slide.
!Sample_source_name_ch2 = SKN1
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = cell line: EBV Immortalized Fibroblast Reference
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Qiagen Genomic DNA Isolation Kit (cat# 51306).
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = Briefly, complexity-reduced representations consisting of small (200-1200 bp) fragments were amplified by adapter-mediated PCR of genomic DNA. DNA samples (2 ug) were labeled either with Cy5-dCTP or Cy3-dCTP using Amersham-Pharmacia MegaPrime labeling kit (Amersham Biosciences, Piscataway, NJ), and competitively hybridized to each other on the same slide.
!Sample_hyb_protocol = Hybridizations consisted of 35 uL of hybridization solution (37% formamide, 4x SSC, 0.1%SDS, and labeled DNA). Samples were denatured in an MJ Research Tetrad (Bio-Rad, Hercules, CA) at 95 degrees C for 5 min, and then pre-annealed at 37 degrees C for no more than 30 min. The solution was then applied to the microarray and hybridized under a coverslip in an oven at 42 degrees C for 14 to 16 h. Thereafter, slides were washed 1 min in 0.2% SDS/0.2x SSC, 30 sec in 0.2x SSC, and 30 sec in 0.05x SSC. Slides were dried by centrifugation and scanned immediately.
!Sample_scan_protocol = Scanned on an Axon GenePix 4000B scanner using a pixel size of 5 um.
!Sample_scan_protocol = Microarrays were scanned and gridded using GenePix Pro 4.0 software (MDS Analytical Technologies, Toronto, Canada) and data were imported into S-Plus 2000 analysis software (Insightful, Seattle, WA).
!Sample_description = This sample was hybridized to a single array (two color-reversals not performed).
!Sample_data_processing = The data were normalized using a lowess curve-fitting algorithm, followed by a local normalization (previously described in Hicks et al.). After placement in genome order, the mean of log ratios was computed. Segmentation was performed on the above-described data. Segments are defined as non-overlapping, genomic regions where copy number has changed. Our segmentation method is based on the minimization of the square-sum of differences between log-ratios and means (squared deviation) over segments larger than 6 probes in size. Initially, the segmenter searches for breakpoints that might be boundaries of segments. The first known breakpoint on a given chromosome is its first probe. For a given breakpoint, a 100-probe window to its right is selected. The sum of squared deviations of the flanking probes is calculated for each probe within this window. A probe whose squared deviation value produces a local minimum with respect to its neighbors, and is below a threshold of 95% of the square deviation within a window, is accepted as a new, known breakpoint. Whenever a probe is found below the threshold in the newly defined region, the segmenter recursively breaks said region into two pieces until it cannot find any further breakpoints therein. If no breakpoints are found, the 100- probe window is shifted by half its size and this procedure continues until a chromosome end is reached. Initial segments are constructed using found breakpoints. Each segment and its neighbors are validated for significance by the Kolmogorov-Smirnov (K-S) algorithm. If the p-value of compared segments is less than 10-5, then said segment is accepted as real. If not, the segments are merged. The segmenter also reports statistics such as mean, standard deviation, and median for each segment.
!Sample_platform_id = GPL8720
!Sample_contact_name = Nicholas,,Navin
!Sample_contact_laboratory = Wigler Lab
!Sample_contact_institute = Cold Spring Harbor Laboratory
!Sample_contact_address = 1 Bungtown Road
!Sample_contact_city = Cold Spring Harbor
!Sample_contact_state = NY
!Sample_contact_zip/postal_code = 11724
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM417nnn/GSM417858/suppl/GSM417858_MR2622.gpr.gz
!Sample_series_id = GSE16669
!Sample_series_id = GSE16672
!Sample_data_row_count = 346769
#ID_REF = 
#F635.MEAN = Mean of pixel values for each spot scanned at 635 nm wavelength
#F532.MEAN = Mean of pixel values for each spot scanned at 532 nm wavelength
#LOWRED = Lowess normalized value for each spot in red colour
#LOWGREEN = Lowess normalizad value for each spot in green colour
#LOCAL.RED = Local normalized output for each spot in red
#LOCAL.GREEN = Local normalized value for each spot in green
#LOCAL.RATIO = Ratio of local-normalized values for each spot
#VALUE = log2 of PRE_VALUE
#PRE_VALUE = Geometric mean Ratio (test/reference) of Two Normalized Channels (Cy5 and Cy3)
!sample_table_begin
ID_REF	F635.MEAN	F532.MEAN	LOWRED	LOWGREEN	LOCAL.RED	LOCAL.GREEN	LOCAL.RATIO	VALUE	PRE_VALUE
1	1407.22	977.4	1430.98	949.65	1.22446	.83292	1.47008	0.5559	1.47008
2	3820.97	3381.01	3860.67	3302.3	3.36282	2.73512	1.2295	0.2981	1.2295
3	218.276	277.982	257.003	237.524	.245423	.210958	1.16337	0.2183	1.16337
4	4042.36	4009.31	4085.5	3904.67	4.00362	3.54485	1.12942	0.1756	1.12942
5	439.364	398.209	472.543	362.244	.394846	.281353	1.40338	0.4889	1.40338
6	176.471	272.809	216.595	232.19	.20314	.214118	.948728	-0.0759	.948728
7	2591.84	1254.38	2617.77	1226.14	2.35628	1.20312	1.95847	0.9697	1.95847
8	3052.6	1479.91	3081.38	1448.49	2.3542	1.20522	1.95334	0.9659	1.95334
9	1481.57	357.249	1505.39	320.016	1.07552	.230278	4.67053	2.2236	4.67053
10	1970.36	1329.44	1993.85	1300.43	2.19523	1.31999	1.66307	0.7338	1.66307
11	1638.91	1452.35	1661.71	1421.22	2.02385	1.63081	1.241	0.3115	1.241
12	653.644	939	684.014	911.137	.637988	.89436	.713346	-0.4873	.713346
13	3382.2	5315.49	3415.27	5148.83	2.98203	4.24428	.702601	-0.5092	.702601
14	1125.88	1377.89	1150.67	1348.04	.878646	1.02297	.858918	-0.2194	.858918
15	5813.47	4778.37	5877	4637.88	4.98021	4.20453	1.18449	0.2443	1.18449
16	816.956	987.707	844.805	959.996	.74706	.829099	.90105	-0.1503	.90105
17	418.533	358.089	452.342	320.882	.469842	.324619	1.44737	0.5334	1.44737
18	5386.2	6221.2	5445.85	6006.65	4.49481	4.73973	.948325	-0.0765	.948325
19	9424.98	8694.82	9511.9	8342.78	7.74977	7.63893	1.01451	0.0208	1.01451
20	9342.18	8689.59	9428.98	8337.83	8.39097	7.7708	1.07981	0.1108	1.07981
!sample_table_end
