^SAMPLE = GSM1397875
!Sample_title = Hepatosplenic T-cell lymphoma case 8
!Sample_geo_accession = GSM1397875
!Sample_status = Public on May 24 2014
!Sample_submission_date = May 23 2014
!Sample_last_update_date = May 24 2014
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = tumor DNA
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Hepatosplenic T-cell Lymphoma
!Sample_characteristics_ch1 = karyotype: 46-47,XX,i(7)(q10),+i(7)(q10)[4],+8,-10, add(15)(q26),add(22)(q13)[cp12]
!Sample_treatment_protocol_ch1 = no previous treatment
!Sample_growth_protocol_ch1 = No culture-just DNA from frozen tissue
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen kit for DNA extraction
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotin, affymetrix protocol for the  CytoScanHD
!Sample_hyb_protocol = DNA was purified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The Arrays were then washed using Affymetrix fluidics stations, and scanned using the Gene Chip Scanner 3000 7G.
!Sample_description = Hybridized to Affymetrix CytoscanHD Array
!Sample_data_processing = CEL files generated by Affymetrix Command Console and CYCHP files generated byAffymetrix Chromosome Analysis Suite software (ChAS).  DNA copy number and allele analysis were performed using Affymetrix ChAS, which compares all hybridization intensities against a built-in reference data set
!Sample_data_processing = Hybridized to Affymetrix CytoscanHD array
!Sample_platform_id = GPL16131
!Sample_contact_name = Julio,,Finalet
!Sample_contact_email = julio.finaletferreiro@med.kuleuven.be
!Sample_contact_institute = KULeuven
!Sample_contact_address = Herestraat 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1397nnn/GSM1397875/suppl/GSM1397875_case_8.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1397nnn/GSM1397875/suppl/GSM1397875_case_8.cyhd.cychp.gz
!Sample_series_id = GSE57943
!Sample_series_id = GSE57944
!Sample_data_row_count = 2749693
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	0.250184	0.260674	2.149708
C-4WYLN	0.063812	0.240097	2.147557
C-3BFNY	-0.019460	0.097761	2.147360
C-7ONNE	0.380892	0.076891	2.147212
C-6HYCN	0.384653	0.357173	2.147011
C-7SCGC	0.464239	0.335734	2.146095
C-7RZQQ	0.082958	0.182556	2.145879
C-7RZWZ	0.103936	0.160323	2.144465
C-7SEBI	0.018075	0.152142	2.144088
C-7RZIL	-0.002271	0.128948	2.146867
C-4NQTX	0.377383	-0.039349	2.148312
C-7SDKW	-0.215043	-0.063612	2.147717
S-3WRNV	nan	nan	nan
C-7RXVK	0.005565	-0.089971	2.147350
C-4LHKS	0.009006	-0.115354	2.147294
C-7RWHE	-0.436603	-0.292356	2.146483
C-7SBEJ	-0.394532	-0.318883	2.146330
C-7RYJO	0.269078	-0.166050	2.145215
C-7SEGS	-0.283666	-0.193731	2.145651
C-4LLXK	-0.798354	-0.362378	2.146094
!sample_table_end
