^SAMPLE = GSM1397872
!Sample_title = Hepatosplenic T-cell lymphoma case 4
!Sample_geo_accession = GSM1397872
!Sample_status = Public on May 24 2014
!Sample_submission_date = May 23 2014
!Sample_last_update_date = May 24 2014
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = tumor DNA
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Hepatosplenic T-cell Lymphoma
!Sample_characteristics_ch1 = karyotype: 45-46,X,-Y,-4,der(7)add(7)(p22)add(7)(q32), i(7)(q10),+i(7)(q10)[2],der(8)t(1;8)(q21; p23),-22,+mar1,+mar2[cp11].aCGH+8
!Sample_treatment_protocol_ch1 = no previous treatment
!Sample_growth_protocol_ch1 = No culture-just DNA from frozen tissue
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen kit for DNA extraction
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotin, affymetrix protocol for the  CytoScanHD
!Sample_hyb_protocol = DNA was purified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The Arrays were then washed using Affymetrix fluidics stations, and scanned using the Gene Chip Scanner 3000 7G.
!Sample_description = Hybridized to Affymetrix CytoscanHD Array
!Sample_data_processing = CEL files generated by Affymetrix Command Console and CYCHP files generated byAffymetrix Chromosome Analysis Suite software (ChAS).  DNA copy number and allele analysis were performed using Affymetrix ChAS, which compares all hybridization intensities against a built-in reference data set
!Sample_data_processing = Hybridized to Affymetrix CytoscanHD array
!Sample_platform_id = GPL16131
!Sample_contact_name = Julio,,Finalet
!Sample_contact_email = julio.finaletferreiro@med.kuleuven.be
!Sample_contact_institute = KULeuven
!Sample_contact_address = Herestraat 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1397nnn/GSM1397872/suppl/GSM1397872_case_4.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1397nnn/GSM1397872/suppl/GSM1397872_case_4.cyhd.cychp.gz
!Sample_series_id = GSE57943
!Sample_series_id = GSE57944
!Sample_data_row_count = 2749693
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	0.459086	0.308547	2.061696
C-4WYLN	-0.030442	0.226574	2.061299
C-3BFNY	0.266148	0.199563	2.061276
C-7ONNE	0.159913	0.120024	2.060834
C-6HYCN	0.152498	0.186826	2.060437
C-7SCGC	0.205753	0.112004	2.060468
C-7RZQQ	0.306725	0.075889	2.059965
C-7RZWZ	-0.282472	0.007787	2.060085
C-7SEBI	0.088144	-0.077754	2.059834
C-7RZIL	-0.099058	-0.137514	2.060665
C-4NQTX	-0.297101	-0.188111	2.062048
C-7SDKW	-0.333730	-0.238367	2.061303
S-3WRNV	nan	nan	nan
C-7RXVK	0.092821	0.007629	2.060285
C-4LHKS	-0.157430	-0.032454	2.059979
C-7RWHE	-0.405863	-0.098827	2.060166
C-7SBEJ	0.218284	-0.128539	2.059647
C-7RYJO	-0.381884	0.059309	2.060086
C-7SEGS	0.089968	0.039719	2.060300
C-4LLXK	0.137978	-0.040643	2.061137
!sample_table_end
