^SAMPLE = GSM2545603
!Sample_title = Ma-Mel-54a
!Sample_geo_accession = GSM2545603
!Sample_status = Public on May 24 2017
!Sample_submission_date = Mar 21 2017
!Sample_last_update_date = May 24 2017
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = melanoma cell line from LN metastasis
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = patient id: Ma-Mel-54
!Sample_characteristics_ch1 = tissue: melanoma cell line from LN metastasis
!Sample_growth_protocol_ch1 = Cell lines were grown according to standard conditions.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from cell lines and peripheral blood cells using the Qiagen DNA Blood Mini Kit. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer and PicoGreen
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = According to manufacturers instructions.
!Sample_description = CytoScanHD-Array
!Sample_data_processing = The array image was acquired using AffymetrixÂ® Chromosome Analysis Suite (ChAS) Software
!Sample_data_processing = Genotype Call (SNP call): AA, AB, BB, NC, and NoCall; 'Signal' = Summarized signal
!Sample_platform_id = GPL16131
!Sample_contact_name = Klaus,Georg,Griewank
!Sample_contact_department = Dermatology
!Sample_contact_institute = University of Duisburg-Essen
!Sample_contact_address = Hufelandstr. 55
!Sample_contact_city = Essen
!Sample_contact_zip/postal_code = 45147
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2545nnn/GSM2545603/suppl/GSM2545603_5_Ma-Mel-54a_CytoScanHD_Array_.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2545nnn/GSM2545603/suppl/GSM2545603_5_Ma-Mel-54a_CytoScanHD_Array_.cyhd.cychp.gz
!Sample_series_id = GSE96884
!Sample_data_row_count = 2749693
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	-0.198900	-0.154276	2.033309
C-4WYLN	0.173652	0.059028	2.031957
C-3BFNY	-0.107542	-0.150959	2.030439
C-7ONNE	-0.052155	0.061263	2.031202
C-6HYCN	-0.170313	0.050668	2.030432
C-7SCGC	0.090045	0.260741	2.029951
C-7RZQQ	0.225542	0.045944	2.029191
C-7RZWZ	0.464890	0.252812	2.029635
C-7SEBI	-0.075525	-0.110034	2.030525
C-7RZIL	0.234809	0.092602	2.030988
C-4NQTX	-0.208525	-0.128456	2.031328
C-7SDKW	-0.027688	0.068958	2.031492
S-3WRNV	nan	nan	nan
C-7RXVK	0.228574	-0.062310	2.031397
C-4LHKS	0.314994	0.128947	2.030850
C-7RWHE	-0.430252	-0.095743	2.030045
C-7SBEJ	-0.053933	0.088491	2.029992
C-7RYJO	-0.287388	0.075726	2.029159
C-7SEGS	0.202237	0.252149	2.028567
C-4LLXK	0.307888	0.026355	2.027511
!sample_table_end
