^SAMPLE = GSM1133007
!Sample_title = csc3-sc_snp6.0
!Sample_geo_accession = GSM1133007
!Sample_status = Public on Dec 31 2016
!Sample_submission_date = May 02 2013
!Sample_last_update_date = Dec 31 2016
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = csc3-sc
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell type: gastric cancer stem cell
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Standard DNA preparation protocol using Qiagen's DNA prep kit
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = Each array according to the manufacturer`s instruction
!Sample_scan_protocol = Each array according to the manufacturer`s instruction
!Sample_description = gastric cancer stem cell
!Sample_data_processing = Copy number values for individual SNPs were extracted and converted from CEL files into signal intensities using Genotypeing Console software. Circular Binary segmentation was applied using DNAcopy package for R Bioconductor on raw data.
!Sample_platform_id = GPL6801
!Sample_contact_name = sujin,,Baek
!Sample_contact_email = sujins84@kribb.re.kr
!Sample_contact_phone = +82-10-7494-2876
!Sample_contact_department = MGRC
!Sample_contact_institute = KRIBB
!Sample_contact_address = Gwahank-ro 125
!Sample_contact_city = Daejeon
!Sample_contact_zip/postal_code = 305-806
!Sample_contact_country = South Korea
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1133nnn/GSM1133007/suppl/GSM1133007_Genomewide6.0_CSC3-Stem.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1133nnn/GSM1133007/suppl/GSM1133007_Genomewide6.0_CSC3-Stem.CN5.CNCHP.gz
!Sample_series_id = GSE46594
!Sample_series_id = GSE46598
!Sample_data_row_count = 1812237
#ID_REF = 
#VALUE = CN STATE
#CHROMOSOME = 
#POSITION = 
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	CHROMOSOME	POSITION	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	1.000000	1	61723	-0.015026	2.763942	nan	nan
CN_473964	1.000000	1	61796	-0.498962	2.764616	nan	nan
CN_473965	1.000000	1	61811	-0.338922	2.764755	nan	nan
CN_473981	1.000000	1	62908	-0.640209	2.774906	nan	nan
CN_473982	1.000000	1	62925	0.071193	2.775064	nan	nan
CN_497981	4.000000	1	72764	0.270094	2.868131	nan	nan
CN_502615	4.000000	1	85924	0.912501	2.997887	nan	nan
CN_502613	4.000000	1	85986	0.561819	2.998512	nan	nan
CN_502614	4.000000	1	86312	0.939290	3.001797	nan	nan
CN_502616	4.000000	1	86329	1.322914	3.001968	nan	nan
CN_502843	4.000000	1	98590	0.671402	3.127718	nan	nan
CN_466171	4.000000	1	228694	0.643382	1.429032	nan	nan
CN_468414	1.000000	1	229063	-0.951005	1.429112	nan	nan
CN_468412	1.000000	1	229146	-0.260416	1.429130	nan	nan
CN_468413	1.000000	1	229161	-0.657597	1.429134	nan	nan
CN_470565	1.000000	1	229607	-0.521485	1.429231	nan	nan
CN_468424	2.000000	1	235658	0.088567	1.430553	nan	nan
CN_468425	2.000000	1	235716	-0.224481	1.430566	nan	nan
CN_460512	2.000000	1	356431	1.004617	6.703103	nan	nan
CN_460513	2.000000	1	356530	0.935005	6.703103	nan	nan
!sample_table_end
