^SAMPLE = GSM1133004
!Sample_title = csc2-n_snp6.0
!Sample_geo_accession = GSM1133004
!Sample_status = Public on Dec 31 2016
!Sample_submission_date = May 02 2013
!Sample_last_update_date = Dec 31 2016
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = csc2-n
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell type: normal
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Standard DNA preparation protocol using Qiagen's DNA prep kit
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = Each array according to the manufacturer`s instruction
!Sample_scan_protocol = Each array according to the manufacturer`s instruction
!Sample_description = normal
!Sample_data_processing = Copy number values for individual SNPs were extracted and converted from CEL files into signal intensities using Genotypeing Console software. Circular Binary segmentation was applied using DNAcopy package for R Bioconductor on raw data.
!Sample_platform_id = GPL6801
!Sample_contact_name = sujin,,Baek
!Sample_contact_email = sujins84@kribb.re.kr
!Sample_contact_phone = +82-10-7494-2876
!Sample_contact_department = MGRC
!Sample_contact_institute = KRIBB
!Sample_contact_address = Gwahank-ro 125
!Sample_contact_city = Daejeon
!Sample_contact_zip/postal_code = 305-806
!Sample_contact_country = South Korea
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1133nnn/GSM1133004/suppl/GSM1133004_Genomewide6.0_CSC2-Normal.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1133nnn/GSM1133004/suppl/GSM1133004_Genomewide6.0_CSC2-Normal.CN5.CNCHP.gz
!Sample_series_id = GSE46594
!Sample_series_id = GSE46598
!Sample_data_row_count = 1812237
#ID_REF = 
#VALUE = CN STATE
#CHROMOSOME = 
#POSITION = 
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	CHROMOSOME	POSITION	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	2.000000	1	61723	0.196767	2.978850	nan	nan
CN_473964	2.000000	1	61796	-0.227886	2.979376	nan	nan
CN_473965	2.000000	1	61811	-0.212682	2.979484	nan	nan
CN_473981	2.000000	1	62908	0.102276	2.987403	nan	nan
CN_473982	2.000000	1	62925	-0.126726	2.987526	nan	nan
CN_497981	2.000000	1	72764	0.179923	3.059866	nan	nan
CN_502615	4.000000	1	85924	0.786024	3.159982	nan	nan
CN_502613	4.000000	1	85986	0.162618	3.160462	nan	nan
CN_502614	4.000000	1	86312	1.078112	3.162986	nan	nan
CN_502616	4.000000	1	86329	1.220639	3.163118	nan	nan
CN_502843	4.000000	1	98590	0.654546	3.259355	nan	nan
CN_466171	4.000000	1	228694	0.920689	1.709607	nan	nan
CN_468414	2.000000	1	229063	-0.648851	1.709811	nan	nan
CN_468412	2.000000	1	229146	-0.747862	1.709857	nan	nan
CN_468413	2.000000	1	229161	-0.477229	1.709865	nan	nan
CN_470565	2.000000	1	229607	-0.456412	1.710111	nan	nan
CN_468424	2.000000	1	235658	0.272473	1.713475	nan	nan
CN_468425	2.000000	1	235716	0.264142	1.713508	nan	nan
CN_460512	2.000000	1	356431	0.730737	5.258395	nan	nan
CN_460513	2.000000	1	356530	0.819581	5.258396	nan	nan
!sample_table_end
