^SAMPLE = GSM213346
!Sample_title = Lobular Carcinoma in situ (LCIS) Sample 12
!Sample_geo_accession = GSM213346
!Sample_status = Public on Jul 27 2007
!Sample_submission_date = Jul 26 2007
!Sample_last_update_date = Aug 14 2011
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Genomic DNA
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = We hybridized our samples to the array, where the reference channel consisted of a pool of degenerate oligonucleotideâprimed PCR amplification products from a commercial DNA source. Aliquots of labeled target and reference DNA were cohybridized to each BAC microarray with 100 Î¼g of human Cot-1 DNA (Invitrogen, http://www.invitrogen.com) to block repetitive sequences.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Commercial human DNA obtained from female genomic DNA. A pool was used to reduce variation between arrays.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = Indirect DOP PCR amplified amina-allyl dUTP labelled
!Sample_source_name_ch2 = LCIS Cells
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A skilled histotechnologist cut and mounted single 10-Î¼m thick paraffin sections of each target tissue onto PET-membrane slides used with the SL Î¼CUT System (Molecular Machines & Industries, http://www.molecular-machines.com). We deparaffinized, rehydrated and stained the sections with hematoxylin. Within 1â2 h, we placed each section into a microdissection unit that sandwiches the tissue section between a clean glass slide and the membrane and microdissected it with the SL Î¼CUT System (Molecular Machines & Industries). 
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Extracted cells were digested with proteinase K and DOP amplified and labeled.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = Indirect DOP PCR amplified amina-allyl dUTP labeled
!Sample_hyb_protocol = The arrays, in Corning Hybridization chambers were incubated at 37 Â°C for 72 h, then washed, dried, and scanned.
!Sample_scan_protocol = The slides were scanned with the GenePix Microarrray Scanner (Axon Instruments, http://www.moleculardevices.com). Data was extracted using the GenePix Pro Software package.
!Sample_description = We examined a set of human breast cancers that were laser-microdissected from archived formalin fixed paraffin embedded (FFPE) tissue. These samples represent an important resource; however, they also represent a challenging aCGH application, as they tend to have significant amounts of noise. 
!Sample_data_processing = We observed an intensity dependent bias and performed print tipâspecific loess normalization within each array.
!Sample_platform_id = GPL5672
!Sample_contact_name = Mitchell,,Guttman
!Sample_contact_email = mguttman@mit.edu
!Sample_contact_institute = Broad Institute
!Sample_contact_address = 7 Cambridge Center
!Sample_contact_city = Cambridge
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02139
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM213nnn/GSM213346/suppl/GSM213346.gpr.gz
!Sample_series_id = GSE8598
!Sample_series_id = GSE8601
!Sample_data_row_count = 4995
#ID_REF = 
#VALUE = Loess-normalized log2 (test/reference) ratio
#CH1_SIG_MEAN = Ref Mean
#CH1_BK_MEAN = Ref Bk
#CH2_SIG_MEAN = Test Mean
#CH2_BK_MEAN = Test Bk
!sample_table_begin
ID_REF	VALUE	CH1_SIG_MEAN	CH1_BK_MEAN	CH2_SIG_MEAN	CH2_BK_MEAN
CTB-2327O11	0.12403744834123775	1754	187	1418	303
RP11-396B3	0.30883481055615325	2542	173	2246	350
RP11-392B15	-0.46906453633360123	4762	109	2333	286
RP11-121D03	-0.015288664835346188	568	865	444	685
RP11-236I04	0.3573113160693055	2789	158	2602	338
RP11-362I3	0.6920102124457331	7496	118	7803	333
RP11-321I5	-0.17026373539099615	2619	196	1712	338
RP11-566G8	-0.528570468821606	2786	154	1679	287
RP11-1009O05	-0.08226804523033027	1238	89	990	380
RP11-292J24	-0.5850819684712119	1957	167	995	358
RP11-387B8	0.3061204918732697	3784	207	3105	356
RP11-395E17	0.2245140554497742	4481	203	3721	356
RP11-114I18	0.06997528460610936	4833	198	3366	334
RP11-122D19	-0.24725158229623478	5043	199	2869	333
RP11-465B24	-0.653537979445184	2225	192	1161	320
RP11-1014J07	-1.0024865297344485	4946	174	1755	296
RP11-352F8	-0.055175874209490855	1534	165	1315	314
RP11-339B3	-0.39384669630498803	3162	126	1669	331
RP11-513C18	-0.024701954533985937	198	203	324	330
RP11-1020M16	0.008507738913400842	2850	173	2060	328
!sample_table_end
