^SAMPLE = GSM213345
!Sample_title = Lobular Carcinoma in situ (LCIS) Sample 11
!Sample_geo_accession = GSM213345
!Sample_status = Public on Jul 27 2007
!Sample_submission_date = Jul 26 2007
!Sample_last_update_date = Aug 14 2011
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Genomic DNA
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = We hybridized our samples to the array, where the reference channel consisted of a pool of degenerate oligonucleotideâprimed PCR amplification products from a commercial DNA source. Aliquots of labeled target and reference DNA were cohybridized to each BAC microarray with 100 Î¼g of human Cot-1 DNA (Invitrogen, http://www.invitrogen.com) to block repetitive sequences.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Commercial human DNA obtained from female genomic DNA. A pool was used to reduce variation between arrays.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = Indirect DOP PCR amplified amina-allyl dUTP labelled
!Sample_source_name_ch2 = LCIS Cells
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A skilled histotechnologist cut and mounted single 10-Î¼m thick paraffin sections of each target tissue onto PET-membrane slides used with the SL Î¼CUT System (Molecular Machines & Industries, http://www.molecular-machines.com). We deparaffinized, rehydrated and stained the sections with hematoxylin. Within 1â2 h, we placed each section into a microdissection unit that sandwiches the tissue section between a clean glass slide and the membrane and microdissected it with the SL Î¼CUT System (Molecular Machines & Industries). 
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Extracted cells were digested with proteinase K and DOP amplified and labeled.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = Indirect DOP PCR amplified amina-allyl dUTP labeled
!Sample_hyb_protocol = The arrays, in Corning Hybridization chambers were incubated at 37 Â°C for 72 h, then washed, dried, and scanned.
!Sample_scan_protocol = The slides were scanned with the GenePix Microarrray Scanner (Axon Instruments, http://www.moleculardevices.com). Data was extracted using the GenePix Pro Software package.
!Sample_description = We examined a set of human breast cancers that were laser-microdissected from archived formalin fixed paraffin embedded (FFPE) tissue. These samples represent an important resource; however, they also represent a challenging aCGH application, as they tend to have significant amounts of noise. 
!Sample_data_processing = We observed an intensity dependent bias and performed print tipâspecific loess normalization within each array.
!Sample_platform_id = GPL5672
!Sample_contact_name = Mitchell,,Guttman
!Sample_contact_email = mguttman@mit.edu
!Sample_contact_institute = Broad Institute
!Sample_contact_address = 7 Cambridge Center
!Sample_contact_city = Cambridge
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02139
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM213nnn/GSM213345/suppl/GSM213345.gpr.gz
!Sample_series_id = GSE8598
!Sample_series_id = GSE8601
!Sample_data_row_count = 4995
#ID_REF = 
#VALUE = Loess-normalized log2 (test/reference) ratio
#CH1_SIG_MEAN = Ref Mean
#CH1_BK_MEAN = Ref Bk
#CH2_SIG_MEAN = Test Mean
#CH2_BK_MEAN = Test Bk
!sample_table_begin
ID_REF	VALUE	CH1_SIG_MEAN	CH1_BK_MEAN	CH2_SIG_MEAN	CH2_BK_MEAN
CTB-2327O11	0.2846527225384268	993	175	678	293
RP11-396B3	0.24517175199673735	3141	181	1730	338
RP11-392B15	0.20697963805252684	6925	220	2654	316
RP11-121D03	0.14582376423009347	4296	198	1971	306
RP11-236I04	0.41090364479099384	2053	242	1196	296
RP11-362I3	1.0488108104735376	4657	211	3780	314
RP11-321I5	0.36850896867492455	2976	143	1538	304
RP11-566G8	-0.1448747999215929	1051	186	560	328
RP11-1009O05	0.07069890193289297	4926	137	2617	309
RP11-292J24	-0.6868190465883657	5689	198	1631	293
RP11-387B8	0.01639360530300027	1409	224	789	309
RP11-395E17	-0.11473041100192738	2297	147	946	279
RP11-114I18	-0.26448134507854304	11522	250	2863	299
RP11-122D19	0.27652187292749764	5494	278	2348	329
RP11-465B24	-0.3625274205257609	2059	202	674	314
RP11-1014J07	-0.5487694215017926	1657	198	594	344
RP11-352F8	-0.30996584483704104	2580	208	1067	311
RP11-339B3	0.04544934412039048	4750	245	1724	299
RP11-513C18	0.006447864905345324	179	186	345	308
RP11-1020M16	-0.005336388098978517	3518	164	1384	292
!sample_table_end
