^SAMPLE = GSM417812
!Sample_title = MR2646 (T19S3-A2)
!Sample_geo_accession = GSM417812
!Sample_status = Public on Jul 10 2009
!Sample_submission_date = Jun 16 2009
!Sample_last_update_date = Jul 09 2009
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = T19S3-A2
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Ductal Breast Carcinoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen Genomic DNA Isolation Kit (cat# 51306).
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = Briefly, complexity-reduced representations consisting of small (200-1200 bp) fragments were amplified by adapter-mediated PCR of genomic DNA. DNA samples (2 ug) were labeled either with Cy5-dCTP or Cy3-dCTP using Amersham-Pharmacia MegaPrime labeling kit (Amersham Biosciences, Piscataway, NJ), and competitively hybridized to each other on the same slide.
!Sample_source_name_ch2 = SKN1
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = cell line: EBV Immortalized Fibroblast Reference
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Qiagen Genomic DNA Isolation Kit (cat# 51306).
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = Briefly, complexity-reduced representations consisting of small (200-1200 bp) fragments were amplified by adapter-mediated PCR of genomic DNA. DNA samples (2 ug) were labeled either with Cy5-dCTP or Cy3-dCTP using Amersham-Pharmacia MegaPrime labeling kit (Amersham Biosciences, Piscataway, NJ), and competitively hybridized to each other on the same slide.
!Sample_hyb_protocol = Hybridizations consisted of 35 uL of hybridization solution (37% formamide, 4x SSC, 0.1%SDS, and labeled DNA). Samples were denatured in an MJ Research Tetrad (Bio-Rad, Hercules, CA) at 95 degrees C for 5 min, and then pre-annealed at 37 degrees C for no more than 30 min. The solution was then applied to the microarray and hybridized under a coverslip in an oven at 42 degrees C for 14 to 16 h. Thereafter, slides were washed 1 min in 0.2% SDS/0.2x SSC, 30 sec in 0.2x SSC, and 30 sec in 0.05x SSC. Slides were dried by centrifugation and scanned immediately.
!Sample_scan_protocol = Scanned on an Axon GenePix 4000B scanner using a pixel size of 5 um.
!Sample_scan_protocol = Microarrays were scanned and gridded using GenePix Pro 4.0 software (MDS Analytical Technologies, Toronto, Canada) and data were imported into S-Plus 2000 analysis software (Insightful, Seattle, WA).
!Sample_description = This sample was hybridized to a single array (two color-reversals not performed).
!Sample_data_processing = The data were normalized using a lowess curve-fitting algorithm, followed by a local normalization (previously described in Hicks et al.). After placement in genome order, the mean of log ratios was computed. Segmentation was performed on the above-described data. Segments are defined as non-overlapping, genomic regions where copy number has changed. Our segmentation method is based on the minimization of the square-sum of differences between log-ratios and means (squared deviation) over segments larger than 6 probes in size. Initially, the segmenter searches for breakpoints that might be boundaries of segments. The first known breakpoint on a given chromosome is its first probe. For a given breakpoint, a 100-probe window to its right is selected. The sum of squared deviations of the flanking probes is calculated for each probe within this window. A probe whose squared deviation value produces a local minimum with respect to its neighbors, and is below a threshold of 95% of the square deviation within a window, is accepted as a new, known breakpoint. Whenever a probe is found below the threshold in the newly defined region, the segmenter recursively breaks said region into two pieces until it cannot find any further breakpoints therein. If no breakpoints are found, the 100- probe window is shifted by half its size and this procedure continues until a chromosome end is reached. Initial segments are constructed using found breakpoints. Each segment and its neighbors are validated for significance by the Kolmogorov-Smirnov (K-S) algorithm. If the p-value of compared segments is less than 10-5, then said segment is accepted as real. If not, the segments are merged. The segmenter also reports statistics such as mean, standard deviation, and median for each segment.
!Sample_platform_id = GPL8720
!Sample_contact_name = Nicholas,,Navin
!Sample_contact_laboratory = Wigler Lab
!Sample_contact_institute = Cold Spring Harbor Laboratory
!Sample_contact_address = 1 Bungtown Road
!Sample_contact_city = Cold Spring Harbor
!Sample_contact_state = NY
!Sample_contact_zip/postal_code = 11724
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM417nnn/GSM417812/suppl/GSM417812_MR2646.gpr.gz
!Sample_series_id = GSE16668
!Sample_series_id = GSE16672
!Sample_data_row_count = 346769
#ID_REF = 
#F635.MEAN = Mean of pixel values for each spot scanned at 635 nm wavelength
#F532.MEAN = Mean of pixel values for each spot scanned at 532 nm wavelength
#LOWRED = Lowess normalized value for each spot in red colour
#LOWGREEN = Lowess normalizad value for each spot in green colour
#LOCAL.RED = Local normalized output for each spot in red
#LOCAL.GREEN = Local normalized value for each spot in green
#LOCAL.RATIO = Ratio of local-normalized values for each spot
#VALUE = log2 of PRE_VALUE
#PRE_VALUE = Geometric mean Ratio (test/reference) of Two Normalized Channels (Cy5 and Cy3)
!sample_table_begin
ID_REF	F635.MEAN	F532.MEAN	LOWRED	LOWGREEN	LOCAL.RED	LOCAL.GREEN	LOCAL.RATIO	VALUE	PRE_VALUE
1	421.022	448.489	462.791	404.755	.508629	.455696	1.11616	0.1585	1.11616
2	2905.51	3821.15	2959.33	3681.11	3.50651	4.17315	.840255	-0.2511	.840255
3	231.147	330.458	272.441	285.507	.4029	.398614	1.01075	0.0154	1.01075
4	4136.13	5835.56	4197.25	5602.56	6.97588	8.52112	.818658	-0.2887	.818658
5	201.551	310.267	242.781	264.963	.324368	.336288	.964553	-0.0521	.964553
6	192.991	337.813	234.282	293.038	.320202	.411022	.779039	-0.3602	.779039
7	1361.04	827.493	1408.5	781.639	1.31375	.802216	1.63766	0.7116	1.63766
8	786.089	447.169	829.612	403.445	.765145	.416168	1.83855	0.8786	1.83855
9	278.867	205.871	320.355	160.581	.351281	.180429	1.94691	0.9612	1.94691
10	473.422	442.169	515.466	398.487	.878936	.618176	1.42182	0.5077	1.42182
11	742.289	855.427	785.723	809.183	1.32344	1.24669	1.06157	0.0862	1.06157
12	456.596	615.147	498.582	570.909	.513753	.646847	.794242	-0.3323	.794242
13	635.338	1398.99	678.663	1341.48	.799031	1.51101	.528807	-0.9192	.528807
14	587.6	737.524	630.426	692.669	.690767	.78971	.87471	-0.1931	.87471
15	2277.63	2349.98	2330.65	2262.47	2.25492	2.37759	.948407	-0.0764	.948407
16	237.907	290.667	279.246	245.077	.386722	.339345	1.13961	0.1885	1.13961
17	133.871	204.764	176.064	159.524	.258692	.235497	1.09849	0.1355	1.09849
18	1208.56	1629.79	1254.56	1566.44	1.47301	1.78987	.822975	-0.2811	.822975
19	2082.33	2183.61	2135.14	2102.81	2.15452	2.3344	.922944	-0.1157	.922944
20	2362.87	3163.24	2416.6	3046.2	2.63891	3.47941	.758434	-0.3989	.758434
!sample_table_end
