^SAMPLE = GSM587980
!Sample_title = Family 2, healthy brother of 2.1 and 2.2 (83843)
!Sample_geo_accession = GSM587980
!Sample_status = Public on Aug 27 2010
!Sample_submission_date = Aug 27 2010
!Sample_last_update_date = Aug 27 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Lymphocytes
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = sample name: 83843
!Sample_characteristics_ch1 = family: 2
!Sample_characteristics_ch1 = individual: healthy brother of 2.1 and 2.2
!Sample_characteristics_ch1 = tissue: peripheral blood
!Sample_characteristics_ch1 = cell type: lymphocyte
!Sample_characteristics_ch1 = gender: M
!Sample_characteristics_ch1 = age: 63
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from lymphocytes obtained from peripheral blood using the M48 DNA purification system (Qiagen, Germany).
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = Standard Affymetrix procedures
!Sample_hyb_protocol = Standard Affymetrix procedures
!Sample_scan_protocol = Standard Affymetrix procedures
!Sample_description = 83843
!Sample_data_processing = CHP files (generated by Affymetrix GTYPE using the BRLMM algorithm) were processed by the programs Progeny lab and  PLINK to identify possible areas of homozygosity in the affected in each family.
!Sample_data_processing = Primary data description: Genotype Call (SNP call): 11, 22, 33, 44, 12, 13 ,14 , 23, 24 and 00 (NoCall). The processed data are for each family (1-5 plus 7), and the genotype calls are sorted according to chromosome and position from pter. cM between markers and position in bp from pter are also given.
!Sample_data_processing = Sorted genotype calls data: see Series GSE23151 supplementary files.
!Sample_platform_id = GPL3718
!Sample_contact_name = Torunn,,Fiskerstrand
!Sample_contact_email = torunn.fiskerstrand@netcom.no, torunn.fiskerstrand@helse-bergen.no
!Sample_contact_phone = +4755975481
!Sample_contact_fax = +4755975479
!Sample_contact_department = Center for medical genetics and molecular medicine
!Sample_contact_institute = Haukeland University Hospital
!Sample_contact_address = Jonas Lies vei
!Sample_contact_city = Bergen
!Sample_contact_zip/postal_code = 5021
!Sample_contact_country = Norway
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM587nnn/GSM587980/suppl/GSM587980_83843.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM587nnn/GSM587980/suppl/GSM587980_83843.brlmm.chp.gz
!Sample_series_id = GSE23151
!Sample_data_row_count = 262314
#ID_REF = PROBE SET NAME
#VALUE = CALL
#CONFIDENCE = 
#FORCED CALL = 
#CONTRAST = 
#STRENGTH = 
!sample_table_begin
ID_REF	VALUE	CONFIDENCE	FORCED CALL	CONTRAST	STRENGTH
AFFX-2315060	BB	0.005568	BB	-0.720737	11.736599
AFFX-2315061	AB	0.000933	AB	-0.001092	10.816670
AFFX-2315062	BB	0.015970	BB	-0.712095	10.231561
AFFX-2315057	BB	0.030999	BB	-0.731456	10.683711
AFFX-2315058	AA	0.082277	AA	0.806149	11.366869
AFFX-2315059	AB	0.006895	AB	0.209810	10.183627
AFFX-2315063	AB	0.002953	AB	-0.126402	10.523535
AFFX-2315064	AB	0.008069	AB	0.151206	10.552916
AFFX-2315065	AB	0.023056	AB	-0.176375	9.941796
AFFX-2315066	BB	0.038458	BB	-0.743440	10.364237
AFFX-2315067	BB	0.203175	BB	-0.447506	10.716179
AFFX-2315068	AB	0.011781	AB	0.049149	10.470662
AFFX-2315069	AB	0.000973	AB	-0.161993	10.187402
AFFX-2315070	AB	0.005892	AB	-0.202762	10.347403
AFFX-2315071	BB	0.020023	BB	-0.816695	9.350611
AFFX-2315072	AA	0.026255	AA	0.711484	10.518488
AFFX-2315073	AB	0.006466	AB	0.221819	10.517591
AFFX-2315074	BB	0.046715	BB	-0.746826	9.617267
AFFX-2315075	AA	0.027640	AA	0.772472	11.304568
AFFX-2315076	BB	0.019251	BB	-0.713192	10.431586
!sample_table_end
