^SAMPLE = GSM2368473
!Sample_title = Malignant glioma clone U3065MG-C466
!Sample_geo_accession = GSM2368473
!Sample_status = Public on Dec 13 2016
!Sample_submission_date = Nov 01 2016
!Sample_last_update_date = Dec 13 2016
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Malignant glioma clone U3065MG-C466
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell type: Malignant glioma clone
!Sample_characteristics_ch1 = cell line: U3065MG-C466
!Sample_growth_protocol_ch1 = adherent cultures on laminin-coated dishes using neural stem cell media
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Dneasy blood and tissue kit (Qiagen)
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = 250 ng total genomic DNA was digested with the restriction enzyme Nsp I, then ligated to an Nsp I adaptor and further subjected to PCR amplification using a single primer. After fragmentation, the PCR products were labeled with a biotinylated nucleotide analogue using terminal deoxynucleotidyl transferase (TdT)
!Sample_hyb_protocol = standard protocols for Affymetrix Cytoscanâ¢ HD arrays (AffymetrixÂ® Cytoscan User Guide (P/N 703038 Rev4.) Hybridized probes were captured by streptavidin-phycoerythrin conjugates using the GeneChipÂ® Fluidics Station 450.
!Sample_scan_protocol = The arrays were scanned using the GeneChipÂ® Scanner 3000 7G
!Sample_data_processing = AffymetrixÂ® Chromosome Analysis Suite (ChAS) 2.0. Affymetrix-algorithm-name = CYTO2. Affymetrix-algorithm-version = 1.16.0. program-name = apt-copynumber-cyto.exe
!Sample_data_processing = Affymetrix CytoScan HD array of 30 clonal malignant glioma cultures and 6 bulk cultures representing the parental material used to derive clones.
!Sample_platform_id = GPL16131
!Sample_contact_name = Bo,,Segerman
!Sample_contact_email = bo.segerman@igp.uu.se
!Sample_contact_institute = Uppsala University
!Sample_contact_address = Dag Hammarskjolds v 20
!Sample_contact_city = Uppsala
!Sample_contact_zip/postal_code = 751 85
!Sample_contact_country = Sweden
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368473/suppl/GSM2368473_PA228_3065-466CM_140611_CytoScanHD_Array_.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2368nnn/GSM2368473/suppl/GSM2368473_PA228_3065-466CM_140611_CytoScanHD_Array_.cyhd.cychp.gz
!Sample_series_id = GSE89398
!Sample_series_id = GSE89401
!Sample_data_row_count = 2749693
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	-0.305021	-0.169552	1.419091
C-4WYLN	-0.224589	-0.175470	1.419410
C-3BFNY	-0.223580	-0.225599	1.420141
C-7ONNE	-0.049030	-0.231601	1.421009
C-6HYCN	-0.146950	-0.248461	1.420339
C-7SCGC	-0.300645	-0.254640	1.420451
C-7RZQQ	-0.357959	-0.320048	1.420703
C-7RZWZ	-0.344089	-0.326495	1.420932
C-7SEBI	-0.051556	-0.262738	1.421560
C-7RZIL	-0.540438	-0.269561	1.419962
C-4NQTX	-0.490200	-0.359801	1.418937
C-7SDKW	-0.177021	-0.367114	1.419178
S-3WRNV	nan	nan	nan
C-7RXVK	-0.136684	-0.263024	1.419002
C-4LHKS	-0.365935	-0.270972	1.418688
C-7RWHE	-0.756265	-0.386906	1.418332
C-7SBEJ	-0.057662	-0.395642	1.419069
C-7RYJO	0.151916	-0.220790	1.419255
C-7SEGS	-0.446838	-0.230498	1.419139
C-4LLXK	-0.457238	-0.364386	1.419154
!sample_table_end
