^SAMPLE = GSM51431
!Sample_title = 4
!Sample_geo_accession = GSM51431
!Sample_status = Public on May 18 2006
!Sample_submission_date = May 16 2005
!Sample_last_update_date = May 29 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = 4 LCM captured tumour DNA
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = 4 LCM captured adjacent normal DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = For sample information see "High-Density, Genome-Wide Linkage and Gene Copy Number Analyses of a Six-Generation Prostate Cancer Family." by Fitzgerald et al, Cancer Research.
!Sample_platform_id = GPL2030
!Sample_contact_name = Gareth,,Price
!Sample_contact_email = nscalehome@gmail.com
!Sample_contact_phone = 61413289611
!Sample_contact_institute = Queensland Facility for Advanced Bioinformatics
!Sample_contact_address = Carmody Road
!Sample_contact_city = Brisbane
!Sample_contact_state = Queensland
!Sample_contact_zip/postal_code = 4072
!Sample_contact_country = Australia
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2681
!Sample_data_row_count = 5760
#ID_REF =  
#VALUE = Average of log2 ratios for Ch1 (Sig-Bkd) v Ch2 (Sig-Bkd) with dye swap
#CH1_SIG_MEDIAN = Tumour DNA labelled with Cy5
#CH1_BKD_MEDIAN = Tumour DNA labelled with Cy5 background signal, as calculated by Genepix 3
#CH2_SIG_MEDIAN = Matched patient normal DNA labelled with Cy3 feature signal
#CH2_BKD_MEDIAN = Matched patient normal DNA labelled with Cy3, background signal, as calculated by Genepix 3
#FLAG = Pass/fail status as determined by Genepix
#CH1_SIG_MEDIAN_DS = Matched patient normal DNA labelled with Cy5 feature signal (Dye Swap)
#CH1_BKD_MEDIAN_DS = Matched patient normal DNA labelled with Cy5, background signal, as calculated by Genepix 3 (Dye Swap)
#CH2_SIG_MEDIAN_DS = Tumour DNA labelled with Cy3 (Dye Swap)
#CH2_BKD_MEDIAN_DS = Tumour DNA labelled with Cy3 background signal, as calculated by Genepix 3 (Dye Swap)
#FLAG_DS = Pass/fail status as determined by Genepix (Dye Swap)
!sample_table_begin
ID_REF	VALUE	CH1_SIG_MEDIAN	CH1_BKD_MEDIAN	CH2_SIG_MEDIAN	CH2_BKD_MEDIAN	FLAG	CH1_SIG_MEDIAN_DS	CH1_BKD_MEDIAN_DS	CH2_SIG_MEDIAN_DS	CH2_BKD_MEDIAN_DS	FLAG_DS
1	1.325059524	1658	1015	806	199	-50	517	178	417	67	0
2	0.98739603	2497	870	1525	184	-50	692	181	776	68	0
3	1.229518284	1890	693	1080	170	-50	608	182	542	68	0
4	0.898764149	1936	777	1115	173	-50	488	172	546	65	0
5	1.275162894	1688	703	1246	161	-50	629	176	551	65	0
6	0.988792629	2070	790	1094	164	-50	617	179	673	67	0
7	1.001159058	1993	896	1235	169	-50	697	184	770	69	0
8	1.083043981	1675	885	966	165	-50	548	187	525	69	0
9	1.036963119	1548	776	992	161	-50	646	195	665	70	0
10	1.05582666	1597	577	1182	144	-50	710	196	736	70	0
11	1.052350427	1578	457	1137	122	-50	682	192	708	71	0
12	-0.018286053	946	252	923	94	0	555	191	485	70	0
13	0.225992499	1303	225	1418	107	0	655	189	993	70	0
14	-0.099996134	1309	226	1475	104	0	802	193	713	71	0
15	-0.066560226	1163	226	1338	95	0	785	199	752	73	0
16	-0.237994836	1002	223	1347	88	0	733	194	622	70	0
17	-0.282642449	1130	219	1473	84	0	722	192	561	70	0
18	-0.223379027	1148	220	1503	81	0	663	193	544	69	0
19	0.01280795	1111	221	1186	80	0	559	194	526	69	0
20	-0.224085432	1054	218	1464	79	0	575	194	474	69	0
!sample_table_end
