^SAMPLE = GSM51617
!Sample_title = 14
!Sample_geo_accession = GSM51617
!Sample_status = Public on May 18 2006
!Sample_submission_date = May 17 2005
!Sample_last_update_date = May 29 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = 14 LCM captured tumour DNA
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = 14 LCM captured adjacent normal DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = For sample information see "High-Density, Genome-Wide Linkage and Gene Copy Number Analyses of a Six-Generation Prostate Cancer Family." by Fitzgerald et al, Cancer Research.
!Sample_platform_id = GPL2030
!Sample_contact_name = Gareth,,Price
!Sample_contact_email = nscalehome@gmail.com
!Sample_contact_phone = 61413289611
!Sample_contact_institute = Queensland Facility for Advanced Bioinformatics
!Sample_contact_address = Carmody Road
!Sample_contact_city = Brisbane
!Sample_contact_state = Queensland
!Sample_contact_zip/postal_code = 4072
!Sample_contact_country = Australia
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2681
!Sample_data_row_count = 5760
#ID_REF =  
#VALUE = Average of log2 ratios for Ch1 (Sig-Bkd) v Ch2 (Sig-Bkd) with dye swap
#CH1_SIG_MEDIAN = Tumour DNA labelled with Cy5
#CH1_BKD_MEDIAN = Tumour DNA labelled with Cy5 background signal, as calculated by Genepix 3
#CH2_SIG_MEDIAN = Matched patient normal DNA labelled with Cy3 feature signal
#CH2_BKD_MEDIAN = Matched patient normal DNA labelled with Cy3, background signal, as calculated by Genepix 3
#FLAG = Pass/fail status as determined by Genepix
#CH1_SIG_MEDIAN_DS = Matched patient normal DNA labelled with Cy5 feature signal (Dye Swap)
#CH1_BKD_MEDIAN_DS = Matched patient normal DNA labelled with Cy5, background signal, as calculated by Genepix 3 (Dye Swap)
#CH2_SIG_MEDIAN_DS = Tumour DNA labelled with Cy3 (Dye Swap)
#CH2_BKD_MEDIAN_DS = Tumour DNA labelled with Cy3 background signal, as calculated by Genepix 3 (Dye Swap)
#FLAG_DS = Pass/fail status as determined by Genepix (Dye Swap)
!sample_table_begin
ID_REF	VALUE	CH1_SIG_MEDIAN	CH1_BKD_MEDIAN	CH2_SIG_MEDIAN	CH2_BKD_MEDIAN	FLAG	CH1_SIG_MEDIAN_DS	CH1_BKD_MEDIAN_DS	CH2_SIG_MEDIAN_DS	CH2_BKD_MEDIAN_DS	FLAG_DS
1	-0.123599081	412	194	433	94	0	800	234	691	85	0
2	-0.076924078	954	163	1031	76	0	2698	234	2438	85	0
3	-0.087540871	715	163	722	76	0	2220	230	1902	86	0
4	0.016021569	925	210	914	104	0	2377	238	2387	88	0
5	-0.086675616	899	203	960	94	0	2001	238	1784	87	0
6	-0.038504162	1043	158	1041	69	0	5274	246	4813	87	0
7	0.032751143	1163	159	1118	67	0	3051	245	2959	89	0
8	0.055101415	989	158	918	68	0	2269	244	2202	92	0
9	-0.059586762	985	158	1127	70	0	2899	243	2846	92	0
10	0.00948571	1178	159	1183	70	0	3889	246	3818	95	0
11	-0.071962255	1055	160	1186	71	0	3915	255	3722	98	0
12	-0.007835997	1014	161	991	71	0	4226	254	3976	97	0
13	-0.121019318	1352	164	1802	74	0	5162	260	5110	95	0
14	-0.114529463	1724	169	1915	79	0	9348	261	8077	97	0
15	-0.065448398	1322	169	1434	78	0	7375	260	6881	101	0
16	-0.082590666	1060	164	1170	73	0	5401	265	5014	101	0
17	-0.164324653	1198	168	1477	74	0	5685	267	4981	101	0
18	-0.038614219	1200	171	1288	75	0	4456	270	4303	102	0
19	-0.065385014	1357	166	1371	73	0	6960	262	6068	101	0
20	-0.002030568	1116	164	1234	71	0	2496	268	2593	103	0
!sample_table_end
