^SAMPLE = GSM2443437
!Sample_title = Metastatic GIST-8
!Sample_geo_accession = GSM2443437
!Sample_status = Public on Feb 03 2017
!Sample_submission_date = Jan 03 2017
!Sample_last_update_date = Feb 04 2017
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Metastatic GIST
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: Male
!Sample_characteristics_ch1 = tumor type: KIT-mutant gastrointestinal stromal tumor
!Sample_characteristics_ch1 = primary/metastasis: Metastasis
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = Snap-frozen tumor biopsies were collected with institutional review board approval.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = High molecular weight genomic DNA was isolated using QIAamp DNA Mini Kit (Qiagen, Valencia, CA, USA) and analyzed by Affymetrix Cytoscan HD 2,600K-SNP array (Affymetrix, Santa Clara, CA, USA) with Affymetrix Chromosome Analysis Suite 2.0.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = As per manufacturer's instructions (Affymetrix).
!Sample_scan_protocol = Hybridized chip arrays were scanned according to the manufacturer's protocol.
!Sample_data_processing = The positions and intensities of the fluorescence emissions were analyzed using Affymetrix Chromosome Analysis Suite 2.0.
!Sample_data_processing = 
!Sample_platform_id = GPL16131
!Sample_contact_name = Jonathan,A,Fletcher
!Sample_contact_email = jfletcher@partners.org
!Sample_contact_department = Pathology
!Sample_contact_institute = Brigham and Women's Hospital and Harvard Medical School
!Sample_contact_address = 75 Francis Street
!Sample_contact_city = Boston
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02115
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2443nnn/GSM2443437/suppl/GSM2443437_Case_08.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2443nnn/GSM2443437/suppl/GSM2443437_Case_08.cyhd.cychp.gz
!Sample_series_id = GSE93077
!Sample_data_row_count = 2749693
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	-0.012717	0.063297	2.322372
C-4WYLN	-0.023972	0.061337	2.322430
C-3BFNY	0.142725	0.115811	2.321954
C-7ONNE	0.248383	0.113974	2.321406
C-6HYCN	0.084101	-0.085745	2.321985
C-7SCGC	-0.140445	-0.087371	2.321830
C-7RZQQ	-0.039353	-0.037139	2.321215
C-7RZWZ	-0.153076	-0.038520	2.321222
C-7SEBI	0.123853	0.144738	2.321863
C-7RZIL	0.228874	0.143557	2.322850
C-4NQTX	0.264949	0.188019	2.323063
C-7SDKW	0.045538	0.186900	2.322635
S-3WRNV	nan	nan	nan
C-7RXVK	-0.028235	0.036942	2.322336
C-4LHKS	0.207807	0.035669	2.321580
C-7RWHE	-0.172724	0.073696	2.320617
C-7SBEJ	0.211425	0.071968	2.319732
C-7RYJO	0.120238	0.170122	2.319645
C-7SEGS	0.047473	0.167586	2.319039
C-4LLXK	0.410924	0.194677	2.317824
!sample_table_end
