^SAMPLE = GSM2443442
!Sample_title = Metastatic GIST-51
!Sample_geo_accession = GSM2443442
!Sample_status = Public on Feb 03 2017
!Sample_submission_date = Jan 03 2017
!Sample_last_update_date = Feb 04 2017
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Small intestine GIST
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: Female
!Sample_characteristics_ch1 = tumor type: KIT-mutant gastrointestinal stromal tumor
!Sample_characteristics_ch1 = primary/metastasis: Metastasis
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = Snap-frozen tumor biopsies were collected with institutional review board approval.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = High molecular weight genomic DNA was isolated using QIAamp DNA Mini Kit (Qiagen, Valencia, CA, USA) and analyzed by Affymetrix Cytoscan HD 2,600K-SNP array (Affymetrix, Santa Clara, CA, USA) with Affymetrix Chromosome Analysis Suite 2.0.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = As per manufacturer's instructions (Affymetrix).
!Sample_scan_protocol = Hybridized chip arrays were scanned according to the manufacturer's protocol.
!Sample_data_processing = The positions and intensities of the fluorescence emissions were analyzed using Affymetrix Chromosome Analysis Suite 2.0.
!Sample_data_processing = 
!Sample_platform_id = GPL16131
!Sample_contact_name = Jonathan,A,Fletcher
!Sample_contact_email = jfletcher@partners.org
!Sample_contact_department = Pathology
!Sample_contact_institute = Brigham and Women's Hospital and Harvard Medical School
!Sample_contact_address = 75 Francis Street
!Sample_contact_city = Boston
!Sample_contact_state = MA
!Sample_contact_zip/postal_code = 02115
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2443nnn/GSM2443442/suppl/GSM2443442_Case_51.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2443nnn/GSM2443442/suppl/GSM2443442_Case_51.cyhd.cychp.gz
!Sample_series_id = GSE93077
!Sample_data_row_count = 2749693
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	-0.189486	-0.418533	1.348110
C-4WYLN	-0.422149	-0.377023	1.348368
C-3BFNY	-0.706079	-0.531533	1.348700
C-7ONNE	-0.500050	-0.490678	1.349144
C-6HYCN	-0.259588	-0.231281	1.349651
C-7SCGC	-0.134260	-0.191734	1.349205
C-7RZQQ	-0.424873	-0.333201	1.349109
C-7RZWZ	-0.233095	-0.295600	1.348849
C-7SEBI	-0.377140	-0.389877	1.349104
C-7RZIL	-0.612733	-0.354827	1.348702
C-4NQTX	-0.379326	-0.475748	1.348080
C-7SDKW	-0.295044	-0.443785	1.348387
S-3WRNV	nan	nan	nan
C-7RXVK	-0.395434	-0.374368	1.348522
C-4LHKS	-0.284433	-0.345933	1.348320
C-7RWHE	-0.747030	-0.444193	1.348445
C-7SBEJ	-0.157176	-0.419574	1.348544
C-7RYJO	-0.353172	-0.271116	1.348893
C-7SEGS	-0.302383	-0.250416	1.349137
C-4LLXK	-0.234143	-0.324222	1.349296
!sample_table_end
