^SAMPLE = GSM302886
!Sample_title = Breast carcinoma cell line HCC1395 (CRL2324)
!Sample_geo_accession = GSM302886
!Sample_status = Public on Sep 18 2008
!Sample_submission_date = Jul 02 2008
!Sample_last_update_date = Sep 18 2008
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = breast carcinoma cell line HCC1395 (ATCC cat.no CRL-2324D)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Gender: Female. Breast cancer cell line HCC1395 initiated from a a breast tumor classified as TNM stage 1, grade 3, invasive ductal carcinoma with 0 out of 34 lymph node metastasis. Available from ATCC (www.atcc.org) as CRL2324D.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Extraction of genomic DNA from fresh frozen tissue was performed using proteinase K and repeated phenol-chloroform extraction.
!Sample_label_ch1 = C-Bio and A-DNP
!Sample_label_protocol_ch1 = Genotyping was performed using Illumina Infinium HumanCNV370 Genotyping BeadChips according to the manufacturerÃs protocol (Illumina Inc., San Diego, CA, www.illumina.com). 750ng of genomic DNA was whole-genome amplified in an overnight reaction at 37Â¡C using amplification master mix (WG-AMM) and primer/neutralization mix (WG-MP1). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FRG), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).
!Sample_hyb_protocol = RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48Â¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).
!Sample_scan_protocol = After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).
!Sample_description = Genomic DNA extracted from breast carcinoma cell line was genotyped using Infinium HumanCNV370-Duov1 Genotyping BeadChips (Illumina).
!Sample_data_processing = Image data was analyzed using Beadstudio 3.1.3 with GT module 3.2.33 (Illumina).
!Sample_platform_id = GPL6986
!Sample_contact_name = Johan,,Staaf
!Sample_contact_institute = SCIBLU - Swegene Centre for Integrative Biology at Lund University
!Sample_contact_address = Medicon Village
!Sample_contact_city = Lund
!Sample_contact_zip/postal_code = SE-223 81
!Sample_contact_country = Sweden
!Sample_supplementary_file = NONE
!Sample_series_id = GSE11976
!Sample_data_row_count = 370404
#ID_REF = 
#VALUE = Genotype: AA,AB,BB,or NC (no call)
#GC_SCORE = Beadstudio confidence score
#Theta = Beadstudio genotype metric
#R = Beadstudio intensity metric
#B_Allele_Freq = Beadstudio estimate of B allele frequency
#Log_R_Ratio = Beadstudio metric for signal intensity
!sample_table_begin
ID_REF	VALUE	GC_SCORE	Theta	R	B_Allele_Freq	Log_R_Ratio
rs10000010-126_B_F_IFB1153208421:0	AA	0.9368909	0.001026844	0.5452317	0.000667867	-0.7906711
rs10000023-126_B_F_IFB1153358872:0	AB	0.8234195	0.4839054	2.651642	0.4862065	0.09714715
rs10000030-120_B_R_IFB1137703207:0	BB	0.8158658	0.9919206	0.9148291	1	0.2398902
rs1000007-123_T_F_IFB1152225452:0	AB	0.8747823	0.6704233	1.440406	0.5200129	0.4636903
rs10000092-123_T_R_IFB1153358875:0	AA	0.9264655	0.01351172	0.5182513	0.006209697	-0.5411482
rs10000121-126_B_R_IFB1136471760:0	BB	0.891854	0.9908415	0.5063031	1	-0.3107445
rs1000014-126_B_R_IFB1136184019:0	AB	0.7254323	0.4822698	2.472107	0.519769	0.2216126
rs10000141-126_T_F_IFB1137734411:0	BB	0.8891098	0.9957176	1.094341	1	0.2486352
rs1000016-126_B_R_IFB1156563530:0	AA	0.875866	0.01333729	1.647363	0.01204781	-0.1099379
rs10000169-119_T_R_IFB1135612081:0	AA	0.8703538	0.01232151	0.9620054	0.004313438	-0.06095324
rs1000022-126_B_F_IFB1135126284:0	AA	0.8791947	0.05202358	0.7370611	0.03314618	-0.1181784
rs10000272-126_T_R_IFB1136539894:0	AA	0.8434824	0.01602107	1.466074	0.01529646	-0.3663731
rs10000282-121_T_R_IFB1136743500:0	BB	0.8183947	0.9927835	0.9608937	1	-0.3176074
rs10000300-126_T_R_IFB1152704058:0	BB	0.8601294	0.9891962	0.805729	1	0.1874405
rs1000031-123_B_F_IFB1135583872:0	BB	0.8717313	0.993273	1.788659	1	0.2437111
rs1000032-126_B_R_IFB1136145093:0	BB	0.384529	0.9943144	1.329936	1	0.2295528
rs10000388-126_B_F_IFB1135932472:0	AA	0.9530174	0.006535247	1.043055	0	-0.3795946
rs1000040-126_T_F_IFB1152704061:0	BB	0.8484263	0.99568	1.207129	1	0.3914129
rs1000041-126_T_F_IFB1153889147:0	BB	0.8351063	0.9886413	1.434489	1	0.04108534
rs10000432-126_T_R_IFB1135756304:0	NC	0.0183817	0.5898933	0.6334821	0.4160574	-0.08530093
!sample_table_end
