^SAMPLE = GSM197686
!Sample_title = Carcinoma (F24C_s24_b14)
!Sample_geo_accession = GSM197686
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 04 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Carcinoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = protocol available on www.vumc.nl/microarrays
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = male Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3441
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 15528
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer frmo poor prinitng and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	11861.5	288	20440	318.5	-0.8	0	-0.2372	-0.2372
2	11335.5	123	20900	252	-0.88	0	-0.2372	-0.2372
3	11136.5	93	20284.5	207	-0.86	0	-0.2372	-0.2372
4	6476	62.5	12823	222.5	-0.97	0	-0.2039	-0.2039
5	6257	57.5	12402	233	-0.97	0	-0.2039	-0.2039
6	6315	37.5	11611	198.5	-0.86	0	-0.2039	-0.2039
7	10394	39	17748	200.5	-0.76	0	-0.3044	-0.3044
8	9715	39	15924	149	-0.71	0	-0.3044	-0.3044
9	10082	105.5	17148	218	-0.76	0	-0.3044	-0.3044
10	9071	44.5	12069	156.5	-0.4	0	-0.0406	-0.0406
11	10086	103	12052	177.5	-0.25	0	-0.0406	-0.0406
12	9137	72	11006	176	-0.26	0	-0.0406	-0.0406
13	15207	69	18457	172	-0.27	0	0.0322	0.0322
14	14140	29	16392	128.5	-0.2	0	0.0322	0.0322
15	13668	81.5	15769	124	-0.2	0	0.0322	0.0322
16	12821	59.5	16764	134.5	-0.38	0	0.0546	0.0546
17	13163	108.5	16671	123.5	-0.34	0	0.0546	0.0546
18	12457	58	14911	105	-0.26	0	0.0546	0.0546
19	25349	302	36662	596.5	-0.53	0	-0.0116	-0.0116
20	25277	148	36116.5	268	-0.51	0	-0.0116	-0.0116
!sample_table_end
