^SAMPLE = GSM197914
!Sample_title = Carcinoma component of a progressed adenoma (P19C2_s17_b17)
!Sample_geo_accession = GSM197914
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 05 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Carcinoma component of a progressed adenoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = as described in Weiss et al, Mol Pathol. 1999 Oct;52(5):243-51.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = female Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3442
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 15528
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer from poor printing and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	12599	66	19376	272	-0.61	0		
2	12176	55	19470	235	-0.67	0		
3	12742	55	19532	242	-0.6	0		
4	12079	39	22456	265.5	-0.88	0	-0.052	-0.052
5	12868	67	23445.5	278.5	-0.86	0	-0.052	-0.052
6	11694	25	19707	337.5	-0.73	0	-0.052	-0.052
7	11634.5	63	17307	312	-0.55	0		
8	11499	60	16295	281	-0.49	0		
9	11612	78.5	16596	303.5	-0.5	0		
10	4527.5	54	9589	297	-1.05	0	-0.1026	-0.1026
11	4415.5	48	9394	298	-1.06	0	-0.1026	-0.1026
12	4763	34.5	9688	321	-0.99	0	-0.1026	-0.1026
13	11045.5	25	17324.5	266	-0.63	0		
14	10943	45	16741	307.5	-0.59	0		
15	10655	60.5	17145.5	260	-0.67	0		
16	6039	50.5	12352	281	-1.01	0	-0.052	-0.052
17	5727.5	48	11850	272	-1.03	0	-0.052	-0.052
18	5946	91.5	11248.5	269	-0.91	3		-0.052
19	10624	83	16527	334.5	-0.62	0		
20	10675.5	51	16499.5	272	-0.61	0		
!sample_table_end
