^SAMPLE = GSM197893
!Sample_title = Adenoma component of a progressed adenoma (P11A1_s24_b16)
!Sample_geo_accession = GSM197893
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 05 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Adenoma component of a progressed adenoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = as described in Weiss et al, Mol Pathol. 1999 Oct;52(5):243-51.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = male Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3442
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 15528
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer from poor printing and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	15518	428	19088	152.5	-0.33	0		
2	15940.5	405.5	18609.5	149	-0.25	0		
3	14738	421	19409	137	-0.43	0		
4	24969.5	417	23253.5	156.5	0.09	0	0.0805	0.0805
5	25069.5	390	23872	156	0.06	0	0.0805	0.0805
6	24345.5	450	24266.5	178	-0.01	0	0.0805	0.0805
7	15248	402	18639.5	130.5	-0.32	0		
8	15172	396	17782	142	-0.26	0		
9	15336.5	390	18912.5	138	-0.33	0		
10	9715.5	367	10723	161	-0.18	0	5e-04	5e-04
11	9217	345	10753	135	-0.26	0	5e-04	5e-04
12	9692.5	386	11075.5	131	-0.23	0	5e-04	5e-04
13	15405.5	391	20200	125	-0.42	0		
14	14635	337	19278	137	-0.42	0		
15	14939	313.5	21289	147	-0.53	0		
16	13661	363.5	14792.5	157.5	-0.14	0	0.0805	0.0805
17	13260	290	14493	142	-0.15	0	0.0805	0.0805
18	12582.5	301	14177	122	-0.19	0	0.0805	0.0805
19	13050	425.5	16212	157.5	-0.35	0		
20	13949	416.5	16169	141	-0.24	0		
!sample_table_end
