^SAMPLE = GSM84253
!Sample_title = CGH_2005051110_T21_cell1
!Sample_geo_accession = GSM84253
!Sample_status = Public on Feb 01 2006
!Sample_submission_date = Nov 18 2005
!Sample_last_update_date = Nov 21 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (number 1) gDNA (47,XY,+21)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XX)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3091
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3642
!Sample_data_row_count = 8228
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	1914	534	1134	602	1380	532	1.4326927
2	745	594	999	801	151	198	-0.333429297
3	987	536	1754	613	451	1141	-1.281576869
4	984	544	1736	627	440	1109	-1.276161352
5	956	534	2048	679	422	1369	-1.640284958
6	925	530	1995	646	395	1349	-1.714443206
7	744	497	1536	574	247	962	-1.904003268
8	755	499	1469	651	256	818	-1.618434449
9	951	526	2407	685	425	1722	-1.961027812
10	1068	511	2794	569	557	2225	-1.940533519
11	2621	519	1227	649	2102	578	1.920143856
12	2572	510	1218	658	2062	560	1.938068185
13	1393	541	3157	626	852	2531	-1.513259588
14	1455	531	3128	630	924	2498	-1.377286136
15	2075	502	2153	596	1573	1557	0.072272311
16	2212	502	2136	608	1710	1528	0.219874366
17	2123	517	3728	655	1606	3073	-0.87865329
18	2287	506	3963	617	1781	3346	-0.852227345
19	11422	518	3587	645	10904	2942	1.9475109
20	7656	503	2583	668	7153	1915	1.958726634
!sample_table_end
