^SAMPLE = GSM84261
!Sample_title = CGH_2005051127_Embryo1_cell3
!Sample_geo_accession = GSM84261
!Sample_status = Public on Feb 01 2006
!Sample_submission_date = Nov 18 2005
!Sample_last_update_date = Nov 21 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (blastomere number 3) gDNA (45,X)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XX)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3091
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3642
!Sample_data_row_count = 8228
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	703	570	713	653			
2	652	549	732	563			
3	1084	887	1428	1019	197	409	-1.040543329
4	982	772	1317	798	210	519	-1.291983326
5	838	734	1384	887		497	
6	1048	760	1559	971	288	588	-1.016385459
7	1167	854	1224	817	313	407	-0.365504253
8	935	771	1178	876	164	302	-0.86749085
9	2599	605	1544	478	1994	1066	0.916819856
10	2240	776	1634	800	1464	834	0.825158149
11	1267	846	1137	910	421	227	0.90448982
12	1094	755	1128	843	339	285	0.263685239
13	3694	802	1480	701	2892	779	1.905734203
14	3727	680	1498	713	3047	785	1.969986825
15	1381	832	1655	789	549	866	-0.644198991
16	1363	842	1629	782	521	847	-0.687716713
17	2015	839	2926	968	1176	1958	-0.72213082
18	1456	695	2724	888	761	1836	-1.257235815
19	2281	735	2416	875	1546	1541	0.018035342
20	2084	665	2144	778	1419	1366	0.06827899
!sample_table_end
