^SAMPLE = GSM84252
!Sample_title = CGH_2005051108_T18_cell3
!Sample_geo_accession = GSM84252
!Sample_status = Public on Feb 01 2006
!Sample_submission_date = Nov 18 2005
!Sample_last_update_date = Nov 21 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (number 3) gDNA (47,XY,+18)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XX)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3091
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3642
!Sample_data_row_count = 8228
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	612	481	828	652		176	
2	631	491	942	659	140	283	-1.015375226
3	1037	594	2016	828	443	1188	-1.423156232
4	924	529	1575	635	395	940	-1.250808104
5	740	490	1915	622	250	1293	-2.370722275
6	767	490	2003	616	277	1387	-2.324009906
7	835	506	1747	632	329	1115	-1.760884221
8	870	532	1687	722	338	965	-1.513505696
9	1326	556	2762	701	770	2061	-1.420414154
10	1305	582	2606	787	723	1819	-1.331077991
11	5527	496	1352	600	5031	752	2.742040623
12	5164	532	1362	747	4632	615	2.912976938
13	1250	538	2350	693	712	1657	-1.218624456
14	1186	585	2266	857	601	1409	-1.229234716
15	2075	570	2393	745	1505	1648	-0.130952756
16	1997	581	2253	837	1416	1416	0
17	1905	558	3608	816	1347	2792	-1.051549091
18	1853	542	3500	756	1311	2744	-1.065612796
19	4297	512	3436	680	3785	2756	0.457717412
20	757	486	911	654	271	257	0.076524492
!sample_table_end
