^SAMPLE = GSM84259
!Sample_title = CGH_2005051168_Embryo1_cell1
!Sample_geo_accession = GSM84259
!Sample_status = Public on Feb 01 2006
!Sample_submission_date = Nov 18 2005
!Sample_last_update_date = Nov 21 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (blastomere number 1) gDNA (45,X)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XX)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3091
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3642
!Sample_data_row_count = 8228
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	655	524	573	431			
2	699	572	698	478		220	
3	1041	598	1493	434	443	1059	-1.277950688
4	989	636	1496	596	353	900	-1.370883521
5	995	554	1279	402	441	877	-1.01242489
6	1052	542	1404	386	510	1018	-1.017795112
7	743	561	1047	422	182	625	-1.800544442
8	802	575	1221	423	227	798	-1.834323152
9	1496	570	2265	383	926	1882	-1.043809232
10	1579	591	2188	450	988	1738	-0.835471838
11	900	566	905	432	334	473	-0.522618784
12	887	578	959	479	309	480	-0.65605427
13	1750	586	2312	411	1164	1901	-0.728294176
14	1606	632	2031	584	974	1447	-0.591697947
15	1669	630	2027	565	1039	1462	-0.51337436
16	788	583	862	448	205	414	-1.034633561
17	1194	619	2469	546	575	1923	-1.762351604
18	1275	593	2623	479	682	2144	-1.673087964
19	7294	592	2485	516	6702	1969	1.746501873
20	6003	596	2197	585	5407	1612	1.72534991
!sample_table_end
