^SAMPLE = GSM84263
!Sample_title = CGH_2005051129_Embryo1_cell5
!Sample_geo_accession = GSM84263
!Sample_status = Public on Feb 01 2006
!Sample_submission_date = Nov 18 2005
!Sample_last_update_date = Nov 21 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (blastomere number 5) gDNA (45,X)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XX)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3091
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3642
!Sample_data_row_count = 8228
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	661	532	946	652			
2	629	540	865	642			
3	813	532	1381	659	281	722	-1.388449942
4	796	569	1411	849	227	562	-1.334899069
5	714	542	2189	591	172	1598	-3.242808174
6	812	599	2154	798	213	1356	-2.697453079
7	699	527	1470	645	172	825	-2.28900679
8	721	604	1338	952	117	386	-1.749113553
9	1392	534	2018	748	858	1270	-0.59280018
10	1264	534	1864	760	730	1104	-0.623793039
11	1595	587	1937	799	1008	1138	-0.202026154
12	828	600	1302	863	228	439	-0.972208351
13	1025	542	1743	707	483	1036	-1.127950145
14	1211	572	1915	748	639	1167	-0.89593796
15	1148	573	1923	831	575	1092	-0.952360231
16	1848	597	2567	876	1251	1691	-0.461816106
17	2979	548	4044	785	2431	3259	-0.449900694
18	2679	583	3443	794	2096	2649	-0.364830362
19	2042	581	2776	823	1461	1953	-0.445757007
20	1625	537	2106	763	1088	1343	-0.330801984
!sample_table_end
