^SAMPLE = GSM84255
!Sample_title = CGH_2005051136_T21_cell3
!Sample_geo_accession = GSM84255
!Sample_status = Public on Feb 01 2006
!Sample_submission_date = Nov 18 2005
!Sample_last_update_date = Nov 21 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (number 3) gDNA (47,XY,+21)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XX)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3091
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3642
!Sample_data_row_count = 8228
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	669	570	690	556		134	
2	666	545	603	492			
3	1085	601	1399	563	484	836	-0.729148799
4	1010	593	1196	507	417	689	-0.665109504
5	2042	530	1441	472	1512	969	0.701236664
6	1707	551	1195	467	1156	728	0.726478138
7	1544	547	1245	498	997	747	0.475832357
8	1441	550	1151	465	891	686	0.436563951
9	1548	601	2222	629	947	1593	-0.69096284
10	1653	681	2306	644	972	1662	-0.714545068
11	1286	584	1097	508	702	589	0.312550492
12	1166	544	937	421	622	516	0.32889061
13	1182	667	2399	596	515	1803	-1.748407964
14	986	605	2177	550	381	1627	-2.035004253
15	1616	601	2052	603	1015	1449	-0.454230772
16	1334	611	1649	559	723	1090	-0.532913487
17	1557	565	3326	483	992	2843	-1.459654978
18	1611	568	3053	521	1043	2532	-1.220191151
19	1911	572	2606	525	1339	2081	-0.576773909
20	1716	589	2318	543	1127	1775	-0.595984413
!sample_table_end
