^SAMPLE = GSM872981
!Sample_title = CD3 lymphocytes from 5_35086
!Sample_geo_accession = GSM872981
!Sample_status = Public on Jul 01 2013
!Sample_submission_date = Feb 09 2012
!Sample_last_update_date = Jul 01 2013
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = CD3 lymphocytes isolated from peripheral blood
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell type: CD3 lymphocytes isolated from peripheral blood
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from whole bone marrow, whole peripheral blood or CD3 lymphocytes isolated from peripheral blood prior to treatment with lenalidomide, at the individual centers participating in the study. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer and agarose gel electrophoresis.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_hyb_protocol = The Arrays were then washed using Affymetrix fluidics stations, and scanned according to the manufacturer's instructions.
!Sample_scan_protocol = CEL files, generated by AGCC Viewer. CNCHP and LOHCHP, generated by Genotyping Console (all provided by Affymetrix)
!Sample_description = Hybridized to 6.0 Array
!Sample_data_processing = CNCHP (from 6.0 arrays) provide data for copy number and LOH analysis.
!Sample_data_processing = Genotyping Console; algorithm-name = CN5
!Sample_platform_id = GPL6801
!Sample_contact_name = Mar,,Mallo
!Sample_contact_institute = Josep Carreras Leukaemia Research Institute
!Sample_contact_address = Ctra de Can Ruti, s/n, camÃ­ de les escoles. Edifici IMPPC
!Sample_contact_city = Badalona
!Sample_contact_zip/postal_code = 08916
!Sample_contact_country = Spain
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM872nnn/GSM872981/suppl/GSM872981_D162_GenomeWideSNP_6_.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM872nnn/GSM872981/suppl/GSM872981_D162_GenomeWideSNP_6_.CN5.CNCHP.gz
!Sample_series_id = GSE35656
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#CHROMOSOME = 
#POSITION = 
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	CHROMOSOME	POSITION	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	2.000000	1	51586	-0.366043	1.241687	nan	nan
CN_473964	2.000000	1	51659	-0.226185	1.241634	nan	nan
CN_473965	2.000000	1	51674	-0.261127	1.241624	nan	nan
CN_473981	2.000000	1	52771	-0.587367	1.240835	nan	nan
CN_473982	2.000000	1	52788	0.055251	1.240823	nan	nan
CN_497981	2.000000	1	62627	-0.020062	1.233981	nan	nan
CN_502615	2.000000	1	75787	-0.138778	1.225579	nan	nan
CN_502613	2.000000	1	75849	0.091698	1.225542	nan	nan
CN_502614	2.000000	1	76175	-0.619127	1.225346	nan	nan
CN_502616	0.000000	1	76192	-2.379425	1.225336	nan	nan
CN_502843	4.000000	1	88453	0.224588	1.218457	nan	nan
CN_466171	4.000000	1	218557	1.324319	4.343801	nan	nan
CN_468414	4.000000	1	218926	0.280290	4.344228	nan	nan
CN_468412	4.000000	1	219009	-0.030772	4.344324	nan	nan
CN_468413	4.000000	1	219024	0.703979	4.344341	nan	nan
CN_470565	4.000000	1	219470	0.188886	4.344857	nan	nan
CN_468424	4.000000	1	225521	0.871375	4.351897	nan	nan
CN_468425	4.000000	1	225579	1.021725	4.351964	nan	nan
CN_460512	4.000000	1	346294	0.872177	6.244799	nan	nan
CN_460513	4.000000	1	346393	0.953865	6.244800	nan	nan
!sample_table_end
