^SAMPLE = GSM873043
!Sample_title = Bone marrow MD79
!Sample_geo_accession = GSM873043
!Sample_status = Public on Jul 01 2013
!Sample_submission_date = Feb 09 2012
!Sample_last_update_date = Jul 01 2013
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Bone marrow
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell type: Bone marrow
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from whole bone marrow, whole peripheral blood or CD3 lymphocytes isolated from peripheral blood prior to treatment with lenalidomide, at the individual centers participating in the study. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer and agarose gel electrophoresis.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_hyb_protocol = The Arrays were then washed using Affymetrix fluidics stations, and scanned according to the manufacturer's instructions.
!Sample_scan_protocol = CEL files, generated by AGCC Viewer. CNCHP and LOHCHP, generated by Genotyping Console (all provided by Affymetrix)
!Sample_description = Hybridized to 6.0 Array
!Sample_data_processing = CNCHP (from 6.0 arrays) provide data for copy number and LOH analysis.
!Sample_data_processing = Genotyping Console; algorithm-name = CN5
!Sample_platform_id = GPL6801
!Sample_contact_name = Mar,,Mallo
!Sample_contact_institute = Josep Carreras Leukaemia Research Institute
!Sample_contact_address = Ctra de Can Ruti, s/n, camÃ­ de les escoles. Edifici IMPPC
!Sample_contact_city = Badalona
!Sample_contact_zip/postal_code = 08916
!Sample_contact_country = Spain
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM873nnn/GSM873043/suppl/GSM873043_MD79_GenomeWideSNP_6_.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM873nnn/GSM873043/suppl/GSM873043_MD79_GenomeWideSNP_6_.CN5.CNCHP.gz
!Sample_series_id = GSE35656
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#CHROMOSOME = 
#POSITION = 
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	CHROMOSOME	POSITION	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	1.000000	1	51586	-0.119832	0.830904	nan	nan
CN_473964	1.000000	1	51659	-0.504649	0.830800	nan	nan
CN_473965	1.000000	1	51674	-0.738090	0.830778	nan	nan
CN_473981	1.000000	1	52771	-0.590039	0.829210	nan	nan
CN_473982	1.000000	1	52788	-0.256789	0.829185	nan	nan
CN_497981	1.000000	1	62627	0.310963	0.815441	nan	nan
CN_502615	1.000000	1	75787	-1.079566	0.798104	nan	nan
CN_502613	1.000000	1	75849	-0.871874	0.798025	nan	nan
CN_502614	0.000000	1	76175	-2.150378	0.797613	nan	nan
CN_502616	0.000000	1	76192	-2.164875	0.797591	nan	nan
CN_502843	4.000000	1	88453	0.286208	0.782747	nan	nan
CN_466171	4.000000	1	218557	1.000940	3.958696	nan	nan
CN_468414	4.000000	1	218926	0.669012	3.958850	nan	nan
CN_468412	4.000000	1	219009	-0.044343	3.958885	nan	nan
CN_468413	4.000000	1	219024	0.336535	3.958892	nan	nan
CN_470565	4.000000	1	219470	0.513924	3.959079	nan	nan
CN_468424	4.000000	1	225521	0.587084	3.961631	nan	nan
CN_468425	4.000000	1	225579	0.771873	3.961656	nan	nan
CN_460512	4.000000	1	346294	0.307712	5.383090	nan	nan
CN_460513	4.000000	1	346393	1.280194	5.383097	nan	nan
!sample_table_end
