^SAMPLE = GSM872947
!Sample_title = Bone marrow 3_33490
!Sample_geo_accession = GSM872947
!Sample_status = Public on Jul 01 2013
!Sample_submission_date = Feb 09 2012
!Sample_last_update_date = Jul 01 2013
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Bone marrow
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell type: Bone marrow
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from whole bone marrow, whole peripheral blood or CD3 lymphocytes isolated from peripheral blood prior to treatment with lenalidomide, at the individual centers participating in the study. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer and agarose gel electrophoresis.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_hyb_protocol = The Arrays were then washed using Affymetrix fluidics stations, and scanned according to the manufacturer's instructions.
!Sample_scan_protocol = CEL files, generated by AGCC Viewer. CNCHP and LOHCHP, generated by Genotyping Console (all provided by Affymetrix)
!Sample_description = Hybridized to 6.0 Array
!Sample_data_processing = CNCHP (from 6.0 arrays) provide data for copy number and LOH analysis.
!Sample_data_processing = Genotyping Console; algorithm-name = CN5
!Sample_platform_id = GPL6801
!Sample_contact_name = Mar,,Mallo
!Sample_contact_institute = Josep Carreras Leukaemia Research Institute
!Sample_contact_address = Ctra de Can Ruti, s/n, camÃ­ de les escoles. Edifici IMPPC
!Sample_contact_city = Badalona
!Sample_contact_zip/postal_code = 08916
!Sample_contact_country = Spain
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM872nnn/GSM872947/suppl/GSM872947_3_33490_GenomeWideSNP_6_.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM872nnn/GSM872947/suppl/GSM872947_3_33490_GenomeWideSNP_6_.CN5.CNCHP.gz
!Sample_series_id = GSE35656
!Sample_data_row_count = 1813441
#ID_REF = 
#VALUE = CN STATE
#CHROMOSOME = 
#POSITION = 
#LOG2 RATIO = 
#SMOOTH SIGNAL = 
#LOH = 
#ALLELE DIFFERENCE = 
!sample_table_begin
ID_REF	VALUE	CHROMOSOME	POSITION	LOG2 RATIO	SMOOTH SIGNAL	LOH	ALLELE DIFFERENCE
CN_473963	1.000000	1	51586	-0.576161	1.061345	nan	nan
CN_473964	1.000000	1	51659	-0.324308	1.061280	nan	nan
CN_473965	1.000000	1	51674	-0.381685	1.061267	nan	nan
CN_473981	1.000000	1	52771	-0.710439	1.060296	nan	nan
CN_473982	1.000000	1	52788	-0.100494	1.060281	nan	nan
CN_497981	1.000000	1	62627	0.496406	1.051743	nan	nan
CN_502615	1.000000	1	75787	-0.910385	1.040927	nan	nan
CN_502613	1.000000	1	75849	-0.116120	1.040877	nan	nan
CN_502614	1.000000	1	76175	-0.484657	1.040620	nan	nan
CN_502616	0.000000	1	76192	-2.754673	1.040607	nan	nan
CN_502843	4.000000	1	88453	0.215700	1.031348	nan	nan
CN_466171	4.000000	1	218557	0.705099	4.240107	nan	nan
CN_468414	4.000000	1	218926	0.675483	4.239748	nan	nan
CN_468412	4.000000	1	219009	1.063879	4.239667	nan	nan
CN_468413	4.000000	1	219024	0.660832	4.239653	nan	nan
CN_470565	4.000000	1	219470	0.372769	4.239220	nan	nan
CN_468424	4.000000	1	225521	0.458343	4.233324	nan	nan
CN_468425	4.000000	1	225579	0.276946	4.233267	nan	nan
CN_460512	4.000000	1	346294	0.803091	4.624709	nan	nan
CN_460513	4.000000	1	346393	0.541285	4.624707	nan	nan
!sample_table_end
