^SAMPLE = GSM2474324
!Sample_title = C1 Synchronous Paraganglioma three
!Sample_geo_accession = GSM2474324
!Sample_status = Public on Feb 02 2017
!Sample_submission_date = Feb 01 2017
!Sample_last_update_date = Feb 02 2017
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Paraganglioma/extra-adrenal Phaeochromocytoma
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Paraganglioma/extra-adrenal Phaeochromocytoma
!Sample_characteristics_ch1 = Sex: Male
!Sample_characteristics_ch1 = Stage: benign
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = DNA was extracted from fresh frozen tissue samples with the Qiagen Dneasy blood and tissue kit, or from formalin-fixed parrafin-embedded tissue using the Qiagen QIAamp FFPE DNA kit
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix CytoscanHD/OncoScan standard protocol
!Sample_hyb_protocol = Affymetrix CytoscanHD/OncoScan standard protocol
!Sample_scan_protocol = Affymetrix CytoscanHD/OncoScan standard protocol
!Sample_description = Fresh Frozen DNA, CytoscanHD
!Sample_description = C1-PGL3
!Sample_data_processing = Chromosome Analysis Suite (ChAS) with internal reference
!Sample_platform_id = GPL16131
!Sample_contact_name = Aidan,John,Flynn
!Sample_contact_email = aidan.ja.flynn@gmail.com
!Sample_contact_laboratory = Molecular Imaging and Targeted Therapeutics
!Sample_contact_department = Research
!Sample_contact_institute = Peter MacCallum Cancer Center
!Sample_contact_address = 305 Grattan St
!Sample_contact_city = Melbourne
!Sample_contact_state = Victoria
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Australia
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2474nnn/GSM2474324/suppl/GSM2474324_C1_PGL3_CytoScanHD_Array_.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2474nnn/GSM2474324/suppl/GSM2474324_C1_PGL3_CytoScanHD_Array_.cyhd.cychp.gz
!Sample_series_id = GSE94378
!Sample_data_row_count = 2749693
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	-0.510217	-0.380225	1.532867
C-4WYLN	-0.272108	-0.269034	1.532915
C-3BFNY	-0.417123	-0.400858	1.533009
C-7ONNE	-0.140468	-0.289800	1.534139
C-6HYCN	0.003184	-0.237700	1.534090
C-7SCGC	-0.123872	-0.126964	1.533991
C-7RZQQ	-0.228580	-0.262748	1.533634
C-7RZWZ	-0.430764	-0.152617	1.533613
C-7SEBI	-0.360364	-0.295583	1.534621
C-7RZIL	-0.328038	-0.186474	1.532490
C-4NQTX	-0.272855	-0.329055	1.530919
C-7SDKW	-0.071390	-0.221534	1.531084
S-3WRNV	nan	nan	nan
C-7RXVK	-0.105788	-0.249163	1.531316
C-4LHKS	-0.316263	-0.143948	1.531477
C-7RWHE	-0.620303	-0.294168	1.531564
C-7SBEJ	0.162988	-0.192087	1.531436
C-7RYJO	-0.301850	-0.210934	1.531116
C-7SEGS	-0.058780	-0.112898	1.530818
C-4LLXK	-0.363209	-0.267772	1.530373
!sample_table_end
