^SAMPLE = GSM259874
!Sample_title = MicMa 632
!Sample_geo_accession = GSM259874
!Sample_status = Public on Jul 01 2010
!Sample_submission_date = Jan 28 2008
!Sample_last_update_date = Jan 22 2010
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = primary breast carcinoma, MicMa 632
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Tissue: breast carcinoma, part of a larger cohort of stage I and II primary tumors. 
!Sample_characteristics_ch1 = Gender: female
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor DNA was extracted at The Norwegian Radium Hospital using an ABI 341 Nucleic Acid Purification System (Applied Biosystems) according to manufacturerâs protocol. Fresh frozen tumor tissue were homogenized and digested before phenol chloroform extraction on the ABI 341 system. DNA was stored at 4ÂºC until use.
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = 100 ng genomic DNA was amplified using phi29 DNA polymerase at 30ÂºC, 16 hours over night. Amplified DNA was digested using 50 units AluI and 50 units RsaI nucleases, 2 hours incubation at 37ÂºC. The amplified and digested DNA was purified using QIAprep Miniprep Kit (QIAGEN) according to manufacturer's protocol, and quantified using a NanoDrop ND-1000 UV-Vis Spectrophotometer (NanoDrop Technologies).  10 Î¼g amplified and digested DNA was labeled with Cy5-dUTP (PerkinElmer) using the BioPrime Labeling System (Invitrogen). Cy3 and Cy5 reactions were combined and purified using Microcon YM-30 Filters (Amicon).
!Sample_source_name_ch2 = Human Male Genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Purified human genomic DNA from multiple anonymous donors. Promega Cat.# G1471
!Sample_biomaterial_provider_ch2 = Promega
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Genomic DNA are purified (extraction method unknown), and greater than 90% of the DNA is longer than 50kb in size as measured by pulsed-field gel electrophoresis. The DNA is stored in 10mM Tris-HCl (pH 8.0), 1mM EDTA.
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = 100 ng genomic DNA was amplified using phi29 DNA polymerase at 30ÂºC, 16 hours over night. Amplified DNA was digested using 50 units AluI and 50 units RsaI nucleases, 2 hours incubation at 37ÂºC. The amplified and digested DNA was purified using QIAprep Miniprep Kit (QIAGEN) according to manufacturer's protocol, and quantified using a NanoDrop ND-1000 UV-Vis Spectrophotometer (NanoDrop Technologies).  10 Î¼g amplified and digested DNA was labeled with Cy3-dUTP (PerkinElmer) using the BioPrime Labeling System (Invitrogen). Cy3 and Cy5 reactions were combined and purified using Microcon YM-30 Filters (Amicon).
!Sample_hyb_protocol = For each experiment, 10 Î¼g labeled tumor DNA, 10 Î¼g labeled reference DNA, Agilent blocking agent, Cot-1 DNA and Agilent hybridization buffer were loaded onto the arrays and assembled in hybridization chambers according to manufacturerâs protocol.Arrays were incubated at 65ÂºC for 40 hours in a Robbins Scientific oven with rotary motion (20 rpm).Hybridization chambers were taken out of the oven, arrays quickly disassembled in washing solution 1 (0.5 x SSPE, 0.005% N-lauroylsarcosine) and placed in slide-rack submerged in fresh washing solution 1.Arrays were manually washed in batches of four; five minutes in washing solution 1, one minute in washing solution 2 (0.1 x SSPE 0.005% N-lauroylsarcosine) at 37ÂºC, one minute in 100% acetonitrile (Merck) and 30 seconds in Stabilization & Drying solution (Agilent Technologies).Arrays were protected from light until scanning.
!Sample_scan_protocol = ScannerName: Agilent Technologies Scanner G2505B US22502513
!Sample_scan_protocol = NumChannels: 2
!Sample_scan_protocol = MicronsPerPixel: 10
!Sample_scan_protocol = FeatureExtractor_ScanFileGUID: e4fe23c9-8c99-4157-b681-88b0ff1d7e7a
!Sample_description = The arrays were scanned within 30 minutes after washing, using an Agilent Microarray Scanner. Data extraction, filtering and normalization were conducted using the Feature Extraction software version A.7.5.1 from Agilent Technologies
!Sample_data_processing = VALUE = LogRatio (base 10): (REDsignal/GREENsignal) per feature (processed signals used).
!Sample_data_processing = Processed signals: Raw intensities are background corrected using local background subtraction. A linear normalization is applied to correct for dye bias.
!Sample_platform_id = GPL2873
!Sample_contact_name = JÃ¸rgen,MÃ¸mb,AarÃ¸e
!Sample_contact_email = jorgen.aaroe@rr-research.no
!Sample_contact_phone = +4791774653
!Sample_contact_fax = +4722934440
!Sample_contact_laboratory = Genetics
!Sample_contact_department = Genetics
!Sample_contact_institute = The Norwegian Radium Hospital
!Sample_contact_address = Montebello
!Sample_contact_city = Oslo
!Sample_contact_zip/postal_code = N-0310
!Sample_contact_country = Norway
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM259nnn/GSM259874/suppl/GSM259874.txt.gz
!Sample_series_id = GSE10583
!Sample_data_row_count = 42633
#ID_REF = Agilent feature number
#VALUE = LogRatio (base 10): (REDsignal/GREENsignal) per feature (processed signals used)
#gProcessedSignal = green (Cy3) preprossed signal
#rProcessedSignal = red (Cy5) preprossed signal
#gMeanSignal = Raw mean signal of feature in green channel (inlier pixels)
#rMeanSignal = Raw mean signal of feature in red channel (inlier pixels)
#gBGSubSignal = green background-subtracted signal
#rBGSubSignal = red background-subtracted signal
!sample_table_begin
ID_REF	VALUE	gProcessedSignal	rProcessedSignal	gMeanSignal	rMeanSignal	gBGSubSignal	rBGSubSignal
1	-2.00E+00	3.02E+04	7.68E+01	4.77E+03	7.50E+01	4687.23	12.9681
2	0.00E+00	4.34E+00	2.81E+00	6.83E+01	5.94E+01	-16.2099	-2.68827
3	1.07E-02	9.61E+02	9.85E+02	2.33E+02	2.29E+02	148.981	166.432
4	-1.56E-01	1.05E+03	7.35E+02	2.48E+02	1.86E+02	163.108	124.151
5	3.88E-02	7.54E+02	8.24E+02	2.01E+02	2.01E+02	116.811	139.229
6	-2.52E-01	9.33E+02	5.22E+02	2.29E+02	1.50E+02	144.639	88.1512
7	-2.00E+00	3.20E+04	8.80E+01	5.05E+03	7.69E+01	4961.72	14.8635
8	-2.22E-02	7.45E+02	7.08E+02	2.00E+02	1.82E+02	115.482	119.61
9	7.40E-02	3.07E+02	3.64E+02	1.32E+02	1.24E+02	47.5857	61.5038
10	-5.22E-02	1.43E+03	1.27E+03	3.07E+02	2.77E+02	222.384	214.932
11	-5.02E-02	8.32E+02	7.41E+02	2.13E+02	1.87E+02	128.881	125.132
12	-8.14E-03	3.23E+02	3.17E+02	1.35E+02	1.16E+02	50.1296	53.6247
13	7.70E-02	1.98E+03	2.36E+03	3.91E+02	4.61E+02	306.676	399.094
14	-2.00E+00	3.38E+04	1.00E+02	5.32E+03	7.90E+01	5239.34	16.9324
15	6.01E-01	9.16E+01	3.65E+02	9.87E+01	1.24E+02	14.1928	61.7181
16	6.49E-03	1.73E+03	1.76E+03	3.53E+02	3.59E+02	268.676	297.255
17	-1.59E-01	4.48E+02	3.11E+02	1.54E+02	1.15E+02	69.4476	52.5324
18	1.45E-01	4.59E+02	6.41E+02	1.56E+02	1.70E+02	71.0698	108.266
19	9.71E-02	1.31E+03	1.64E+03	2.88E+02	3.39E+02	203.443	277.29
20	-2.01E-02	1.34E+03	1.28E+03	2.92E+02	2.78E+02	207.805	216.255
!sample_table_end
