^SAMPLE = GSM259443
!Sample_title = MicMa 053
!Sample_geo_accession = GSM259443
!Sample_status = Public on Jul 01 2010
!Sample_submission_date = Jan 25 2008
!Sample_last_update_date = Jan 22 2010
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = primary breast carcinoma, MicMa 053
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Tissue: breast carcinoma, part of a larger cohort of stage I and II primary tumors. 
!Sample_characteristics_ch1 = Gender: female
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Tumor DNA was extracted at The Norwegian Radium Hospital using an ABI 341 Nucleic Acid Purification System (Applied Biosystems) according to manufacturerâs protocol. Fresh frozen tumor tissue were homogenized and digested before phenol chloroform extraction on the ABI 341 system. DNA was stored at 4ÂºC until use.
!Sample_label_ch1 = Cy5
!Sample_label_protocol_ch1 = 100 ng genomic DNA was amplified using phi29 DNA polymerase at 30ÂºC, 16 hours over night. Amplified DNA was digested using 50 units AluI and 50 units RsaI nucleases, 2 hours incubation at 37ÂºC. The amplified and digested DNA was purified using QIAprep Miniprep Kit (QIAGEN) according to manufacturer's protocol, and quantified using a NanoDrop ND-1000 UV-Vis Spectrophotometer (NanoDrop Technologies).  10 Î¼g amplified and digested DNA was labeled with Cy5-dUTP (PerkinElmer) using the BioPrime Labeling System (Invitrogen). Cy3 and Cy5 reactions were combined and purified using Microcon YM-30 Filters (Amicon).
!Sample_source_name_ch2 = Human Male Genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Purified human genomic DNA from multiple anonymous donors. Promega Cat.# G1471
!Sample_biomaterial_provider_ch2 = Promega
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Genomic DNA are purified (extraction method unknown), and greater than 90% of the DNA is longer than 50kb in size as measured by pulsed-field gel electrophoresis. The DNA is stored in 10mM Tris-HCl (pH 8.0), 1mM EDTA.
!Sample_label_ch2 = Cy3
!Sample_label_protocol_ch2 = 100 ng genomic DNA was amplified using phi29 DNA polymerase at 30ÂºC, 16 hours over night. Amplified DNA was digested using 50 units AluI and 50 units RsaI nucleases, 2 hours incubation at 37ÂºC. The amplified and digested DNA was purified using QIAprep Miniprep Kit (QIAGEN) according to manufacturer's protocol, and quantified using a NanoDrop ND-1000 UV-Vis Spectrophotometer (NanoDrop Technologies).  10 Î¼g amplified and digested DNA was labeled with Cy3-dUTP (PerkinElmer) using the BioPrime Labeling System (Invitrogen). Cy3 and Cy5 reactions were combined and purified using Microcon YM-30 Filters (Amicon).
!Sample_hyb_protocol = For each experiment, 10 Î¼g labeled tumor DNA, 10 Î¼g labeled reference DNA, Agilent blocking agent, Cot-1 DNA and Agilent hybridization buffer were loaded onto the arrays and assembled in hybridization chambers according to manufacturerâs protocol.Arrays were incubated at 65ÂºC for 40 hours in a Robbins Scientific oven with rotary motion (20 rpm).Hybridization chambers were taken out of the oven, arrays quickly disassembled in washing solution 1 (0.5 x SSPE, 0.005% N-lauroylsarcosine) and placed in slide-rack submerged in fresh washing solution 1.Arrays were manually washed in batches of four; five minutes in washing solution 1, one minute in washing solution 2 (0.1 x SSPE 0.005% N-lauroylsarcosine) at 37ÂºC, one minute in 100% acetonitrile (Merck) and 30 seconds in Stabilization & Drying solution (Agilent Technologies).Arrays were protected from light until scanning.
!Sample_scan_protocol = ScannerName: Agilent Technologies Scanner G2505B US22502513
!Sample_scan_protocol = NumChannels: 2
!Sample_scan_protocol = MicronsPerPixel: 10
!Sample_scan_protocol = FeatureExtractor_ScanFileGUID: e4fe23c9-8c99-4157-b681-88b0ff1d7e7a
!Sample_description = The arrays were scanned within 30 minutes after washing, using an Agilent Microarray Scanner. Data extraction, filtering and normalization were conducted using the Feature Extraction software version A.7.5.1 from Agilent Technologies
!Sample_data_processing = VALUE = LogRatio (base 10): (REDsignal/GREENsignal) per feature (processed signals used).
!Sample_data_processing = Processed signals: Raw intensities are background corrected using local background subtraction. A linear normalization is applied to correct for dye bias.
!Sample_platform_id = GPL2873
!Sample_contact_name = JÃ¸rgen,MÃ¸mb,AarÃ¸e
!Sample_contact_email = jorgen.aaroe@rr-research.no
!Sample_contact_phone = +4791774653
!Sample_contact_fax = +4722934440
!Sample_contact_laboratory = Genetics
!Sample_contact_department = Genetics
!Sample_contact_institute = The Norwegian Radium Hospital
!Sample_contact_address = Montebello
!Sample_contact_city = Oslo
!Sample_contact_zip/postal_code = N-0310
!Sample_contact_country = Norway
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM259nnn/GSM259443/suppl/GSM259443.txt.gz
!Sample_series_id = GSE10583
!Sample_data_row_count = 42633
#ID_REF = Agilent feature number
#VALUE = LogRatio (base 10): (REDsignal/GREENsignal) per feature (processed signals used)
#gProcessedSignal = green (Cy3) preprossed signal
#rProcessedSignal = red (Cy5) preprossed signal
#gMeanSignal = Raw mean signal of feature in green channel (inlier pixels)
#rMeanSignal = Raw mean signal of feature in red channel (inlier pixels)
#gBGSubSignal = green background-subtracted signal
#rBGSubSignal = red background-subtracted signal
!sample_table_begin
ID_REF	VALUE	gProcessedSignal	rProcessedSignal	gMeanSignal	rMeanSignal	gBGSubSignal	rBGSubSignal
1	-2.00E+00	2.55E+04	7.92E+01	4.25E+03	7.67E+01	4164.62	13.6979
2	0.00E+00	5.00E+00	2.98E+00	7.50E+01	6.16E+01	-13.2113	-1.42929
3	1.12E-01	1.35E+03	1.75E+03	3.09E+02	3.66E+02	221.074	303.222
4	1.07E-01	1.46E+03	1.86E+03	3.26E+02	3.85E+02	237.789	321.83
5	6.78E-02	1.41E+03	1.65E+03	3.19E+02	3.48E+02	230.34	285.146
6	-7.36E-02	8.55E+02	7.22E+02	2.28E+02	1.88E+02	139.651	124.836
7	-2.00E+00	2.77E+04	1.37E+02	4.62E+03	8.66E+01	4530.01	23.6211
8	-4.88E-02	4.43E+02	3.96E+02	1.61E+02	1.31E+02	72.322	68.4415
9	7.47E-02	2.88E+02	3.42E+02	1.35E+02	1.22E+02	46.9956	59.1117
10	-2.17E-01	1.71E+03	1.04E+03	3.68E+02	2.43E+02	279.896	179.901
11	-2.48E-02	9.92E+02	9.37E+02	2.50E+02	2.25E+02	161.955	162.008
12	-5.06E-02	7.71E+02	6.87E+02	2.14E+02	1.82E+02	125.95	118.718
13	2.60E-01	2.20E+03	4.00E+03	4.47E+02	7.54E+02	358.635	691.354
14	-2.00E+00	3.01E+04	1.23E+02	5.00E+03	8.43E+01	4911.61	21.3296
15	7.29E-02	1.89E+02	2.23E+02	1.19E+02	1.02E+02	30.8199	38.602
16	-1.52E-01	2.26E+03	1.59E+03	4.57E+02	3.38E+02	368.455	275.175
17	-3.10E-02	5.21E+02	4.85E+02	1.73E+02	1.47E+02	85.122	83.9415
18	1.90E-01	4.19E+02	6.49E+02	1.57E+02	1.75E+02	68.4887	112.275
19	-2.75E-02	1.11E+03	1.04E+03	2.69E+02	2.43E+02	181.055	179.975
20	6.71E-02	1.49E+03	1.74E+03	3.31E+02	3.63E+02	243.133	300.491
!sample_table_end
