^SAMPLE = GSM352078
!Sample_title = 15_17_42_X
!Sample_geo_accession = GSM352078
!Sample_status = Public on Apr 01 2009
!Sample_submission_date = Dec 17 2008
!Sample_last_update_date = Apr 22 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = leukemic cell obtained from acute lymphoblastic leukemia patient
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = leukemia
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = standard DNA extraction
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix standard protocol
!Sample_hyb_protocol = Affymetrix standard protocol
!Sample_scan_protocol = Affymetrix standard protocol
!Sample_description = We have used anonymous normal references (own-lab-generated) for SNP array analysis.
!Sample_description = 15_17_42_X_Mapping50K_Xba240
!Sample_data_processing = CNAG/AsCNAR 3.0
!Sample_platform_id = GPL2005
!Sample_contact_name = Motohiro,,Kato
!Sample_contact_institute = University of Tokyo
!Sample_contact_address = 7-3-1, Hongo, Bunkyo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 113-8655
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM352nnn/GSM352078/suppl/GSM352078.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM352nnn/GSM352078/suppl/GSM352078.CHP.gz
!Sample_series_id = GSE14016
!Sample_data_row_count = 58494
#ID_REF = 
#VALUE = log2ratio_AB
#log2ratio_A = 
#log2ratio_B = 
#N_AB = 
#N_A = 
#N_B = 
#Call_done = 
#Call_reference = 
!sample_table_begin
ID_REF	VALUE	log2ratio_A	log2ratio_B	N_AB	N_A	N_B	Call_done	Call_reference
SNP_A-1677174	-0.007285	0.546152	-0.924643	2	1	1	1	1
SNP_A-1678466	0.103228	0.000000	0.000000	2	0	0	3	1
SNP_A-1676440	0.058329	0.329816	-1.304894	2	1	1	1	1
SNP_A-1662392	0.017071	0.590436	-1.631740	2	1	1	1	1
SNP_A-1685736	-0.001621	0.487575	-0.992100	2	1	1	1	1
SNP_A-1681384	-0.031772	0.000000	0.000000	2	0	0	3	1
SNP_A-1642581	-0.009548	0.510099	-2.213985	2	1	1	3	1
SNP_A-1669029	-0.078046	0.300762	-0.532579	2	1	1	1	1
SNP_A-1718237	-0.180737	0.000000	0.000000	2	0	0	1	1
SNP_A-1748467	-0.095322	0.000000	0.000000	2	0	0	1	1
SNP_A-1705537	0.057364	0.123805	-0.012285	2	1	1	2	2
SNP_A-1683756	0.142918	0.159340	0.126306	2	1	1	2	2
SNP_A-1696782	-0.055593	0.000000	0.000000	2	0	0	3	1
SNP_A-1673422	0.036791	0.000000	0.000000	2	0	0	3	1
SNP_A-1670878	0.027312	0.494579	-0.767542	2	1	1	3	1
SNP_A-1743511	-0.205823	0.000000	0.000000	2	0	0	3	1
SNP_A-1736635	0.000713	0.638622	-0.865071	2	1	1	3	1
SNP_A-1666738	-0.006042	0.440793	-1.198633	2	1	1	1	1
SNP_A-1721407	0.117622	0.626568	-0.648637	2	1	1	1	1
SNP_A-1686722	0.011723	0.465041	-2.101036	2	1	1	1	1
!sample_table_end
