^SAMPLE = GSM352054
!Sample_title = 15-17-7_X
!Sample_geo_accession = GSM352054
!Sample_status = Public on Apr 01 2009
!Sample_submission_date = Dec 17 2008
!Sample_last_update_date = Apr 22 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = leukemic cell obtained from acute lymphoblastic leukemia patient
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = leukemia
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = standard DNA extraction
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix standard protocol
!Sample_hyb_protocol = Affymetrix standard protocol
!Sample_scan_protocol = Affymetrix standard protocol
!Sample_description = We have used anonymous normal references (own-lab-generated) for SNP array analysis.
!Sample_description = 15-17-7_X_Mapping50K_Xba240
!Sample_data_processing = CNAG/AsCNAR 3.0
!Sample_platform_id = GPL2005
!Sample_contact_name = Motohiro,,Kato
!Sample_contact_institute = University of Tokyo
!Sample_contact_address = 7-3-1, Hongo, Bunkyo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 113-8655
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM352nnn/GSM352054/suppl/GSM352054.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM352nnn/GSM352054/suppl/GSM352054.CHP.gz
!Sample_series_id = GSE14016
!Sample_data_row_count = 58494
#ID_REF = 
#VALUE = log2ratio_AB
#log2ratio_A = 
#log2ratio_B = 
#N_AB = 
#N_A = 
#N_B = 
#Call_done = 
#Call_reference = 
!sample_table_begin
ID_REF	VALUE	log2ratio_A	log2ratio_B	N_AB	N_A	N_B	Call_done	Call_reference
SNP_A-1677174	-0.043118	0.000000	0.000000	2	1	1	1	1
SNP_A-1678466	0.022939	0.026744	0.019124	2	1	1	2	2
SNP_A-1676440	0.014136	0.094520	-0.070993	2	1	1	2	2
SNP_A-1662392	0.047321	0.054989	0.039611	2	1	1	2	2
SNP_A-1685736	0.184531	0.221876	0.146193	2	1	1	2	2
SNP_A-1681384	-0.114087	0.000000	0.000000	2	0	0	3	1
SNP_A-1642581	-0.107229	0.000000	0.000000	2	0	0	3	1
SNP_A-1669029	0.065021	0.000000	0.000000	2	1	1	1	1
SNP_A-1718237	0.104788	0.000000	0.000000	2	0	0	1	1
SNP_A-1748467	0.155246	0.000000	0.000000	2	0	0	1	1
SNP_A-1705537	-0.202709	-0.192929	-0.212555	2	1	1	2	2
SNP_A-1683756	-0.038042	-0.010432	-0.066191	2	1	1	2	2
SNP_A-1696782	0.121312	0.000000	0.000000	2	0	0	3	1
SNP_A-1673422	0.101858	0.000000	0.000000	2	0	0	3	1
SNP_A-1670878	-0.148899	0.000000	0.000000	2	0	0	3	1
SNP_A-1743511	0.031084	0.000000	0.000000	2	0	0	3	1
SNP_A-1736635	0.116768	0.000000	0.000000	2	1	1	3	1
SNP_A-1666738	0.035297	0.000000	0.000000	2	1	1	3	1
SNP_A-1721407	0.040069	0.049161	0.030920	2	1	1	2	2
SNP_A-1686722	-0.222741	0.000000	0.000000	2	1	1	1	1
!sample_table_end
