^SAMPLE = GSM352067
!Sample_title = 15.17-4_X
!Sample_geo_accession = GSM352067
!Sample_status = Public on Apr 01 2009
!Sample_submission_date = Dec 17 2008
!Sample_last_update_date = Apr 22 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = leukemic cell obtained from acute lymphoblastic leukemia patient
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = leukemia
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = standard DNA extraction
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix standard protocol
!Sample_hyb_protocol = Affymetrix standard protocol
!Sample_scan_protocol = Affymetrix standard protocol
!Sample_description = We have used anonymous normal references (own-lab-generated) for SNP array analysis.
!Sample_description = 15.17-4_X_Mapping50K_Xba240
!Sample_data_processing = CNAG/AsCNAR 3.0
!Sample_platform_id = GPL2005
!Sample_contact_name = Motohiro,,Kato
!Sample_contact_institute = University of Tokyo
!Sample_contact_address = 7-3-1, Hongo, Bunkyo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 113-8655
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM352nnn/GSM352067/suppl/GSM352067.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM352nnn/GSM352067/suppl/GSM352067.CHP.gz
!Sample_series_id = GSE14016
!Sample_data_row_count = 58494
#ID_REF = 
#VALUE = log2ratio_AB
#log2ratio_A = 
#log2ratio_B = 
#N_AB = 
#N_A = 
#N_B = 
#Call_done = 
#Call_reference = 
!sample_table_begin
ID_REF	VALUE	log2ratio_A	log2ratio_B	N_AB	N_A	N_B	Call_done	Call_reference
SNP_A-1677174	-0.180965	0.317554	-1.095181	2	1	1	1	1
SNP_A-1678466	0.635383	1.041480	0.068136	2	3	1	3	2
SNP_A-1676440	-0.040927	0.852814	-0.792396	2	3	1	1	1
SNP_A-1662392	0.113286	0.134221	0.092042	2	1	1	2	2
SNP_A-1685736	0.034472	0.058525	0.010011	2	1	1	2	2
SNP_A-1681384	-0.187422	0.483383	-0.750813	2	0	0	3	1
SNP_A-1642581	-0.250450	0.405988	-1.908809	2	1	1	3	1
SNP_A-1669029	-0.159063	0.500095	-0.378728	2	3	1	1	1
SNP_A-1718237	0.108253	0.534570	-1.400840	2	0	0	1	1
SNP_A-1748467	-0.109003	0.289424	-1.371778	2	0	0	1	1
SNP_A-1705537	0.286019	0.922559	-1.640840	2	1	1	1	1
SNP_A-1683756	0.239625	0.260800	0.218136	2	1	1	2	2
SNP_A-1696782	-0.077998	0.623402	-0.811498	2	0	0	3	1
SNP_A-1673422	-0.057210	0.591142	-0.707001	2	1	1	3	1
SNP_A-1670878	-0.693167	-0.122475	-1.651186	2	1	1	3	2
SNP_A-1743511	-0.380930	0.424690	-0.339905	2	1	1	3	1
SNP_A-1736635	-0.054502	1.126874	-0.586785	2	1	1	3	1
SNP_A-1666738	-0.040409	-0.016523	-0.064697	2	1	1	2	2
SNP_A-1721407	-0.359622	-0.344425	-0.374980	2	1	1	2	2
SNP_A-1686722	-0.059463	0.628748	-1.237070	2	1	1	1	1
!sample_table_end
