^SAMPLE = GSM352061
!Sample_title = 15.17-20_X
!Sample_geo_accession = GSM352061
!Sample_status = Public on Apr 01 2009
!Sample_submission_date = Dec 17 2008
!Sample_last_update_date = Apr 22 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = leukemic cell obtained from acute lymphoblastic leukemia patient
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = leukemia
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = standard DNA extraction
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix standard protocol
!Sample_hyb_protocol = Affymetrix standard protocol
!Sample_scan_protocol = Affymetrix standard protocol
!Sample_description = We have used anonymous normal references (own-lab-generated) for SNP array analysis.
!Sample_description = 15.17-20_X_Mapping50K_Xba240
!Sample_data_processing = CNAG/AsCNAR 3.0
!Sample_platform_id = GPL2005
!Sample_contact_name = Motohiro,,Kato
!Sample_contact_institute = University of Tokyo
!Sample_contact_address = 7-3-1, Hongo, Bunkyo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 113-8655
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM352nnn/GSM352061/suppl/GSM352061.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM352nnn/GSM352061/suppl/GSM352061.CHP.gz
!Sample_series_id = GSE14016
!Sample_data_row_count = 58494
#ID_REF = 
#VALUE = log2ratio_AB
#log2ratio_A = 
#log2ratio_B = 
#N_AB = 
#N_A = 
#N_B = 
#Call_done = 
#Call_reference = 
!sample_table_begin
ID_REF	VALUE	log2ratio_A	log2ratio_B	N_AB	N_A	N_B	Call_done	Call_reference
SNP_A-1677174	-0.029390	0.749525	-0.693076	2	1	1	1	1
SNP_A-1678466	-0.338079	0.000000	0.000000	2	3	1	3	1
SNP_A-1676440	-0.236593	0.000000	0.000000	2	3	1	1	1
SNP_A-1662392	-0.355575	0.267401	-1.796608	2	1	1	1	1
SNP_A-1685736	-0.344188	0.345006	-1.240204	2	1	1	1	1
SNP_A-1681384	0.231727	0.685528	-0.497317	2	0	0	3	1
SNP_A-1642581	-0.184295	0.000000	0.000000	2	0	0	3	1
SNP_A-1669029	0.045198	0.000000	0.000000	2	3	1	1	1
SNP_A-1718237	-0.164207	0.327641	-1.453872	2	0	0	1	1
SNP_A-1748467	-0.087341	0.228513	-1.592735	2	0	0	1	1
SNP_A-1705537	-0.114979	0.571252	-1.347969	2	1	1	3	1
SNP_A-1683756	-0.338890	0.476635	-1.505188	2	1	1	1	1
SNP_A-1696782	-0.065409	0.756318	-0.728302	2	0	0	3	1
SNP_A-1673422	-0.126834	0.335363	-0.888558	2	1	1	3	1
SNP_A-1670878	0.794917	0.470989	-1.299160	2	1	1	3	1
SNP_A-1743511	-0.061660	0.514015	-0.810632	2	1	1	3	1
SNP_A-1736635	-0.145498	0.000000	0.000000	2	1	1	3	1
SNP_A-1666738	-0.109412	-0.093276	-0.125731	2	1	1	2	2
SNP_A-1721407	-0.429012	0.423978	-0.653317	2	1	1	1	1
SNP_A-1686722	0.230563	0.546443	-1.454664	2	1	1	1	1
!sample_table_end
