^SAMPLE = GSM352093
!Sample_title = APL63_N
!Sample_geo_accession = GSM352093
!Sample_status = Public on Apr 01 2009
!Sample_submission_date = Dec 17 2008
!Sample_last_update_date = Apr 22 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = leukemic cell obtained from acute lymphoblastic leukemia patient
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = leukemia
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = standard DNA extraction
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix standard protocol
!Sample_hyb_protocol = Affymetrix standard protocol
!Sample_scan_protocol = Affymetrix standard protocol
!Sample_description = We have used anonymous normal references (own-lab-generated) for SNP array analysis.
!Sample_description = APL63_N_Mapping250K_Nsp
!Sample_data_processing = CNAG/AsCNAR 3.0
!Sample_platform_id = GPL3718
!Sample_contact_name = Motohiro,,Kato
!Sample_contact_institute = University of Tokyo
!Sample_contact_address = 7-3-1, Hongo, Bunkyo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 113-8655
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM352nnn/GSM352093/suppl/GSM352093.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM352nnn/GSM352093/suppl/GSM352093.CHP.gz
!Sample_series_id = GSE14016
!Sample_data_row_count = 262264
#ID_REF = 
#VALUE = log2ratio_AB
#log2ratio_A = 
#log2ratio_B = 
#N_AB = 
#N_A = 
#N_B = 
#Call_done = 
#Call_reference = 
!sample_table_begin
ID_REF	VALUE	log2ratio_A	log2ratio_B	N_AB	N_A	N_B	Call_done	Call_reference
SNP_A-1886933	0.121500	0.370398	-1.300017	2	1	1	3	1
SNP_A-1902458	0.193810	0.000000	0.000000	2	1	1	1	1
SNP_A-2131660	0.048386	0.100896	-0.006107	2	1	1	2	2
SNP_A-4221087	-0.126822	0.000000	0.000000	2	1	1	1	1
SNP_A-1884606	0.431677	0.000000	0.000000	2	0	0	1	1
SNP_A-2235839	0.136707	0.685513	-0.967018	2	1	1	3	1
SNP_A-2218153	-0.311597	-0.126553	-0.523916	2	1	1	1	2
SNP_A-1919019	0.094767	0.000000	0.000000	2	2	0	3	1
SNP_A-1815933	-0.013572	0.009336	-0.036848	2	1	1	2	2
SNP_A-2115098	0.023458	0.000000	0.000000	2	2	0	1	1
SNP_A-2264565	0.159123	0.178826	0.139147	2	1	1	2	2
SNP_A-1788728	0.186111	0.234732	0.135793	2	1	1	2	2
SNP_A-4218776	0.052456	0.000000	0.000000	2	0	0	1	1
SNP_A-2082194	-0.028195	-0.017539	-0.038931	2	1	1	2	2
SNP_A-2135694	0.073442	0.479701	-1.466005	2	1	1	3	1
SNP_A-4220764	-0.174466	0.238825	-0.755943	2	1	1	2	2
SNP_A-1796345	0.078953	0.000000	0.000000	2	0	0	3	1
SNP_A-1789472	-0.210715	0.000000	0.000000	2	2	0	3	1
SNP_A-1934233	0.179723	0.000000	0.000000	2	1	1	3	1
SNP_A-4207031	0.133332	0.526972	-0.884404	2	1	1	3	1
!sample_table_end
