^SAMPLE = GSM352118
!Sample_title = CR3_N
!Sample_geo_accession = GSM352118
!Sample_status = Public on Apr 01 2009
!Sample_submission_date = Dec 17 2008
!Sample_last_update_date = Apr 22 2009
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = periferal blood cells from leukemic patient at complete remission
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = blood at complete remission
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = standard DNA extraction
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix standard protocol
!Sample_hyb_protocol = Affymetrix standard protocol
!Sample_scan_protocol = Affymetrix standard protocol
!Sample_description = We have used anonymous normal references (own-lab-generated) for SNP array analysis.
!Sample_description = CR3_N_Mapping250K_Nsp
!Sample_data_processing = CNAG/AsCNAR 3.0
!Sample_platform_id = GPL3718
!Sample_contact_name = Motohiro,,Kato
!Sample_contact_institute = University of Tokyo
!Sample_contact_address = 7-3-1, Hongo, Bunkyo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 113-8655
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM352nnn/GSM352118/suppl/GSM352118.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM352nnn/GSM352118/suppl/GSM352118.CHP.gz
!Sample_series_id = GSE14016
!Sample_data_row_count = 262264
#ID_REF = 
#VALUE = log2ratio_AB
#log2ratio_A = 
#log2ratio_B = 
#N_AB = 
#N_A = 
#N_B = 
#Call_done = 
#Call_reference = 
!sample_table_begin
ID_REF	VALUE	log2ratio_A	log2ratio_B	N_AB	N_A	N_B	Call_done	Call_reference
SNP_A-1886933	0.046809	0.172100	-0.090406	2	1	1	2	2
SNP_A-1902458	0.117824	0.791692	-1.174218	2	1	1	3	1
SNP_A-2131660	-0.176918	0.000000	0.000000	2	1	0	2	1
SNP_A-4221087	-0.255029	0.000000	0.000000	2	0	0	0	1
SNP_A-1884606	0.060859	0.000000	0.000000	2	0	0	1	1
SNP_A-2235839	-0.212128	0.417385	-1.209326	2	1	1	3	1
SNP_A-2218153	-0.095619	0.014796	-0.215191	2	1	1	0	2
SNP_A-1919019	0.144305	0.000000	0.000000	2	0	0	3	1
SNP_A-1815933	0.212178	0.000000	0.000000	2	0	0	3	1
SNP_A-2115098	-0.468016	0.000000	0.000000	2	0	0	1	1
SNP_A-2264565	0.033081	0.681427	-1.225986	2	0	0	3	1
SNP_A-1788728	0.024876	0.000000	0.000000	2	1	1	3	1
SNP_A-4218776	0.002722	0.000000	0.000000	2	0	0	1	1
SNP_A-2082194	-0.333083	0.294666	-1.486902	2	1	1	1	1
SNP_A-2135694	-0.035421	0.444840	-0.734063	2	1	1	1	1
SNP_A-4220764	-0.355249	0.000000	0.000000	2	1	1	1	1
SNP_A-1796345	0.258480	0.000000	0.000000	2	0	0	3	1
SNP_A-1789472	0.250244	0.000000	0.000000	2	0	0	3	1
SNP_A-1934233	0.072551	0.796169	-0.592223	2	0	0	3	1
SNP_A-4207031	0.027125	0.541472	-0.816745	2	1	1	3	1
!sample_table_end
