^SAMPLE = GSM798
!Sample_title = CGH_Albertson_GM01750-001218
!Sample_geo_accession = GSM798
!Sample_status = Public on Feb 12 2002
!Sample_submission_date = Jan 17 2002
!Sample_last_update_date = Nov 30 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Cell line GM01750
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Coriell cell line repository identifier: GM01750
!Sample_characteristics_ch1 = http://locus.umdnj.edu/nigms/nigms_cgi/display.cgi?GM01750
!Sample_biomaterial_provider_ch1 = Coriell Cell Repositories
!Sample_biomaterial_provider_ch1 = Coriell
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = normal male reference genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_biomaterial_provider_ch2 = Coriell
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Coriell Cell Repositories cell line <a  href="http://locus.umdnj.edu/nigms/nigms_cgi/display.cgi?GM01750">GM01750</a>.
!Sample_description = Fibroblast  cell line derived from a 2 year old male.  Three first cousins have the same partial trisomy 14; growth retardation, facial dysplasia, and developmental delay; MYH6 and MYH7 gene probes reveal 3 copies of cardiac alpha- and beta-myosin heavy chain genes.
!Sample_description = Chromosomal abnormalities are present.
!Sample_description = Karyotype is 47,XY,+der(14)t(9;14)(14pter>14q21:: 9p24>9pter)mat
!Sample_platform_id = GPL28
!Sample_contact_name = Donna,G,Albertson
!Sample_contact_email = albertson@cc.ucsf.edu
!Sample_contact_phone = 415 502-8463
!Sample_contact_department = Comprehensive Cancer Center
!Sample_contact_institute = University of California San Francisco
!Sample_contact_address =  
!Sample_contact_city = San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94143
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE16
!Sample_data_row_count = 2463
#ID_REF = Unique row identifier, genome position order
#VALUE = aka LOG2RATIO, mean of log base 2 of LINEAR_RATIO
#LINEAR_RATIO = Mean of replicate Cy3/Cy5 ratios
#LOG2STDDEV = Standard deviation of VALUE
#NO_REPLICATES = Number of replicate spot measurements
!sample_table_begin
ID_REF	VALUE	LINEAR_RATIO	LOG2STDDEV	NO_REPLICATES
1		1.058743	0.019987	3
2				0
3		1.035749	0	1
4	0.046275	1.032595	0.005956	3
5	0.095556	1.068477	0.0088	3
6	0.007823	1.005437	0.010124	3
7	0.023275	1.016264	0.01985	3
8	0.044811	1.031548	0.015562	3
9	-0.070291	0.952446	0.010081	3
10	-0.055377	0.962343	0.007793	3
11	-0.000311	0.999784	0.011014	3
12	-0.007476	0.994831	0.030518	3
13	0.190039	1.140795	0.016741	3
14	0.054344	1.038387	0.007316	3
15	0.155341	1.113685	0.016131	3
16	-0.005632	0.996104	0.016442	3
17	0.083792	1.0598	0.013406	3
18	-0.072195	0.95119	0.010284	3
19	0.151087	1.110406	0.028418	3
20	0.07608	1.05415	0.013804	3
!sample_table_end
