^SAMPLE = GSM799
!Sample_title = CGH_Albertson_GM02948-010220
!Sample_geo_accession = GSM799
!Sample_status = Public on Feb 12 2002
!Sample_submission_date = Jan 17 2002
!Sample_last_update_date = Nov 30 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Cell line GM02948
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Coriell cell line repository identifier: GM02948
!Sample_characteristics_ch1 = http://locus.umdnj.edu/nigms/nigms_cgi/display.cgi?GM02948
!Sample_biomaterial_provider_ch1 = Coriell Cell Repositories
!Sample_biomaterial_provider_ch1 = Coriell
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = normal male reference genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_biomaterial_provider_ch2 = Coriell
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Coriell Cell Repositories cell line <a href="http://locus.umdnj.edu/nigms/nigms_cgi/display.cgi?GM02948">GM02948</a>.
!Sample_description = Fibroblast  cell line derived from a male with microcephaly, cebocephaly, microphthalmia, and polydactyly.
!Sample_description = Trisomy 13 is present.
!Sample_description = Karyotype is 47,XY,+13
!Sample_platform_id = GPL28
!Sample_contact_name = Donna,G,Albertson
!Sample_contact_email = albertson@cc.ucsf.edu
!Sample_contact_phone = 415 502-8463
!Sample_contact_department = Comprehensive Cancer Center
!Sample_contact_institute = University of California San Francisco
!Sample_contact_address =  
!Sample_contact_city = San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94143
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE16
!Sample_data_row_count = 2463
#ID_REF = Unique row identifier, genome position order
#VALUE = aka LOG2RATIO, mean of log base 2 of LINEAR_RATIO
#LINEAR_RATIO = Mean of replicate Cy3/Cy5 ratios
#LOG2STDDEV = Standard deviation of VALUE
#NO_REPLICATES = Number of replicate spot measurements
!sample_table_begin
ID_REF	VALUE	LINEAR_RATIO	LOG2STDDEV	NO_REPLICATES
1		0.985048	0.004271	3
2				0
3	0.101774	1.073092	0.011784	3
4	0.00061	1.000423	0.009801	3
5	0.021734	1.015179	0.009862	3
6				0
7	0.054659	1.038614	0.004013	3
8	0.045287	1.031888	0.004608	2
9	0.022919	1.016013	0.019754	3
10	0.002973	1.002063	0.009757	3
11	-0.013113	0.990952	0.004008	3
12	-0.045889	0.968693	0.01253	3
13	0.039241	1.027573	0.021002	3
14	0.041786	1.029387	0.010099	3
15	0.002813	1.001952	0.009881	3
16	0.079382	1.056565	0.013357	3
17	0.026681	1.018666	0.010895	3
18	0.157873	1.115641	0.009421	3
19	0.058002	1.041023	0.014769	3
20	-0.055834	0.962038	0.011378	3
!sample_table_end
