^SAMPLE = GSM795
!Sample_title = CGH_Albertson_GM00143-010220
!Sample_geo_accession = GSM795
!Sample_status = Public on Feb 12 2002
!Sample_submission_date = Jan 17 2002
!Sample_last_update_date = Nov 30 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Cell line GM00143
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Coriell cell line repository identifier: GM00143
!Sample_characteristics_ch1 = http://locus.umdnj.edu/nigms/nigms_cgi/display.cgi?GM00143
!Sample_biomaterial_provider_ch1 = Coriell Cell Repositories
!Sample_biomaterial_provider_ch1 = Coriell
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = normal male reference genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_biomaterial_provider_ch2 = Coriell
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Coriell Cell Repositories cell line http://locus.umdnj.edu/nigms/nigms_cgi/display.cgi?GM00143
!Sample_description = Fibroblast cell line derived from a 3 month old female.  Trisomy 18 is present.
!Sample_description = Karyotype is 47,XX,+18
!Sample_platform_id = GPL28
!Sample_contact_name = Donna,G,Albertson
!Sample_contact_email = albertson@cc.ucsf.edu
!Sample_contact_phone = 415 502-8463
!Sample_contact_department = Comprehensive Cancer Center
!Sample_contact_institute = University of California San Francisco
!Sample_contact_address =  
!Sample_contact_city = San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94143
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE16
!Sample_data_row_count = 2463
#ID_REF = Unique row identifier, genome position order
#VALUE = aka LOG2RATIO, mean of log base 2 of LINEAR_RATIO
#LINEAR_RATIO = Mean of replicate Cy3/Cy5 ratios
#LOG2STDDEV = Standard deviation of VALUE
#NO_REPLICATES = Number of replicate spot measurements
!sample_table_begin
ID_REF	VALUE	LINEAR_RATIO	LOG2STDDEV	NO_REPLICATES
1		1.02924	0.022007	3
2				0
3	-0.000611	0.999576	0.01215	3
4	0.009026	1.006276	0.007098	3
5	-0.000757	0.999476	0.012997	3
6				0
7	0.002577	1.001788	0.006239	3
8	0.065711	1.046601	0.016746	2
9	0.06144	1.043507	0.003105	3
10	-0.030617	0.979002	0.011601	3
11	-0.03099	0.978749	0.01001	3
12	0.061706	1.043699	0.012555	3
13	0.015352	1.010698	0.003855	3
14	0.0659	1.046738	0.013785	3
15	-0.013288	0.990832	0.019557	3
16	0.062979	1.04462	0.010708	3
17	0.055966	1.039555	0.013265	3
18	0.187236	1.13858	0.014209	2
19	0.061624	1.04364	0.016458	3
20	-0.028936	0.980143	0.023519	3
!sample_table_end
