^SAMPLE = GSM816
!Sample_title = CGH_Albertson_S1514-010328
!Sample_geo_accession = GSM816
!Sample_status = Public on Feb 12 2002
!Sample_submission_date = Jan 17 2002
!Sample_last_update_date = May 27 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Cell line S1514
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = normal male reference genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = A breast carcinoma cell line.
!Sample_platform_id = GPL28
!Sample_contact_name = Donna,G,Albertson
!Sample_contact_email = albertson@cc.ucsf.edu
!Sample_contact_phone = 415 502-8463
!Sample_contact_department = Comprehensive Cancer Center
!Sample_contact_institute = University of California San Francisco
!Sample_contact_address =  
!Sample_contact_city = San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94143
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE16
!Sample_data_row_count = 2463
#ID_REF = Unique row identifier, genome position order
#VALUE = aka LOG2RATIO, mean of log base 2 of LINEAR_RATIO
#LINEAR_RATIO = Mean of replicate Cy3/Cy5 ratios
#LOG2STDDEV = Standard deviation of VALUE
#NO_REPLICATES = Number of replicate spot measurements
!sample_table_begin
ID_REF	VALUE	LINEAR_RATIO	LOG2STDDEV	NO_REPLICATES
1	0.108688	1.078247	0.111913	2
2				0
3	-0.028825	0.980218	0.006516	3
4	0.003824	1.002654	0.004981	3
5		1.009254	0	1
6				0
7	0.130779	1.094885	0.0023	3
8	0.070617	1.050166	0.00664	3
9	0.003084	1.00214	0.010578	3
10	-0.066244	0.955122	0.00695	3
11	-0.037681	0.97422	0.011001	3
12	0.039233	1.027567	0.008459	3
13	0.227938	1.17116	0.013576	3
14	0.020826	1.01454	0.019966	3
15	0.162303	1.119072	0.015005	3
16	-0.04853	0.966921	0.017189	3
17	0.150462	1.109925	0.005896	3
18	0.046338	1.032641	0.016376	3
19	0.05779	1.04087	0.020609	3
20	-0.015021	0.989642	0.003767	3
!sample_table_end
