^SAMPLE = GSM807
!Sample_title = CGH_Albertson_GM10315-010117
!Sample_geo_accession = GSM807
!Sample_status = Public on Feb 12 2002
!Sample_submission_date = Jan 17 2002
!Sample_last_update_date = Nov 30 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Cell line GM10315
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Coriell cell line repository identifier: GM10315
!Sample_characteristics_ch1 = http://locus.umdnj.edu/nigms/nigms_cgi/display.cgi?GM10315
!Sample_biomaterial_provider_ch1 = Coriell Cell Repositories
!Sample_biomaterial_provider_ch1 = Coriell
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = normal male reference genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_biomaterial_provider_ch2 = Coriell
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Coriell Cell Repositories cell line <a  href="http://locus.umdnj.edu/nigms/nigms_cgi/display.cgi?GM10315">GM10315</a>.
!Sample_description = Fibroblast cell line derived from a 12 gestational week female fetus.
!Sample_description = Trisomy 22 is present.
!Sample_description = Karyotype is 47,XX,+22 with 8% of cells show random chromosome loss.
!Sample_platform_id = GPL28
!Sample_contact_name = Donna,G,Albertson
!Sample_contact_email = albertson@cc.ucsf.edu
!Sample_contact_phone = 415 502-8463
!Sample_contact_department = Comprehensive Cancer Center
!Sample_contact_institute = University of California San Francisco
!Sample_contact_address =  
!Sample_contact_city = San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94143
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE16
!Sample_data_row_count = 2463
#ID_REF = Unique row identifier, genome position order
#VALUE = aka LOG2RATIO, mean of log base 2 of LINEAR_RATIO
#LINEAR_RATIO = Mean of replicate Cy3/Cy5 ratios
#LOG2STDDEV = Standard deviation of VALUE
#NO_REPLICATES = Number of replicate spot measurements
!sample_table_begin
ID_REF	VALUE	LINEAR_RATIO	LOG2STDDEV	NO_REPLICATES
1		1.0468	0.037499	3
2				0
3	-0.035608	0.975621	0.016871	3
4	-0.049963	0.965961	0.017638	3
5	0.027962	1.019571	0.009259	3
6	-0.002575	0.998216	0.010519	3
7	0.004986	1.003462	0.012001	3
8	0.059098	1.041814	0.006106	3
9	-0.005518	0.996183	0.009267	3
10	-0.008648	0.994023	0.004293	3
11	-0.076854	0.948123	0.00435	3
12	0.043005	1.030258	0.007362	3
13	0.024873	1.01739	0.01874	3
14	0.111937	1.080678	0.047231	3
15	0.034172	1.023969	0.007709	2
16	-0.026394	0.981872	0.007543	3
17	0.108032	1.077757	0.008331	3
18	0.081607	1.058196	0.004431	3
19	0.058354	1.041277	0.022572	3
20	0.041147	1.028932	0.008607	3
!sample_table_end
