^SAMPLE = GSM814
!Sample_title = CGH_Albertson_MPE600
!Sample_geo_accession = GSM814
!Sample_status = Public on Feb 12 2002
!Sample_submission_date = Jan 17 2002
!Sample_last_update_date = May 27 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Cell line MPE600
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = normal male reference genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = A breast carcinoma cell line.
!Sample_platform_id = GPL28
!Sample_contact_name = Donna,G,Albertson
!Sample_contact_email = albertson@cc.ucsf.edu
!Sample_contact_phone = 415 502-8463
!Sample_contact_department = Comprehensive Cancer Center
!Sample_contact_institute = University of California San Francisco
!Sample_contact_address =  
!Sample_contact_city = San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94143
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE16
!Sample_data_row_count = 2463
#ID_REF = Unique row identifier, genome position order
#VALUE = aka LOG2RATIO, mean of log base 2 of LINEAR_RATIO
#LINEAR_RATIO = Mean of replicate Cy3/Cy5 ratios
#LOG2STDDEV = Standard deviation of VALUE
#NO_REPLICATES = Number of replicate spot measurements
!sample_table_begin
ID_REF	VALUE	LINEAR_RATIO	LOG2STDDEV	NO_REPLICATES
1	-0.465871	0.724034	0.0087	3
2				0
3	0.094433	1.067646	0.017272	3
4	0.029477	1.020642	0.034542	3
5	0.02262	1.015802	0.021094	3
6	0.071506	1.050813	0.009731	3
7	-0.004554	0.996848	0.01901	3
8	0.071555	1.050849	0.005165	3
9	0.022494	1.015714	0.024892	3
10	0.051828	1.036578	0.008241	3
11	-0.060553	0.958897	0.016618	3
12	0.064624	1.045812	0.042069	3
13	0.050817	1.035851	0.023465	3
14	-0.629054	0.6466	0.010553	3
15	-0.351397	0.783825	0.032022	3
16	-0.764819	0.588527	0.001142	3
17	-0.561973	0.677375	0.020018	3
18	-0.827195	0.563624	0.012659	3
19	-0.644071	0.639905	0.027456	3
20	-0.715997	0.608784	0.023479	3
!sample_table_end
