^SAMPLE = GSM809
!Sample_title = CGH_Albertson_GM13330-010220
!Sample_geo_accession = GSM809
!Sample_status = Public on Feb 12 2002
!Sample_submission_date = Jan 17 2002
!Sample_last_update_date = Nov 30 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Cell line GM13330
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Coriell cell line repository identifier: GM13330
!Sample_characteristics_ch1 = http://locus.umdnj.edu/nigms/nigms_cgi/display.cgi?GM13330
!Sample_biomaterial_provider_ch1 = Coriell Cell Repositories
!Sample_biomaterial_provider_ch1 = Coriell
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = normal male reference genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_biomaterial_provider_ch2 = Coriell
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Coriell Cell Repositories cell line <a  href="http://locus.umdnj.edu/nigms/nigms_cgi/display.cgi?GM13330">GM13330</a>.
!Sample_description = Fibroblast cell line derived from a 2 day old male with absent thumbs, heart anomalies, and other malformations. Culture established from a muscle biopsy; passage 4 at CCR.
!Sample_description = Chromosomal abnormalities are present.
!Sample_description = Karyotype is 46,XY,-4,+der(4)t(1;4)(4pter> 4q35::1q25>1qter)mat
!Sample_platform_id = GPL28
!Sample_contact_name = Donna,G,Albertson
!Sample_contact_email = albertson@cc.ucsf.edu
!Sample_contact_phone = 415 502-8463
!Sample_contact_department = Comprehensive Cancer Center
!Sample_contact_institute = University of California San Francisco
!Sample_contact_address =  
!Sample_contact_city = San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94143
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE16
!Sample_data_row_count = 2463
#ID_REF = Unique row identifier, genome position order
#VALUE = aka LOG2RATIO, mean of log base 2 of LINEAR_RATIO
#LINEAR_RATIO = Mean of replicate Cy3/Cy5 ratios
#LOG2STDDEV = Standard deviation of VALUE
#NO_REPLICATES = Number of replicate spot measurements
!sample_table_begin
ID_REF	VALUE	LINEAR_RATIO	LOG2STDDEV	NO_REPLICATES
1		1.063878	0.014919	3
2	0.20747	1.154662	0.129871	2
3	0.063076	1.044691	0.006352	3
4	0.123881	1.089662	0.012232	3
5	0.154343	1.112915	0.017326	3
6	-0.043892	0.970034	0.011417	3
7	0.094144	1.067432	0.005389	2
8	-0.071437	0.951689	0.001627	3
9	0.122802	1.088847	0.006067	3
10	0.072896	1.051826	0.00398	3
11	0.01823	1.012716	0.002309	3
12	0.022434	1.015672	0.003236	2
13	0.087401	1.062455	0.003684	3
14	0.05771	1.040813	0.027543	3
15	0.096025	1.068824	0.013804	3
16	0.103051	1.074042	0.016306	3
17	0.110311	1.079461	0.02403	3
18	0.165542	1.121587	0.008504	3
19	0.067904	1.048193	0.006948	3
20				0
!sample_table_end
