^SAMPLE = GSM484745
!Sample_title = LS2P2
!Sample_geo_accession = GSM484745
!Sample_status = Public on Mar 03 2010
!Sample_submission_date = Dec 14 2009
!Sample_last_update_date = Mar 03 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Liposarcoma 5228, Tumor 27
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = source: Liposarcoma
!Sample_characteristics_ch1 = subtype: pleomorphic
!Sample_characteristics_ch1 = cell line: LS2 Derived from 5228, Tumor 27.
!Sample_biomaterial_provider_ch1 = Fox Chase Cancer Center Biorepository
!Sample_treatment_protocol_ch1 = N/A
!Sample_growth_protocol_ch1 = LS2 is maintained in RPMI 1640 + Glutamax (Invitrogen) supplemented with 20% FBS (Invitrogen), MEM Vitamin Mixture (BioWhittaker), ITES (Lonza), Penicillin (4U/ml) Streptomycin (4 ug/ml) L-Glutamine (0.29 mg/m) mixture (Invitrogen), 1mM sodium pyruvate (CellGro) and MEM Eagle Non-essential amino acid solution (Lonza) with 5% CO2.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was prepared by SDS lysis and phenol extraction and checked for purity using a NanoDrop spectrophotometer.  DNA was also checked for excessive shearing by agarose gel electrophoresis.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = 250 ng of purified DNA was digested with XbaI and the resulting fragments were ligated to adaptor sequences using T4 DNA ligase.  PCR-amplified product was then fragmented by DNaseI, denatured to generate single stranded product and end-labeled by terminal deoxynucleotidyl transferase.
!Sample_hyb_protocol = The sample was hybridized to the array as specified by the manufacturer. The probe array was then stained and washed on station.
!Sample_scan_protocol = The probe array was scanned using the Affymetrix GeneChip Scanner 3000.
!Sample_description = Passage 2.
!Sample_data_processing = standard Affymetrix protocol
!Sample_platform_id = GPL2005
!Sample_contact_name = Jay,,Johnson
!Sample_contact_email = johe@mail.med.upenn.edu
!Sample_contact_phone = 215-573-6529
!Sample_contact_laboratory = F. Brad Johnson
!Sample_contact_department = Pathology and Laboratory Medicine
!Sample_contact_institute = University of Pennsylvania
!Sample_contact_address = 422 Curie Blvd
!Sample_contact_city = Philadelphia
!Sample_contact_state = PA
!Sample_contact_zip/postal_code = 19104
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM484nnn/GSM484745/suppl/GSM484745_JP_022106_50KXba_LS2P2_Broccoli.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM484nnn/GSM484745/suppl/GSM484745_JP_022106_50KXba_LS2P2_Broccoli.CHP.gz
!Sample_series_id = GSE19449
!Sample_data_row_count = 59015
#ID_REF = 
#VALUE = Allele that is present for the probe set. Possibilities are AA (homozygous for the major allele), AB (heterozygous for the major and minor allele), BB (homozygous for the minor allele), or No Call (unable to determine allele)
#CONFIDENCE = Measure of the accuracy of the allele call
#RAS1 = Relative Allele Signal 1 for the SNP site, which is calculated using sense probes
#RAS2 = Relative Allele Signal 2 for the SNP site, which is calculated using antisense probes
#P-VALUE AA = p-value that indicates the significance level of the AA detection call
#P-VALUE AB = p-value that indicates the significance level of the AB detection call
#P-VALUE BB = p-value that indicates the significance level of the BB detection call
#P-VALUE NO CALL = p-value that indicates the significance level of the NO CALL detection call
!sample_table_begin
ID_REF	VALUE	CONFIDENCE	RAS1	RAS2	P-VALUE AA	P-VALUE AB	P-VALUE BB	P-VALUE NO CALL
AFFX-5Q-123	No Call	0	0	0	0	0	0	0
AFFX-5Q-456	No Call	0	0	0	0	0	0	0
AFFX-5Q-789	No Call	0	0	0	0	0	0	0
AFFX-5Q-ABC	No Call	0	0	0	0	0	0	0
AFFX-barcodeA	No Call	0	0	0	0	0	0	0
AFFX-barcodeB	No Call	0	0	0	0	0	0	0
AFFX-barcodeC	No Call	0	0	0	0	0	0	0
AFFX-barcodeD	No Call	0	0	0	0	0	0	0
AFFX-barcodeE	No Call	0	0	0	0	0	0	0
AFFX-barcodeF	No Call	0	0	0	0	0	0	0
AFFX-barcodeG	No Call	0	0	0	0	0	0	0
AFFX-barcodeH	No Call	0	0	0	0	0	0	0
AFFX-barcodeI	No Call	0	0	0	0	0	0	0
AFFX-barcodeJ	No Call	0	0	0	0	0	0	0
AFFX-barcodeK	No Call	0	0	0	0	0	0	0
AFFX-barcodeL	No Call	0	0	0	0	0	0	0
AFFX-barcodeM	No Call	0	0	0	0	0	0	0
AFFX-barcodeN	No Call	0	0	0	0	0	0	0
AFFX-barcodeO	No Call	0	0	0	0	0	0	0
AFFX-barcodeP	No Call	0	0	0	0	0	0	0
!sample_table_end
