^SAMPLE = GSM491166
!Sample_title = SF7276 p53 WT pten MT Map250kSty
!Sample_geo_accession = GSM491166
!Sample_status = Public on Apr 22 2010
!Sample_submission_date = Dec 28 2009
!Sample_last_update_date = Apr 22 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = SRCID:SRC107486,PRBID:PRB16800,SRCNAME:7276,RAWFILE:16800_7276_GBMTumors_SPR460_Map250kSty.CEL
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = source: UCSF
!Sample_characteristics_ch1 = sample id: SF7276
!Sample_characteristics_ch1 = genome/variation: p53 exon 4-8 mutation status: wt
!Sample_characteristics_ch1 = genome/variation: pten exon 5-6 mutation status: HETSUB.133V>I
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = None
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen's  AllPrep DNA/RNA extraction kit (Catalog #80204) was used to extract DNA and RNA according to manufacturer's protocol
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix 500K Human Mapping 500K array manual
!Sample_hyb_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_scan_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_description = SRCID:SRC107486,PRBID:PRB16800,SRCNAME:7276,RAWFILE:16800_7276_GBMTumors_SPR460_Map250kSty.CEL
!Sample_data_processing = The genotyping copy number data were generated with Affymetrix's CNAT algorithm, version 4.  Nsp and Sty copy number data were also estimated using the dChip algorithm (2006 version, build Dec 22, 2005), normalized against normal hapmap samples (downloaded from affymetrix). Segmentation of copy number data was performed with GLAD, version: 1.16.0.
!Sample_platform_id = GPL3720
!Sample_contact_name = Anthony,Steve,Guerrero
!Sample_contact_department = Bioinformatics
!Sample_contact_institute = Genentech
!Sample_contact_address = 1 DNA Way
!Sample_contact_city = South San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94080
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM491nnn/GSM491166/suppl/GSM491166.CEL.gz
!Sample_series_id = GSE19612
!Sample_data_row_count = 238378
#ID_REF = Probe
#CNAT4 = Affy CNAT4 normalized copy number
#CNAT4_GLAD = Affy CNAT4 normalized copy number following GLAD segmentation
#dCHIP = dChip normalized copy number
#VALUE = dChip normalized copy number following GLAD segmentation
!sample_table_begin
ID_REF	CNAT4	CNAT4_GLAD	dCHIP	VALUE
SNP_A-1780358	2.09686064720154	2.03235864639282	2.68415689468384	2.05653953552246
SNP_A-1780551	2.14744782447815	2.03725910186768	2.47653293609619	2.06188344955444
SNP_A-1780357	2.26518678665161	2.01206660270691	2.65003848075867	2.03684282302856
SNP_A-1780550	1.88133144378662	2.02431678771973	2.01105070114136	2.04557561874390
SNP_A-1780352	2.29511904716492	2.04680323600769	2.96087121963501	2.06516194343567
SNP_A-1780351	1.98885619640350	2.01510977745056	2.32376456260681	2.04324746131897
SNP_A-1780350	3.12428259849548	2.35548782348633	3.3050594329834	2.51372003555298
SNP_A-1780748	1.49698424339294	1.6624915599823	1.30995678901672	1.52945673465729
SNP_A-1780747	2.71825909614563	2.31078004837036	3.46065735816956	2.47083687782288
SNP_A-1780746	1.40072810649872	2.31078004837036	1.33522593975067	2.47083687782288
SNP_A-1780745	2.25315713882446	2.01481509208679	2.26986074447632	2.04395794868469
SNP_A-1780743	1.87519943714142	2.03812146186829	2.26357054710388	2.07292628288269
SNP_A-1780549	1.78542923927307	2.03235864639282	1.58772349357605	2.05653953552246
SNP_A-1780547	1.82612562179565	2.03577613830566	1.73354482650757	2.05925941467285
SNP_A-1780541	1.81346893310547	2.01206660270691	1.95486092567444	2.03684282302856
SNP_A-1780346	2.06141495704651	2.03577613830566	2.18063521385193	2.053062915802
SNP_A-1780345	1.96285688877106	1.6624915599823	2.24946975708008	1.52945673465729
SNP_A-1780342	1.76404452323914	2.03040432929993	1.71540188789368	2.04748249053955
SNP_A-1780341	2.09904336929321	2.32211899757385	2.20002985000610	2.47721767425537
SNP_A-1780340	2.11236190795898	2.02431678771973	1.78366267681122	2.04557561874390
!sample_table_end
