^SAMPLE = GSM491134
!Sample_title = SF7093 p53 WT pten WT Map250kNsp
!Sample_geo_accession = GSM491134
!Sample_status = Public on Apr 22 2010
!Sample_submission_date = Dec 28 2009
!Sample_last_update_date = Apr 22 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = SRCID:SRC107469,PRBID:PRB16765,SRCNAME:7093,RAWFILE:16765_7093_GBMTumors_SPR460_Map250kNsp.CEL
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = source: UCSF
!Sample_characteristics_ch1 = sample id: SF7093
!Sample_characteristics_ch1 = genome/variation: p53 exon 4-8 mutation status: wt
!Sample_characteristics_ch1 = genome/variation: pten exon 5-6 mutation status: wt
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = None
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen's  AllPrep DNA/RNA extraction kit (Catalog #80204) was used to extract DNA and RNA according to manufacturer's protocol
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix 500K Human Mapping 500K array manual
!Sample_hyb_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_scan_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_description = SRCID:SRC107469,PRBID:PRB16765,SRCNAME:7093,RAWFILE:16765_7093_GBMTumors_SPR460_Map250kNsp.CEL
!Sample_data_processing = The genotyping copy number data were generated with Affymetrix's CNAT algorithm, version 4.  Nsp and Sty copy number data were also estimated using the dChip algorithm (2006 version, build Dec 22, 2005), normalized against normal hapmap samples (downloaded from affymetrix). Segmentation of copy number data was performed with GLAD, version: 1.16.0.
!Sample_platform_id = GPL3718
!Sample_contact_name = Anthony,Steve,Guerrero
!Sample_contact_department = Bioinformatics
!Sample_contact_institute = Genentech
!Sample_contact_address = 1 DNA Way
!Sample_contact_city = South San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94080
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM491nnn/GSM491134/suppl/GSM491134.CEL.gz
!Sample_series_id = GSE19612
!Sample_data_row_count = 262338
#ID_REF = Probe
#CNAT4 = Affy CNAT4 normalized copy number
#CNAT4_GLAD = Affy CNAT4 normalized copy number following GLAD segmentation
#dCHIP = dChip normalized copy number
#VALUE = dChip normalized copy number following GLAD segmentation
!sample_table_begin
ID_REF	CNAT4	CNAT4_GLAD	dCHIP	VALUE
SNP_A-1780619	2.06702804565430	2.02981472015381	1.67503201961517	2.04364085197449
SNP_A-1780618	2.43725466728210	2.01534223556519	2.95044541358948	2.01645898818970
SNP_A-1780617	1.91431069374084	2.02672934532166	2.10345935821533	2.05092549324036
SNP_A-1780778	1.66777193546295	2.02032518386841	1.52813029289246	2.04370331764221
SNP_A-1780616	1.76101720333099	2.01452803611755	1.66798758506775	2.02479958534241
SNP_A-1780613	1.87278723716736	2.01452803611755	2.00870442390442	2.02479958534241
SNP_A-1780419	1.90649533271790	2.02981472015381	1.96158790588379	2.04364085197449
SNP_A-1780612	1.93328320980072	2.01311135292053	2.29444932937622	2.04364085197449
SNP_A-1780418	2.12892770767212	2.02032518386841	2.01679587364197	2.03519749641418
SNP_A-1780611	2.50263690948486	2.01534223556519	2.62359213829041	2.01785516738892
SNP_A-1780610	1.89861977100372	1.60533237457275	1.58901619911194	1.42725014686584
SNP_A-1780415	2.99777674674988	2.02032518386841	3.83879399299622	2.03519749641418
SNP_A-1780576	1.95052027702332	2.01311135292053	1.80981779098511	2.04364085197449
SNP_A-1780413	1.94703257083893	2.03591322898865	1.84035181999207	2.06837320327759
SNP_A-1780412	2.10303378105164	2.02032518386841	1.76635360717773	2.03519749641418
SNP_A-1780574	2.8473641872406	2.02587676048279	2.56504631042480	2.04255199432373
SNP_A-1780379	1.66580092906952	2.02879405021667	1.55910158157349	2.03587341308594
SNP_A-1780572	2.12998747825623	2.03064560890198	1.97178792953491	2.04119825363159
SNP_A-1780378	1.85798513889313	2.03064560890198	1.59991610050201	2.04119825363159
SNP_A-1780377	1.62906932830811	2.03591322898865	1.60322690010071	2.06837320327759
!sample_table_end
