^SAMPLE = GSM489366
!Sample_title = SF7059 p53 WT pten MT Map250kNsp
!Sample_geo_accession = GSM489366
!Sample_status = Public on Apr 22 2010
!Sample_submission_date = Dec 23 2009
!Sample_last_update_date = Apr 22 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = SRCID:SRC107465,PRBID:PRB16757,SRCNAME:7059,RAWFILE:16757_7059_GBMTumors_SPR460_Map250kNsp.CEL
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = sample id: SF7059
!Sample_characteristics_ch1 = source: UCSF
!Sample_characteristics_ch1 = genome/variation: p53 exon 4-8 mutation status: wt
!Sample_characteristics_ch1 = genome/variation: pten exon 5-6 mutation status: HETSUB.32I>S
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = None
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen's  AllPrep DNA/RNA extraction kit (Catalog #80204) was used to extract DNA and RNA according to manufacturer's protocol
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix 500K Human Mapping 500K array manual
!Sample_hyb_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_scan_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_description = SRCID:SRC107465,PRBID:PRB16757,SRCNAME:7059,RAWFILE:16757_7059_GBMTumors_SPR460_Map250kNsp.CEL
!Sample_data_processing = The genotyping copy number data were generated with Affymetrix's CNAT algorithm, version 4.  Nsp and Sty copy number data were also estimated using the dChip algorithm (2006 version, build Dec 22, 2005), normalized against normal hapmap samples (downloaded from affymetrix). Segmentation of copy number data was performed with GLAD, version: 1.16.0.
!Sample_platform_id = GPL3718
!Sample_contact_name = Anthony,Steve,Guerrero
!Sample_contact_department = Bioinformatics
!Sample_contact_institute = Genentech
!Sample_contact_address = 1 DNA Way
!Sample_contact_city = South San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94080
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM489nnn/GSM489366/suppl/GSM489366.CEL.gz
!Sample_series_id = GSE19612
!Sample_data_row_count = 262338
#ID_REF = Probe
#CNAT4 = Affy CNAT4 normalized copy number
#CNAT4_GLAD = Affy CNAT4 normalized copy number following GLAD segmentation
#dCHIP = dChip normalized copy number
#VALUE = dChip normalized copy number following GLAD segmentation
!sample_table_begin
ID_REF	CNAT4	CNAT4_GLAD	dCHIP	VALUE
SNP_A-1780619	2.32783198356628	2.06823348999023	2.52481031417847	2.10882520675659
SNP_A-1780618	1.95841562747955	2.02836298942566	2.47019457817078	2.01681280136108
SNP_A-1780617	2.49802350997925	2.02401781082153	2.61242914199829	2.03971123695374
SNP_A-1780778	1.62875998020172	2.07519721984863	1.70554339885712	2.10609555244446
SNP_A-1780616	1.45237195491791	2.01773405075073	1.14865005016327	1.99200809001923
SNP_A-1780613	1.68278753757477	2.01773405075073	1.54016745090485	2.01884150505066
SNP_A-1780419	1.91319644451141	2.06823348999023	1.97185933589935	2.10882520675659
SNP_A-1780612	2.20735859870911	2.06284928321838	2.47095084190369	2.09826898574829
SNP_A-1780418	1.99880254268646	2.07519721984863	1.77756798267365	2.10609555244446
SNP_A-1780611	2.56505179405212	2.02836298942566	2.43415856361389	2.01681280136108
SNP_A-1780610	2.05128216743469	2.02858114242554	1.81099689006805	2.05334830284119
SNP_A-1780415	2.66800427436829	2.07519721984863	3.85380387306213	2.10609555244446
SNP_A-1780576	2.24290108680725	2.05892610549927	1.80383801460266	2.07037329673767
SNP_A-1780413	1.84821557998657	2.03527116775513	1.65949451923370	2.06512975692749
SNP_A-1780412	2.73292708396912	2.07519721984863	2.82763266563416	2.10609555244446
SNP_A-1780574	2.83466243743896	2.01392912864685	2.40448760986328	2.02234721183777
SNP_A-1780379	1.39692735671997	2.07456231117249	1.34779548645020	2.0947322845459
SNP_A-1780572	2.14148116111755	2.01974391937256	1.75447762012482	2.03361177444458
SNP_A-1780378	1.92819905281067	2.01974391937256	1.67987596988678	2.03361177444458
SNP_A-1780377	1.58348703384399	2.03527116775513	1.21375274658203	2.06512975692749
!sample_table_end
